Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
3,156250E+2	4,593882E-1	3,156250E+2	-6,407648E-1	3,156250E+2	4,725210E-1	3,156250E+2	-6,364497E-1	3,156250E+2	4,743965E-1	3,156250E+2	-6,233627E-1	3,156250E+2	5,049507E-1	3,156250E+2	-5,361184E-1	3,156250E+2	5,692648E-1	3,156250E+2	-3,838011E-1	3,156250E+2	6,110910E-1	3,156250E+2	-3,130605E-1	3,156250E+2	6,555199E-1	3,156250E+2	-2,689759E-1
3,171875E+2	4,754794E-1	3,171875E+2	-6,139040E-1	3,171875E+2	4,668926E-1	3,171875E+2	-6,313851E-1	3,171875E+2	4,716763E-1	3,171875E+2	-6,157835E-1	3,171875E+2	5,019052E-1	3,171875E+2	-5,276879E-1	3,171875E+2	5,689793E-1	3,171875E+2	-3,823609E-1	3,171875E+2	6,180374E-1	3,171875E+2	-3,108725E-1	3,171875E+2	6,558533E-1	3,171875E+2	-2,647615E-1
3,187500E+2	4,611551E-1	3,187500E+2	-6,084762E-1	3,187500E+2	4,530779E-1	3,187500E+2	-6,251902E-1	3,187500E+2	4,551326E-1	3,187500E+2	-6,130834E-1	3,187500E+2	4,924123E-1	3,187500E+2	-5,252637E-1	3,187500E+2	5,649419E-1	3,187500E+2	-3,739322E-1	3,187500E+2	6,045292E-1	3,187500E+2	-3,108342E-1	3,187500E+2	6,521790E-1	3,187500E+2	-2,570477E-1
3,203125E+2	4,610549E-1	3,203125E+2	-6,168631E-1	3,203125E+2	4,317869E-1	3,203125E+2	-6,329041E-1	3,203125E+2	4,396646E-1	3,203125E+2	-6,104565E-1	3,203125E+2	4,836492E-1	3,203125E+2	-5,285390E-1	3,203125E+2	5,637182E-1	3,203125E+2	-3,691764E-1	3,203125E+2	6,031058E-1	3,203125E+2	-2,993183E-1	3,203125E+2	6,444356E-1	3,203125E+2	-2,480835E-1
3,218750E+2	4,388928E-1	3,218750E+2	-6,265340E-1	3,218750E+2	4,296593E-1	3,218750E+2	-6,383379E-1	3,218750E+2	4,295115E-1	3,218750E+2	-6,141727E-1	3,218750E+2	4,750829E-1	3,218750E+2	-5,326607E-1	3,218750E+2	5,614428E-1	3,218750E+2	-3,734019E-1	3,218750E+2	6,012921E-1	3,218750E+2	-3,056762E-1	3,218750E+2	6,455351E-1	3,218750E+2	-2,436755E-1
3,234375E+2	4,128087E-1	3,234375E+2	-6,480096E-1	3,234375E+2	4,125181E-1	3,234375E+2	-6,336534E-1	3,234375E+2	4,208797E-1	3,234375E+2	-6,109659E-1	3,234375E+2	4,644029E-1	3,234375E+2	-5,255763E-1	3,234375E+2	5,512751E-1	3,234375E+2	-3,726623E-1	3,234375E+2	5,875464E-1	3,234375E+2	-3,057804E-1	3,234375E+2	6,449989E-1	3,234375E+2	-2,533926E-1
3,250000E+2	3,818421E-1	3,250000E+2	-6,544912E-1	3,250000E+2	3,943388E-1	3,250000E+2	-6,431619E-1	3,250000E+2	4,120597E-1	3,250000E+2	-6,214823E-1	3,250000E+2	4,526871E-1	3,250000E+2	-5,288671E-1	3,250000E+2	5,445194E-1	3,250000E+2	-3,799333E-1	3,250000E+2	5,890981E-1	3,250000E+2	-3,023651E-1	3,250000E+2	6,422417E-1	3,250000E+2	-2,628662E-1
3,265625E+2	3,884645E-1	3,265625E+2	-6,510606E-1	3,265625E+2	3,870151E-1	3,265625E+2	-6,519668E-1	3,265625E+2	4,091024E-1	3,265625E+2	-6,224902E-1	3,265625E+2	4,523496E-1	3,265625E+2	-5,300243E-1	3,265625E+2	5,461725E-1	3,265625E+2	-3,852812E-1	3,265625E+2	5,939872E-1	3,265625E+2	-2,990166E-1	3,265625E+2	6,402354E-1	3,265625E+2	-2,613203E-1
3,281250E+2	4,057978E-1	3,281250E+2	-6,300529E-1	3,281250E+2	3,918699E-1	3,281250E+2	-6,476348E-1	3,281250E+2	4,020236E-1	3,281250E+2	-6,193579E-1	3,281250E+2	4,574803E-1	3,281250E+2	-5,301662E-1	3,281250E+2	5,580495E-1	3,281250E+2	-3,740200E-1	3,281250E+2	5,928768E-1	3,281250E+2	-2,999131E-1	3,281250E+2	6,403648E-1	3,281250E+2	-2,524515E-1
3,296875E+2	4,131386E-1	3,296875E+2	-6,441154E-1	3,296875E+2	3,875270E-1	3,296875E+2	-6,548239E-1	3,296875E+2	3,930149E-1	3,296875E+2	-6,219670E-1	3,296875E+2	4,465864E-1	3,296875E+2	-5,296669E-1	3,296875E+2	5,442407E-1	3,296875E+2	-3,718932E-1	3,296875E+2	5,884387E-1	3,296875E+2	-3,065269E-1	3,296875E+2	6,398809E-1	3,296875E+2	-2,428947E-1
3,312500E+2	3,832706E-1	3,312500E+2	-6,430186E-1	3,312500E+2	3,615352E-1	3,312500E+2	-6,433789E-1	3,312500E+2	3,720962E-1	3,312500E+2	-6,180384E-1	3,312500E+2	4,263504E-1	3,312500E+2	-5,241297E-1	3,312500E+2	5,301444E-1	3,312500E+2	-3,680606E-1	3,312500E+2	5,762512E-1	3,312500E+2	-2,959185E-1	3,312500E+2	6,285720E-1	3,312500E+2	-2,388487E-1
3,328125E+2	3,695329E-1	3,328125E+2	-6,369449E-1	3,328125E+2	3,551248E-1	3,328125E+2	-6,368276E-1	3,328125E+2	3,648184E-1	3,328125E+2	-6,202568E-1	3,328125E+2	4,248512E-1	3,328125E+2	-5,254867E-1	3,328125E+2	5,371316E-1	3,328125E+2	-3,686855E-1	3,328125E+2	5,832668E-1	3,328125E+2	-2,959742E-1	3,328125E+2	6,398089E-1	3,328125E+2	-2,459547E-1
3,343750E+2	3,902131E-1	3,343750E+2	-6,525351E-1	3,343750E+2	3,494436E-1	3,343750E+2	-6,542155E-1	3,343750E+2	3,635871E-1	3,343750E+2	-6,224184E-1	3,343750E+2	4,256732E-1	3,343750E+2	-5,329182E-1	3,343750E+2	5,330398E-1	3,343750E+2	-3,665161E-1	3,343750E+2	5,931818E-1	3,343750E+2	-2,990780E-1	3,343750E+2	6,473938E-1	3,343750E+2	-2,629841E-1
3,359375E+2	3,412645E-1	3,359375E+2	-6,481262E-1	3,359375E+2	3,175806E-1	3,359375E+2	-6,307948E-1	3,359375E+2	3,387533E-1	3,359375E+2	-6,078818E-1	3,359375E+2	4,093735E-1	3,359375E+2	-5,209801E-1	3,359375E+2	5,159485E-1	3,359375E+2	-3,584355E-1	3,359375E+2	5,785942E-1	3,359375E+2	-2,939214E-1	3,359375E+2	6,439832E-1	3,359375E+2	-2,586653E-1
3,375000E+2	3,296137E-1	3,375000E+2	-6,439054E-1	3,375000E+2	3,192185E-1	3,375000E+2	-6,181478E-1	3,375000E+2	3,336847E-1	3,375000E+2	-6,025747E-1	3,375000E+2	3,976582E-1	3,375000E+2	-5,060225E-1	3,375000E+2	5,087516E-1	3,375000E+2	-3,523052E-1	3,375000E+2	5,743188E-1	3,375000E+2	-2,876846E-1	3,375000E+2	6,377654E-1	3,375000E+2	-2,471306E-1
3,390625E+2	3,130558E-1	3,390625E+2	-6,187570E-1	3,390625E+2	2,993679E-1	3,390625E+2	-6,229362E-1	3,390625E+2	3,189246E-1	3,390625E+2	-6,023460E-1	3,390625E+2	3,814718E-1	3,390625E+2	-5,014277E-1	3,390625E+2	5,125330E-1	3,390625E+2	-3,462214E-1	3,390625E+2	5,707022E-1	3,390625E+2	-2,915204E-1	3,390625E+2	6,280190E-1	3,390625E+2	-2,402888E-1
3,406250E+2	2,907920E-1	3,406250E+2	-6,483175E-1	3,406250E+2	2,910835E-1	3,406250E+2	-6,295086E-1	3,406250E+2	3,064000E-1	3,406250E+2	-6,103400E-1	3,406250E+2	3,778940E-1	3,406250E+2	-5,145074E-1	3,406250E+2	5,207901E-1	3,406250E+2	-3,598255E-1	3,406250E+2	5,720538E-1	3,406250E+2	-3,081117E-1	3,406250E+2	6,233753E-1	3,406250E+2	-2,502433E-1
3,421875E+2	2,814394E-1	3,421875E+2	-6,487647E-1	3,421875E+2	2,927833E-1	3,421875E+2	-6,336521E-1	3,421875E+2	3,076145E-1	3,421875E+2	-6,110030E-1	3,421875E+2	3,872507E-1	3,421875E+2	-5,185208E-1	3,421875E+2	5,165860E-1	3,421875E+2	-3,635503E-1	3,421875E+2	5,730513E-1	3,421875E+2	-2,892258E-1	3,421875E+2	6,285555E-1	3,421875E+2	-2,461194E-1
3,437500E+2	2,834973E-1	3,437500E+2	-6,094320E-1	3,437500E+2	2,824845E-1	3,437500E+2	-6,105916E-1	3,437500E+2	2,939093E-1	3,437500E+2	-5,954343E-1	3,437500E+2	3,727521E-1	3,437500E+2	-4,948681E-1	3,437500E+2	5,028664E-1	3,437500E+2	-3,440622E-1	3,437500E+2	5,702408E-1	3,437500E+2	-2,840870E-1	3,437500E+2	6,277113E-1	3,437500E+2	-2,438284E-1
3,453125E+2	2,811689E-1	3,453125E+2	-6,037944E-1	3,453125E+2	2,601340E-1	3,453125E+2	-6,082118E-1	3,453125E+2	2,814744E-1	3,453125E+2	-5,882475E-1	3,453125E+2	3,673531E-1	3,453125E+2	-4,913824E-1	3,453125E+2	5,077803E-1	3,453125E+2	-3,404033E-1	3,453125E+2	5,645170E-1	3,453125E+2	-2,834395E-1	3,453125E+2	6,274053E-1	3,453125E+2	-2,298993E-1
3,468750E+2	2,574357E-1	3,468750E+2	-6,188291E-1	3,468750E+2	2,613647E-1	3,468750E+2	-6,284628E-1	3,468750E+2	2,801021E-1	3,468750E+2	-5,911001E-1	3,468750E+2	3,662511E-1	3,468750E+2	-5,008733E-1	3,468750E+2	5,141841E-1	3,468750E+2	-3,415269E-1	3,468750E+2	5,638263E-1	3,468750E+2	-2,822140E-1	3,468750E+2	6,250295E-1	3,468750E+2	-2,248471E-1
3,484375E+2	2,564907E-1	3,484375E+2	-6,275230E-1	3,484375E+2	2,470947E-1	3,484375E+2	-6,149926E-1	3,484375E+2	2,648578E-1	3,484375E+2	-5,877707E-1	3,484375E+2	3,489603E-1	3,484375E+2	-5,043160E-1	3,484375E+2	5,111226E-1	3,484375E+2	-3,358295E-1	3,484375E+2	5,576868E-1	3,484375E+2	-2,857447E-1	3,484375E+2	6,240280E-1	3,484375E+2	-2,313294E-1
3,500000E+2	2,142781E-1	3,500000E+2	-6,263881E-1	3,500000E+2	2,225860E-1	3,500000E+2	-6,248394E-1	3,500000E+2	2,411119E-1	3,500000E+2	-5,997901E-1	3,500000E+2	3,383242E-1	3,500000E+2	-5,152185E-1	3,500000E+2	4,846401E-1	3,500000E+2	-3,519856E-1	3,500000E+2	5,594300E-1	3,500000E+2	-2,961524E-1	3,500000E+2	6,160073E-1	3,500000E+2	-2,497207E-1
3,515625E+2	2,408270E-1	3,515625E+2	-6,144688E-1	3,515625E+2	2,100097E-1	3,515625E+2	-6,196646E-1	3,515625E+2	2,299836E-1	3,515625E+2	-5,828589E-1	3,515625E+2	3,404387E-1	3,515625E+2	-5,013744E-1	3,515625E+2	4,792820E-1	3,515625E+2	-3,458593E-1	3,515625E+2	5,513410E-1	3,515625E+2	-2,845362E-1	3,515625E+2	6,030020E-1	3,515625E+2	-2,427468E-1
3,531250E+2	2,433601E-1	3,531250E+2	-6,226522E-1	3,531250E+2	2,122068E-1	3,531250E+2	-6,108238E-1	3,531250E+2	2,305520E-1	3,531250E+2	-5,662970E-1	3,531250E+2	3,298622E-1	3,531250E+2	-4,829587E-1	3,531250E+2	4,763377E-1	3,531250E+2	-3,393369E-1	3,531250E+2	5,521647E-1	3,531250E+2	-2,716854E-1	3,531250E+2	6,095178E-1	3,531250E+2	-2,309026E-1
3,546875E+2	2,042478E-1	3,546875E+2	-6,097942E-1	3,546875E+2	1,901725E-1	3,546875E+2	-5,916797E-1	3,546875E+2	2,130712E-1	3,546875E+2	-5,641903E-1	3,546875E+2	3,180850E-1	3,546875E+2	-4,798990E-1	3,546875E+2	4,708303E-1	3,546875E+2	-3,309664E-1	3,546875E+2	5,589731E-1	3,546875E+2	-2,699999E-1	3,546875E+2	6,166200E-1	3,546875E+2	-2,352928E-1
3,562500E+2	1,756796E-1	3,562500E+2	-6,125204E-1	3,562500E+2	1,809090E-1	3,562500E+2	-5,842515E-1	3,562500E+2	2,066322E-1	3,562500E+2	-5,732466E-1	3,562500E+2	3,051295E-1	3,562500E+2	-5,003360E-1	3,562500E+2	4,856810E-1	3,562500E+2	-3,318637E-1	3,562500E+2	5,629548E-1	3,562500E+2	-2,856125E-1	3,562500E+2	6,213140E-1	3,562500E+2	-2,423578E-1
3,578125E+2	1,358287E-1	3,578125E+2	-6,153075E-1	3,578125E+2	1,726837E-1	3,578125E+2	-5,773490E-1	3,578125E+2	1,902749E-1	3,578125E+2	-5,647768E-1	3,578125E+2	3,033851E-1	3,578125E+2	-4,867394E-1	3,578125E+2	4,751104E-1	3,578125E+2	-3,358682E-1	3,578125E+2	5,477673E-1	3,578125E+2	-2,787140E-1	3,578125E+2	6,155693E-1	3,578125E+2	-2,341607E-1
3,593750E+2	1,375480E-1	3,593750E+2	-5,932113E-1	3,593750E+2	1,589608E-1	3,593750E+2	-5,694425E-1	3,593750E+2	1,866369E-1	3,593750E+2	-5,629520E-1	3,593750E+2	3,127247E-1	3,593750E+2	-4,652672E-1	3,593750E+2	4,736228E-1	3,593750E+2	-3,224028E-1	3,593750E+2	5,489166E-1	3,593750E+2	-2,762256E-1	3,593750E+2	6,212363E-1	3,593750E+2	-2,239245E-1
3,609375E+2	1,464831E-1	3,609375E+2	-5,730252E-1	3,609375E+2	1,458002E-1	3,609375E+2	-5,605594E-1	3,609375E+2	1,683284E-1	3,609375E+2	-5,476969E-1	3,609375E+2	2,957869E-1	3,609375E+2	-4,586345E-1	3,609375E+2	4,681198E-1	3,609375E+2	-3,117079E-1	3,609375E+2	5,356879E-1	3,609375E+2	-2,701531E-1	3,609375E+2	6,059082E-1	3,609375E+2	-2,388315E-1
3,625000E+2	1,102049E-1	3,625000E+2	-5,659979E-1	3,625000E+2	1,239486E-1	3,625000E+2	-5,480982E-1	3,625000E+2	1,456439E-1	3,625000E+2	-5,311772E-1	3,625000E+2	2,677726E-1	3,625000E+2	-4,488123E-1	3,625000E+2	4,532740E-1	3,625000E+2	-3,288137E-1	3,625000E+2	5,238465E-1	3,625000E+2	-2,725306E-1	3,625000E+2	5,862205E-1	3,625000E+2	-2,231272E-1
3,640625E+2	9,177247E-2	3,640625E+2	-5,597056E-1	3,640625E+2	1,206610E-1	3,640625E+2	-5,407115E-1	3,640625E+2	1,440567E-1	3,640625E+2	-5,245269E-1	3,640625E+2	2,649116E-1	3,640625E+2	-4,419211E-1	3,640625E+2	4,618795E-1	3,640625E+2	-3,374874E-1	3,640625E+2	5,269352E-1	3,640625E+2	-2,684407E-1	3,640625E+2	6,046686E-1	3,640625E+2	-2,152056E-1
3,656250E+2	1,075717E-1	3,656250E+2	-5,435186E-1	3,656250E+2	1,192057E-1	3,656250E+2	-5,474514E-1	3,656250E+2	1,381921E-1	3,656250E+2	-5,247920E-1	3,656250E+2	2,551011E-1	3,656250E+2	-4,572614E-1	3,656250E+2	4,608161E-1	3,656250E+2	-3,356577E-1	3,656250E+2	5,339435E-1	3,656250E+2	-2,743809E-1	3,656250E+2	6,013870E-1	3,656250E+2	-2,318304E-1
3,671875E+2	1,155897E-1	3,671875E+2	-5,517142E-1	3,671875E+2	1,056684E-1	3,671875E+2	-5,497740E-1	3,671875E+2	1,328711E-1	3,671875E+2	-5,238144E-1	3,671875E+2	2,534957E-1	3,671875E+2	-4,495750E-1	3,671875E+2	4,526219E-1	3,671875E+2	-3,203762E-1	3,671875E+2	5,334251E-1	3,671875E+2	-2,688054E-1	3,671875E+2	5,936289E-1	3,671875E+2	-2,353666E-1
3,687500E+2	7,795882E-2	3,687500E+2	-5,306511E-1	3,687500E+2	8,720032E-2	3,687500E+2	-5,389419E-1	3,687500E+2	1,265797E-1	3,687500E+2	-5,224815E-1	3,687500E+2	2,630068E-1	3,687500E+2	-4,428097E-1	3,687500E+2	4,621327E-1	3,687500E+2	-3,220573E-1	3,687500E+2	5,455215E-1	3,687500E+2	-2,606088E-1	3,687500E+2	6,090102E-1	3,687500E+2	-2,302784E-1
3,703125E+2	6,180674E-2	3,703125E+2	-5,132523E-1	3,703125E+2	7,310016E-2	3,703125E+2	-5,305007E-1	3,703125E+2	1,142892E-1	3,703125E+2	-5,136922E-1	3,703125E+2	2,521050E-1	3,703125E+2	-4,453646E-1	3,703125E+2	4,646825E-1	3,703125E+2	-3,254463E-1	3,703125E+2	5,466036E-1	3,703125E+2	-2,613902E-1	3,703125E+2	6,130158E-1	3,703125E+2	-2,289682E-1
3,718750E+2	6,490542E-2	3,718750E+2	-5,137726E-1	3,718750E+2	6,956729E-2	3,718750E+2	-5,203767E-1	3,718750E+2	1,034705E-1	3,718750E+2	-4,992560E-1	3,718750E+2	2,348244E-1	3,718750E+2	-4,332526E-1	3,718750E+2	4,583589E-1	3,718750E+2	-3,164355E-1	3,718750E+2	5,347999E-1	3,718750E+2	-2,627439E-1	3,718750E+2	6,077527E-1	3,718750E+2	-2,129198E-1
3,734375E+2	4,540369E-2	3,734375E+2	-4,948603E-1	3,734375E+2	5,197391E-2	3,734375E+2	-5,190437E-1	3,734375E+2	9,087867E-2	3,734375E+2	-4,925624E-1	3,734375E+2	2,260712E-1	3,734375E+2	-4,413944E-1	3,734375E+2	4,455175E-1	3,734375E+2	-3,105669E-1	3,734375E+2	5,221542E-1	3,734375E+2	-2,620911E-1	3,734375E+2	5,966177E-1	3,734375E+2	-2,181099E-1
3,750000E+2	3,899029E-2	3,750000E+2	-4,923406E-1	3,750000E+2	2,965457E-2	3,750000E+2	-5,059363E-1	3,750000E+2	6,771921E-2	3,750000E+2	-4,844322E-1	3,750000E+2	2,178670E-1	3,750000E+2	-4,310802E-1	3,750000E+2	4,340602E-1	3,750000E+2	-3,088305E-1	3,750000E+2	5,153293E-1	3,750000E+2	-2,720110E-1	3,750000E+2	5,865257E-1	3,750000E+2	-2,326788E-1
3,765625E+2	2,707897E-2	3,765625E+2	-5,011766E-1	3,765625E+2	1,736779E-2	3,765625E+2	-4,902487E-1	3,765625E+2	6,502256E-2	3,765625E+2	-4,725659E-1	3,765625E+2	2,155954E-1	3,765625E+2	-4,186431E-1	3,765625E+2	4,302932E-1	3,765625E+2	-3,062975E-1	3,765625E+2	5,277264E-1	3,765625E+2	-2,667120E-1	3,765625E+2	5,947208E-1	3,765625E+2	-2,323028E-1
3,781250E+2	-9,276615E-3	3,781250E+2	-4,942846E-1	3,781250E+2	1,953406E-2	3,781250E+2	-4,771788E-1	3,781250E+2	6,447002E-2	3,781250E+2	-4,664946E-1	3,781250E+2	2,073179E-1	3,781250E+2	-4,063847E-1	3,781250E+2	4,353730E-1	3,781250E+2	-3,096616E-1	3,781250E+2	5,234204E-1	3,781250E+2	-2,540489E-1	3,781250E+2	5,955017E-1	3,781250E+2	-2,262985E-1
3,796875E+2	-8,042265E-3	3,796875E+2	-4,734179E-1	3,796875E+2	1,819400E-2	3,796875E+2	-4,744101E-1	3,796875E+2	5,518844E-2	3,796875E+2	-4,636387E-1	3,796875E+2	2,059464E-1	3,796875E+2	-4,006634E-1	3,796875E+2	4,352818E-1	3,796875E+2	-3,174100E-1	3,796875E+2	5,243548E-1	3,796875E+2	-2,575264E-1	3,796875E+2	6,042301E-1	3,796875E+2	-2,307699E-1
3,812500E+2	-2,442691E-2	3,812500E+2	-4,621679E-1	3,812500E+2	-4,855128E-3	3,812500E+2	-4,621686E-1	3,812500E+2	3,773195E-2	3,812500E+2	-4,513123E-1	3,812500E+2	2,010906E-1	3,812500E+2	-3,983773E-1	3,812500E+2	4,225896E-1	3,812500E+2	-3,017038E-1	3,812500E+2	5,249967E-1	3,812500E+2	-2,655183E-1	3,812500E+2	6,037598E-1	3,812500E+2	-2,287843E-1
3,828125E+2	-7,396343E-3	3,828125E+2	-4,618501E-1	3,828125E+2	-5,669996E-3	3,828125E+2	-4,533706E-1	3,828125E+2	2,973988E-2	3,828125E+2	-4,343245E-1	3,828125E+2	1,921856E-1	3,828125E+2	-3,894899E-1	3,828125E+2	4,166462E-1	3,828125E+2	-2,991297E-1	3,828125E+2	5,195685E-1	3,828125E+2	-2,521311E-1	3,828125E+2	5,981955E-1	3,828125E+2	-2,223723E-1
3,843750E+2	-1,562803E-2	3,843750E+2	-4,455002E-1	3,843750E+2	-1,765936E-2	3,843750E+2	-4,408373E-1	3,843750E+2	2,063444E-2	3,843750E+2	-4,343647E-1	3,843750E+2	1,786805E-1	3,843750E+2	-3,946695E-1	3,843750E+2	4,205441E-1	3,843750E+2	-3,025118E-1	3,843750E+2	5,221264E-1	3,843750E+2	-2,493233E-1	3,843750E+2	6,026854E-1	3,843750E+2	-2,262110E-1
3,859375E+2	-2,640806E-2	3,859375E+2	-4,346938E-1	3,859375E+2	-2,919695E-2	3,859375E+2	-4,306036E-1	3,859375E+2	1,635787E-2	3,859375E+2	-4,244037E-1	3,859375E+2	1,809586E-1	3,859375E+2	-3,847588E-1	3,859375E+2	4,195565E-1	3,859375E+2	-2,967455E-1	3,859375E+2	5,253786E-1	3,859375E+2	-2,535135E-1	3,859375E+2	5,960374E-1	3,859375E+2	-2,199765E-1
