Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 5_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 6_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 7_Frequency [Hz]	Absorption Coefficient on Cavity	
3,375000E+2	4,054262E-1	3,375000E+2	4,119702E-1	3,375000E+2	4,624516E-1	3,375000E+2	4,615310E-1	3,375000E+2	3,736181E-1	3,375000E+2	3,286714E-1	3,375000E+2	3,064748E-1
3,390625E+2	3,981855E-1	3,390625E+2	4,031618E-1	3,390625E+2	4,554239E-1	3,390625E+2	4,568018E-1	3,390625E+2	3,679480E-1	3,390625E+2	3,241919E-1	3,390625E+2	3,134666E-1
3,406250E+2	3,771283E-1	3,406250E+2	3,976791E-1	3,406250E+2	4,493930E-1	3,406250E+2	4,521448E-1	3,406250E+2	3,541949E-1	3,406250E+2	3,142537E-1	3,406250E+2	3,086531E-1
3,421875E+2	3,853156E-1	3,421875E+2	3,877398E-1	3,421875E+2	4,403089E-1	3,421875E+2	4,463713E-1	3,421875E+2	3,569128E-1	3,421875E+2	3,120165E-1	3,421875E+2	2,929870E-1
3,437500E+2	4,052775E-1	3,437500E+2	3,908526E-1	3,437500E+2	4,390668E-1	3,437500E+2	4,608430E-1	3,437500E+2	3,766797E-1	3,437500E+2	3,334613E-1	3,437500E+2	3,018331E-1
3,453125E+2	3,933565E-1	3,453125E+2	3,914387E-1	3,453125E+2	4,404432E-1	3,453125E+2	4,722049E-1	3,453125E+2	3,705914E-1	3,453125E+2	3,291925E-1	3,453125E+2	3,117618E-1
3,468750E+2	3,584110E-1	3,468750E+2	3,763244E-1	3,468750E+2	4,301017E-1	3,468750E+2	4,462777E-1	3,468750E+2	3,574459E-1	3,468750E+2	3,143078E-1	3,468750E+2	2,994869E-1
3,484375E+2	3,690152E-1	3,484375E+2	3,717461E-1	3,484375E+2	4,299913E-1	3,484375E+2	4,462036E-1	3,484375E+2	3,619476E-1	3,484375E+2	3,158156E-1	3,484375E+2	3,056513E-1
3,500000E+2	3,372704E-1	3,500000E+2	3,642235E-1	3,500000E+2	4,209003E-1	3,500000E+2	4,442367E-1	3,500000E+2	3,518827E-1	3,500000E+2	3,209261E-1	3,500000E+2	2,992919E-1
3,515625E+2	3,406633E-1	3,515625E+2	3,659297E-1	3,515625E+2	4,194822E-1	3,515625E+2	4,532020E-1	3,515625E+2	3,585074E-1	3,515625E+2	3,283822E-1	3,515625E+2	3,062283E-1
3,531250E+2	3,594509E-1	3,531250E+2	3,690478E-1	3,531250E+2	4,216996E-1	3,531250E+2	4,484601E-1	3,531250E+2	3,532656E-1	3,531250E+2	3,281216E-1	3,531250E+2	3,056901E-1
3,546875E+2	3,780980E-1	3,546875E+2	3,659776E-1	3,546875E+2	4,166313E-1	3,546875E+2	4,467094E-1	3,546875E+2	3,569540E-1	3,546875E+2	3,229166E-1	3,546875E+2	3,156138E-1
3,562500E+2	3,422964E-1	3,562500E+2	3,451947E-1	3,562500E+2	4,070665E-1	3,562500E+2	4,409793E-1	3,562500E+2	3,494935E-1	3,562500E+2	3,110781E-1	3,562500E+2	3,057623E-1
3,578125E+2	3,338901E-1	3,578125E+2	3,519037E-1	3,578125E+2	4,088813E-1	3,578125E+2	4,431619E-1	3,578125E+2	3,533737E-1	3,578125E+2	3,306242E-1	3,578125E+2	3,223783E-1
3,593750E+2	3,277101E-1	3,593750E+2	3,442277E-1	3,593750E+2	4,040475E-1	3,593750E+2	4,319667E-1	3,593750E+2	3,529576E-1	3,593750E+2	3,216712E-1	3,593750E+2	3,088213E-1
3,609375E+2	3,415038E-1	3,609375E+2	3,448103E-1	3,609375E+2	4,066143E-1	3,609375E+2	4,406169E-1	3,609375E+2	3,672027E-1	3,609375E+2	3,344245E-1	3,609375E+2	3,222878E-1
3,625000E+2	3,719219E-1	3,625000E+2	3,561170E-1	3,625000E+2	4,136513E-1	3,625000E+2	4,509891E-1	3,625000E+2	3,787348E-1	3,625000E+2	3,542208E-1	3,625000E+2	3,349770E-1
3,640625E+2	3,224037E-1	3,640625E+2	3,496422E-1	3,640625E+2	4,001651E-1	3,640625E+2	4,419591E-1	3,640625E+2	3,671615E-1	3,640625E+2	3,497019E-1	3,640625E+2	3,256095E-1
3,656250E+2	3,249891E-1	3,656250E+2	3,467985E-1	3,656250E+2	3,928832E-1	3,656250E+2	4,327522E-1	3,656250E+2	3,603142E-1	3,656250E+2	3,412397E-1	3,656250E+2	3,202870E-1
3,671875E+2	3,445444E-1	3,671875E+2	3,381278E-1	3,671875E+2	3,922681E-1	3,671875E+2	4,368736E-1	3,671875E+2	3,467913E-1	3,671875E+2	3,408313E-1	3,671875E+2	3,174281E-1
3,687500E+2	3,251441E-1	3,687500E+2	3,182878E-1	3,687500E+2	3,802115E-1	3,687500E+2	4,249594E-1	3,687500E+2	3,420394E-1	3,687500E+2	3,298936E-1	3,687500E+2	3,042288E-1
3,703125E+2	2,985102E-1	3,703125E+2	3,180562E-1	3,703125E+2	3,729967E-1	3,703125E+2	4,221353E-1	3,703125E+2	3,582143E-1	3,703125E+2	3,383215E-1	3,703125E+2	3,100504E-1
3,718750E+2	3,098895E-1	3,718750E+2	3,317007E-1	3,718750E+2	3,753728E-1	3,718750E+2	4,151469E-1	3,718750E+2	3,612847E-1	3,718750E+2	3,426205E-1	3,718750E+2	3,209223E-1
3,734375E+2	3,314728E-1	3,734375E+2	3,183580E-1	3,734375E+2	3,642330E-1	3,734375E+2	4,084320E-1	3,734375E+2	3,445002E-1	3,734375E+2	3,299793E-1	3,734375E+2	3,090311E-1
3,750000E+2	3,280978E-1	3,750000E+2	3,204669E-1	3,750000E+2	3,723746E-1	3,750000E+2	4,143884E-1	3,750000E+2	3,616630E-1	3,750000E+2	3,286627E-1	3,750000E+2	3,112756E-1
3,765625E+2	3,191837E-1	3,765625E+2	3,147240E-1	3,765625E+2	3,696474E-1	3,765625E+2	4,263316E-1	3,765625E+2	3,708918E-1	3,765625E+2	3,407751E-1	3,765625E+2	3,147040E-1
3,781250E+2	3,090603E-1	3,781250E+2	3,049405E-1	3,781250E+2	3,542048E-1	3,781250E+2	4,164160E-1	3,781250E+2	3,567302E-1	3,781250E+2	3,311837E-1	3,781250E+2	3,094967E-1
3,796875E+2	2,754949E-1	3,796875E+2	2,996362E-1	3,796875E+2	3,476744E-1	3,796875E+2	4,053609E-1	3,796875E+2	3,455074E-1	3,796875E+2	3,151314E-1	3,796875E+2	3,155393E-1
3,812500E+2	2,425446E-1	3,812500E+2	2,981840E-1	3,812500E+2	3,451314E-1	3,812500E+2	4,010164E-1	3,812500E+2	3,579872E-1	3,812500E+2	3,294510E-1	3,812500E+2	3,180686E-1
3,828125E+2	2,528032E-1	3,828125E+2	3,023126E-1	3,828125E+2	3,536248E-1	3,828125E+2	4,099666E-1	3,828125E+2	3,636385E-1	3,828125E+2	3,377420E-1	3,828125E+2	3,136003E-1
3,843750E+2	2,822144E-1	3,843750E+2	2,837793E-1	3,843750E+2	3,475088E-1	3,843750E+2	4,012853E-1	3,843750E+2	3,479573E-1	3,843750E+2	3,304446E-1	3,843750E+2	3,019186E-1
3,859375E+2	2,676359E-1	3,859375E+2	2,888724E-1	3,859375E+2	3,372360E-1	3,859375E+2	3,872703E-1	3,859375E+2	3,394914E-1	3,859375E+2	3,254185E-1	3,859375E+2	2,946175E-1
3,875000E+2	2,587713E-1	3,875000E+2	3,030914E-1	3,875000E+2	3,506199E-1	3,875000E+2	4,006441E-1	3,875000E+2	3,553004E-1	3,875000E+2	3,368669E-1	3,875000E+2	3,288691E-1
3,890625E+2	2,670115E-1	3,890625E+2	2,903536E-1	3,890625E+2	3,398309E-1	3,890625E+2	4,018981E-1	3,890625E+2	3,488913E-1	3,890625E+2	3,271950E-1	3,890625E+2	3,132173E-1
3,906250E+2	3,167068E-1	3,906250E+2	2,730448E-1	3,906250E+2	3,341679E-1	3,906250E+2	3,940056E-1	3,906250E+2	3,480884E-1	3,906250E+2	3,325631E-1	3,906250E+2	2,987676E-1
3,921875E+2	2,698383E-1	3,921875E+2	2,633592E-1	3,921875E+2	3,267779E-1	3,921875E+2	3,861851E-1	3,921875E+2	3,506496E-1	3,921875E+2	3,244037E-1	3,921875E+2	2,935499E-1
3,937500E+2	2,481556E-1	3,937500E+2	2,581967E-1	3,937500E+2	3,210654E-1	3,937500E+2	3,838442E-1	3,937500E+2	3,483232E-1	3,937500E+2	3,173414E-1	3,937500E+2	3,081086E-1
3,953125E+2	2,444455E-1	3,953125E+2	2,624028E-1	3,953125E+2	3,199079E-1	3,953125E+2	3,874943E-1	3,953125E+2	3,376175E-1	3,953125E+2	3,215587E-1	3,953125E+2	3,043501E-1
3,968750E+2	2,050320E-1	3,968750E+2	2,667182E-1	3,968750E+2	3,178318E-1	3,968750E+2	3,899931E-1	3,968750E+2	3,368776E-1	3,968750E+2	3,291570E-1	3,968750E+2	3,239395E-1
3,984375E+2	2,426103E-1	3,984375E+2	2,687599E-1	3,984375E+2	3,223674E-1	3,984375E+2	3,896573E-1	3,984375E+2	3,485203E-1	3,984375E+2	3,345196E-1	3,984375E+2	3,278848E-1
4,000000E+2	3,018593E-1	4,000000E+2	2,743942E-1	4,000000E+2	3,146447E-1	4,000000E+2	3,844037E-1	4,000000E+2	3,559774E-1	4,000000E+2	3,391520E-1	4,000000E+2	3,229058E-1
4,015625E+2	2,773494E-1	4,015625E+2	2,588280E-1	4,015625E+2	3,084452E-1	4,015625E+2	3,739326E-1	4,015625E+2	3,390087E-1	4,015625E+2	3,335301E-1	4,015625E+2	2,998982E-1
4,031250E+2	2,399402E-1	4,031250E+2	2,306272E-1	4,031250E+2	2,992999E-1	4,031250E+2	3,676081E-1	4,031250E+2	3,341041E-1	4,031250E+2	3,126373E-1	4,031250E+2	2,906094E-1
4,046875E+2	2,460895E-1	4,046875E+2	2,315247E-1	4,046875E+2	2,871883E-1	4,046875E+2	3,601261E-1	4,046875E+2	3,382766E-1	4,046875E+2	3,055593E-1	4,046875E+2	3,053149E-1
4,062500E+2	2,586205E-1	4,062500E+2	2,481434E-1	4,062500E+2	2,987439E-1	4,062500E+2	3,756769E-1	4,062500E+2	3,483335E-1	4,062500E+2	3,241720E-1	4,062500E+2	3,127341E-1
4,078125E+2	2,020916E-1	4,078125E+2	2,494219E-1	4,078125E+2	2,822325E-1	4,078125E+2	3,609460E-1	4,078125E+2	3,313903E-1	4,078125E+2	3,097961E-1	4,078125E+2	3,138955E-1
4,093750E+2	2,153832E-1	4,093750E+2	2,552345E-1	4,093750E+2	2,930129E-1	4,093750E+2	3,662534E-1	4,093750E+2	3,429752E-1	4,093750E+2	3,170038E-1	4,093750E+2	3,216515E-1
4,109375E+2	2,206213E-1	4,109375E+2	2,545033E-1	4,109375E+2	3,062639E-1	4,109375E+2	3,686600E-1	4,109375E+2	3,472843E-1	4,109375E+2	3,244194E-1	4,109375E+2	3,210543E-1
4,125000E+2	2,598432E-1	4,125000E+2	2,529548E-1	4,125000E+2	3,105364E-1	4,125000E+2	3,769484E-1	4,125000E+2	3,581492E-1	4,125000E+2	3,464549E-1	4,125000E+2	3,294723E-1
4,140625E+2	2,714926E-1	4,140625E+2	2,441947E-1	4,140625E+2	3,104551E-1	4,140625E+2	3,796924E-1	4,140625E+2	3,602819E-1	4,140625E+2	3,421376E-1	4,140625E+2	3,372244E-1
4,156250E+2	2,328448E-1	4,156250E+2	2,466775E-1	4,156250E+2	3,092848E-1	4,156250E+2	3,783878E-1	4,156250E+2	3,627196E-1	4,156250E+2	3,389743E-1	4,156250E+2	3,381578E-1
4,171875E+2	2,431677E-1	4,171875E+2	2,413451E-1	4,171875E+2	2,918038E-1	4,171875E+2	3,609544E-1	4,171875E+2	3,397486E-1	4,171875E+2	3,252001E-1	4,171875E+2	3,100996E-1
4,187500E+2	2,479995E-1	4,187500E+2	2,432599E-1	4,187500E+2	2,903136E-1	4,187500E+2	3,646933E-1	4,187500E+2	3,354937E-1	4,187500E+2	3,364954E-1	4,187500E+2	3,202166E-1
4,203125E+2	2,444041E-1	4,203125E+2	2,512016E-1	4,203125E+2	2,922417E-1	4,203125E+2	3,735367E-1	4,203125E+2	3,526281E-1	4,203125E+2	3,330885E-1	4,203125E+2	3,330626E-1
4,218750E+2	2,306456E-1	4,218750E+2	2,560852E-1	4,218750E+2	3,008397E-1	4,218750E+2	3,829234E-1	4,218750E+2	3,666208E-1	4,218750E+2	3,378071E-1	4,218750E+2	3,304380E-1
4,234375E+2	2,023799E-1	4,234375E+2	2,435202E-1	4,234375E+2	2,933282E-1	4,234375E+2	3,715501E-1	4,234375E+2	3,551129E-1	4,234375E+2	3,385542E-1	4,234375E+2	3,245572E-1
4,250000E+2	2,145388E-1	4,250000E+2	2,488566E-1	4,250000E+2	2,930833E-1	4,250000E+2	3,693041E-1	4,250000E+2	3,657197E-1	4,250000E+2	3,477241E-1	4,250000E+2	3,455195E-1
4,265625E+2	2,357638E-1	4,265625E+2	2,225080E-1	4,265625E+2	2,779695E-1	4,265625E+2	3,581280E-1	4,265625E+2	3,594062E-1	4,265625E+2	3,292560E-1	4,265625E+2	3,314630E-1
4,281250E+2	2,245012E-1	4,281250E+2	2,406225E-1	4,281250E+2	2,908744E-1	4,281250E+2	3,806351E-1	4,281250E+2	3,737047E-1	4,281250E+2	3,336875E-1	4,281250E+2	3,449766E-1
4,296875E+2	1,967240E-1	4,296875E+2	2,373588E-1	4,296875E+2	2,786196E-1	4,296875E+2	3,681906E-1	4,296875E+2	3,594344E-1	4,296875E+2	3,339821E-1	4,296875E+2	3,345343E-1
4,312500E+2	2,175410E-1	4,312500E+2	2,317706E-1	4,312500E+2	2,769511E-1	4,312500E+2	3,667038E-1	4,312500E+2	3,524822E-1	4,312500E+2	3,403219E-1	4,312500E+2	3,354552E-1
4,328125E+2	2,355906E-1	4,328125E+2	2,389205E-1	4,328125E+2	2,758735E-1	4,328125E+2	3,719392E-1	4,328125E+2	3,580217E-1	4,328125E+2	3,492748E-1	4,328125E+2	3,425395E-1
4,343750E+2	2,351942E-1	4,343750E+2	2,498837E-1	4,343750E+2	2,913205E-1	4,343750E+2	3,795135E-1	4,343750E+2	3,698084E-1	4,343750E+2	3,517385E-1	4,343750E+2	3,451700E-1
4,359375E+2	1,705547E-1	4,359375E+2	2,094189E-1	4,359375E+2	2,518607E-1	4,359375E+2	3,414809E-1	4,359375E+2	3,404249E-1	4,359375E+2	3,267227E-1	4,359375E+2	3,057316E-1
4,375000E+2	2,098860E-1	4,375000E+2	2,180694E-1	4,375000E+2	2,497952E-1	4,375000E+2	3,356758E-1	4,375000E+2	3,400464E-1	4,375000E+2	3,270802E-1	4,375000E+2	3,090083E-1
4,390625E+2	2,190662E-1	4,390625E+2	2,266069E-1	4,390625E+2	2,658284E-1	4,390625E+2	3,487649E-1	4,390625E+2	3,545204E-1	4,390625E+2	3,351267E-1	4,390625E+2	3,309448E-1
4,406250E+2	2,521027E-1	4,406250E+2	2,483348E-1	4,406250E+2	2,911876E-1	4,406250E+2	3,712588E-1	4,406250E+2	3,818376E-1	4,406250E+2	3,567976E-1	4,406250E+2	3,525000E-1
4,421875E+2	2,637468E-1	4,421875E+2	2,593320E-1	4,421875E+2	3,019408E-1	4,421875E+2	3,799188E-1	4,421875E+2	3,889555E-1	4,421875E+2	3,721968E-1	4,421875E+2	3,641991E-1
4,437500E+2	2,269281E-1	4,437500E+2	2,501546E-1	4,437500E+2	2,886648E-1	4,437500E+2	3,641271E-1	4,437500E+2	3,673867E-1	4,437500E+2	3,650993E-1	4,437500E+2	3,507934E-1
4,453125E+2	2,170613E-1	4,453125E+2	2,372673E-1	4,453125E+2	2,699892E-1	4,453125E+2	3,475193E-1	4,453125E+2	3,503094E-1	4,453125E+2	3,458410E-1	4,453125E+2	3,281191E-1
4,468750E+2	1,935768E-1	4,468750E+2	2,211626E-1	4,468750E+2	2,615145E-1	4,468750E+2	3,390885E-1	4,468750E+2	3,463230E-1	4,468750E+2	3,395502E-1	4,468750E+2	3,272878E-1
4,484375E+2	2,432530E-1	4,484375E+2	2,436469E-1	4,484375E+2	2,836610E-1	4,484375E+2	3,629752E-1	4,484375E+2	3,760307E-1	4,484375E+2	3,666838E-1	4,484375E+2	3,587361E-1
4,500000E+2	2,369830E-1	4,500000E+2	2,420523E-1	4,500000E+2	2,834177E-1	4,500000E+2	3,670523E-1	4,500000E+2	3,786293E-1	4,500000E+2	3,748320E-1	4,500000E+2	3,580633E-1
4,515625E+2	2,325678E-1	4,515625E+2	2,215680E-1	4,515625E+2	2,629608E-1	4,515625E+2	3,488106E-1	4,515625E+2	3,573842E-1	4,515625E+2	3,532581E-1	4,515625E+2	3,441301E-1
4,531250E+2	2,385680E-1	4,531250E+2	2,303889E-1	4,531250E+2	2,639430E-1	4,531250E+2	3,545309E-1	4,531250E+2	3,625378E-1	4,531250E+2	3,514917E-1	4,531250E+2	3,492922E-1
4,546875E+2	2,546394E-1	4,546875E+2	2,356886E-1	4,546875E+2	2,757792E-1	4,546875E+2	3,638156E-1	4,546875E+2	3,734831E-1	4,546875E+2	3,605031E-1	4,546875E+2	3,566110E-1
4,562500E+2	2,147717E-1	4,562500E+2	2,293688E-1	4,562500E+2	2,657352E-1	4,562500E+2	3,492019E-1	4,562500E+2	3,611219E-1	4,562500E+2	3,546615E-1	4,562500E+2	3,486237E-1
4,578125E+2	2,011758E-1	4,578125E+2	2,402506E-1	4,578125E+2	2,735713E-1	4,578125E+2	3,538066E-1	4,578125E+2	3,678613E-1	4,578125E+2	3,642713E-1	4,578125E+2	3,595544E-1
4,593750E+2	2,146648E-1	4,593750E+2	2,189084E-1	4,593750E+2	2,525933E-1	4,593750E+2	3,426221E-1	4,593750E+2	3,629141E-1	4,593750E+2	3,538097E-1	4,593750E+2	3,406727E-1
4,609375E+2	2,588393E-1	4,609375E+2	2,435285E-1	4,609375E+2	2,823566E-1	4,609375E+2	3,690088E-1	4,609375E+2	3,829434E-1	4,609375E+2	3,805955E-1	4,609375E+2	3,661655E-1
4,625000E+2	2,598352E-1	4,625000E+2	2,562670E-1	4,625000E+2	2,908598E-1	4,625000E+2	3,739034E-1	4,625000E+2	3,853972E-1	4,625000E+2	3,880946E-1	4,625000E+2	3,747815E-1
4,640625E+2	2,607776E-1	4,640625E+2	2,464437E-1	4,640625E+2	2,889577E-1	4,640625E+2	3,712979E-1	4,640625E+2	3,808397E-1	4,640625E+2	3,779037E-1	4,640625E+2	3,690999E-1
4,656250E+2	2,517464E-1	4,656250E+2	2,430575E-1	4,656250E+2	2,769357E-1	4,656250E+2	3,667691E-1	4,656250E+2	3,814283E-1	4,656250E+2	3,700328E-1	4,656250E+2	3,623584E-1
4,671875E+2	2,207233E-1	4,671875E+2	2,287477E-1	4,671875E+2	2,587252E-1	4,671875E+2	3,444460E-1	4,671875E+2	3,609369E-1	4,671875E+2	3,607840E-1	4,671875E+2	3,542826E-1
4,687500E+2	2,011349E-1	4,687500E+2	2,311435E-1	4,687500E+2	2,587788E-1	4,687500E+2	3,484146E-1	4,687500E+2	3,648525E-1	4,687500E+2	3,630484E-1	4,687500E+2	3,592719E-1
4,703125E+2	2,158952E-1	4,703125E+2	2,287198E-1	4,703125E+2	2,651854E-1	4,703125E+2	3,501929E-1	4,703125E+2	3,706310E-1	4,703125E+2	3,633345E-1	4,703125E+2	3,577835E-1
4,718750E+2	2,343147E-1	4,718750E+2	2,198813E-1	4,718750E+2	2,676394E-1	4,718750E+2	3,501604E-1	4,718750E+2	3,771930E-1	4,718750E+2	3,713014E-1	4,718750E+2	3,599470E-1
4,734375E+2	2,254124E-1	4,734375E+2	2,153611E-1	4,734375E+2	2,648724E-1	4,734375E+2	3,493816E-1	4,734375E+2	3,738629E-1	4,734375E+2	3,611846E-1	4,734375E+2	3,584021E-1
4,750000E+2	2,538399E-1	4,750000E+2	2,534053E-1	4,750000E+2	2,916797E-1	4,750000E+2	3,739174E-1	4,750000E+2	3,976049E-1	4,750000E+2	3,917040E-1	4,750000E+2	3,825899E-1
4,765625E+2	2,318215E-1	4,765625E+2	2,540029E-1	4,765625E+2	2,858772E-1	4,765625E+2	3,754710E-1	4,765625E+2	3,946277E-1	4,765625E+2	3,982899E-1	4,765625E+2	3,805839E-1
4,781250E+2	2,284801E-1	4,781250E+2	2,640624E-1	4,781250E+2	2,984064E-1	4,781250E+2	3,822824E-1	4,781250E+2	4,077610E-1	4,781250E+2	4,061097E-1	4,781250E+2	3,981015E-1
4,796875E+2	2,524674E-1	4,796875E+2	2,592333E-1	4,796875E+2	2,961279E-1	4,796875E+2	3,764509E-1	4,796875E+2	4,070315E-1	4,796875E+2	4,059947E-1	4,796875E+2	4,070353E-1
4,812500E+2	2,424120E-1	4,812500E+2	2,448302E-1	4,812500E+2	2,885781E-1	4,812500E+2	3,674886E-1	4,812500E+2	3,959399E-1	4,812500E+2	3,977319E-1	4,812500E+2	3,914040E-1
4,828125E+2	2,404133E-1	4,828125E+2	2,123296E-1	4,828125E+2	2,642332E-1	4,828125E+2	3,449954E-1	4,828125E+2	3,748678E-1	4,828125E+2	3,717230E-1	4,828125E+2	3,732949E-1
4,843750E+2	2,230465E-1	4,843750E+2	2,275368E-1	4,843750E+2	2,680892E-1	4,843750E+2	3,525663E-1	4,843750E+2	3,892414E-1	4,843750E+2	3,796441E-1	4,843750E+2	3,761229E-1
4,859375E+2	1,953311E-1	4,859375E+2	2,367282E-1	4,859375E+2	2,714559E-1	4,859375E+2	3,504797E-1	4,859375E+2	3,886148E-1	4,859375E+2	3,878985E-1	4,859375E+2	3,790635E-1
4,875000E+2	2,048822E-1	4,875000E+2	2,306005E-1	4,875000E+2	2,550625E-1	4,875000E+2	3,469189E-1	4,875000E+2	3,744492E-1	4,875000E+2	3,750192E-1	4,875000E+2	3,666354E-1
