Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	
5,281250E+2	5,035218E-1
5,296875E+2	5,024044E-1
5,312500E+2	5,012683E-1
5,328125E+2	5,000394E-1
5,343750E+2	4,988010E-1
5,359375E+2	4,893782E-1
5,375000E+2	4,777646E-1
5,390625E+2	4,783287E-1
5,406250E+2	4,786521E-1
5,421875E+2	4,735925E-1
5,437500E+2	4,676547E-1
5,453125E+2	4,544297E-1
5,468750E+2	4,413347E-1
5,484375E+2	4,384741E-1
5,500000E+2	4,356045E-1
5,515625E+2	4,351957E-1
5,531250E+2	4,346673E-1
5,546875E+2	4,387944E-1
5,562500E+2	4,424617E-1
5,578125E+2	4,460973E-1
5,593750E+2	4,491743E-1
5,609375E+2	4,365234E-1
5,625000E+2	4,236227E-1
5,640625E+2	4,324755E-1
5,656250E+2	4,404123E-1
5,671875E+2	4,436831E-1
5,687500E+2	4,467022E-1
5,703125E+2	4,484310E-1
5,718750E+2	4,500129E-1
5,734375E+2	4,513166E-1
5,750000E+2	4,524821E-1
5,765625E+2	4,524225E-1
5,781250E+2	4,522747E-1
5,796875E+2	4,510015E-1
5,812500E+2	4,496912E-1
5,828125E+2	4,470576E-1
5,843750E+2	4,444331E-1
5,859375E+2	4,413713E-1
5,875000E+2	4,383328E-1
5,890625E+2	4,349977E-1
5,906250E+2	4,316954E-1
5,921875E+2	4,285641E-1
5,937500E+2	4,254669E-1
5,953125E+2	4,308677E-1
5,968750E+2	3,978056E-1
5,984375E+2	3,996842E-1
6,000000E+2	4,014359E-1
6,015625E+2	4,029032E-1
6,031250E+2	4,042492E-1
6,046875E+2	4,057307E-1
6,062500E+2	4,070722E-1
6,078125E+2	4,084713E-1
6,093750E+2	4,097082E-1
6,109375E+2	4,101275E-1
6,125000E+2	4,103904E-1
6,140625E+2	4,121097E-1
6,156250E+2	4,135793E-1
6,171875E+2	4,142062E-1
6,187500E+2	4,145772E-1
6,203125E+2	4,157958E-1
6,218750E+2	4,166587E-1
6,234375E+2	4,165875E-1
6,250000E+2	4,161317E-1
6,265625E+2	4,181971E-1
6,281250E+2	4,196454E-1
6,296875E+2	4,198364E-1
6,312500E+2	4,193786E-1
6,328125E+2	4,204313E-1
6,343750E+2	4,206223E-1
6,359375E+2	4,213881E-1
6,375000E+2	4,211197E-1
6,390625E+2	4,215437E-1
6,406250E+2	4,207248E-1
6,421875E+2	4,207423E-1
6,437500E+2	4,192725E-1
6,453125E+2	4,190170E-1
6,468750E+2	4,169574E-1
6,484375E+2	4,165974E-1
6,500000E+2	4,140267E-1
6,515625E+2	6,891505E-1
6,531250E+2	3,775503E-1
6,546875E+2	3,796210E-1
6,562500E+2	3,816226E-1
6,578125E+2	3,839438E-1
6,593750E+2	3,862287E-1
6,609375E+2	3,735202E-1
6,625000E+2	3,592075E-1
6,640625E+2	3,398473E-1
6,656250E+2	3,175651E-1
6,671875E+2	3,122632E-1
6,687500E+2	3,060293E-1
6,703125E+2	3,030212E-1
6,718750E+2	2,993628E-1
6,734375E+2	3,403525E-1
6,750000E+2	3,893658E-1
6,765625E+2	3,795783E-1
6,781250E+2	3,692275E-1
6,796875E+2	3,602698E-1
6,812500E+2	3,507932E-1
6,828125E+2	3,444744E-1
6,843750E+2	3,377458E-1
6,859375E+2	3,330414E-1
6,875000E+2	3,279984E-1
6,890625E+2	3,240910E-1
6,906250E+2	3,198750E-1
6,921875E+2	3,177856E-1
6,937500E+2	3,154904E-1
6,953125E+2	3,140955E-1
6,968750E+2	3,125325E-1
6,984375E+2	3,120308E-1
7,000000E+2	3,114108E-1
7,015625E+2	3,102373E-1
7,031250E+2	3,088870E-1
7,046875E+2	3,052845E-1
7,062500E+2	3,008054E-1
7,078125E+2	3,049722E-1
7,093750E+2	3,090277E-1
7,109375E+2	3,109730E-1
7,125000E+2	3,128999E-1
7,140625E+2	3,135935E-1
7,156250E+2	3,142465E-1
7,171875E+2	3,146556E-1
7,187500E+2	3,150206E-1
7,203125E+2	3,157791E-1
7,218750E+2	3,165062E-1
7,234375E+2	3,172520E-1
7,250000E+2	3,179659E-1
7,265625E+2	3,196653E-1
7,281250E+2	3,213596E-1
7,296875E+2	3,229565E-1
7,312500E+2	3,245458E-1
7,328125E+2	3,266609E-1
7,343750E+2	3,287797E-1
7,359375E+2	3,312904E-1
7,375000E+2	3,338110E-1
7,390625E+2	3,369783E-1
7,406250E+2	3,401636E-1
7,421875E+2	3,355596E-1
7,437500E+2	3,145942E-1
7,453125E+2	3,063763E-1
7,468750E+2	2,970778E-1
7,484375E+2	2,957376E-1
7,500000E+2	2,940585E-1
7,515625E+2	2,923363E-1
7,531250E+2	2,904820E-1
7,546875E+2	2,897045E-1
7,562500E+2	2,888088E-1
7,578125E+2	2,894943E-1
7,593750E+2	2,901242E-1
7,609375E+2	2,899975E-1
7,625000E+2	2,878547E-1
7,640625E+2	2,919176E-1
7,656250E+2	2,959861E-1
7,671875E+2	2,972753E-1
7,687500E+2	2,985442E-1
7,703125E+2	2,995927E-1
7,718750E+2	3,006206E-1
7,734375E+2	3,008916E-1
7,750000E+2	3,011260E-1
7,765625E+2	3,003149E-1
7,781250E+2	2,994448E-1
7,796875E+2	2,977908E-1
7,812500E+2	2,960915E-1
7,828125E+2	2,946654E-1
7,843750E+2	2,932096E-1
7,859375E+2	2,923682E-1
7,875000E+2	2,915061E-1
7,890625E+2	2,931362E-1
7,906250E+2	2,940636E-1
7,921875E+2	2,933720E-1
7,937500E+2	2,926414E-1
7,953125E+2	2,909675E-1
7,968750E+2	2,892666E-1
7,984375E+2	2,876681E-1
8,000000E+2	2,860606E-1
8,015625E+2	2,794395E-1
8,031250E+2	2,631907E-1
8,046875E+2	2,691929E-1
8,062500E+2	2,751638E-1
8,078125E+2	2,750853E-1
8,093750E+2	2,750030E-1
8,109375E+2	2,745229E-1
8,125000E+2	2,740390E-1
8,140625E+2	2,736800E-1
8,156250E+2	2,733141E-1
8,171875E+2	2,747358E-1
8,187500E+2	2,761422E-1
8,203125E+2	2,768256E-1
8,218750E+2	2,774847E-1
8,234375E+2	2,778339E-1
8,250000E+2	2,781433E-1
8,265625E+2	2,790480E-1
8,281250E+2	2,798954E-1
8,296875E+2	2,810223E-1
8,312500E+2	2,820812E-1
8,328125E+2	2,824258E-1
8,343750E+2	2,827061E-1
8,359375E+2	2,838671E-1
8,375000E+2	2,849578E-1
8,390625E+2	2,844068E-1
8,406250E+2	2,837968E-1
8,421875E+2	2,840387E-1
8,437500E+2	2,842241E-1
8,453125E+2	2,852203E-1
8,468750E+2	2,861574E-1
8,484375E+2	2,835965E-1
8,500000E+2	2,809909E-1
8,515625E+2	2,803020E-1
8,531250E+2	2,795654E-1
8,546875E+2	2,798940E-1
8,562500E+2	2,801701E-1
8,578125E+2	2,809625E-1
8,593750E+2	2,816993E-1
8,609375E+2	2,818255E-1
8,625000E+2	2,818966E-1
8,640625E+2	2,823987E-1
8,656250E+2	2,828301E-1
8,671875E+2	2,882236E-1
8,687500E+2	2,929998E-1
8,703125E+2	2,934215E-1
8,718750E+2	2,938322E-1
8,734375E+2	2,942223E-1
8,750000E+2	2,945988E-1
8,765625E+2	2,950778E-1
8,781250E+2	2,955400E-1
8,796875E+2	2,958998E-1
8,812500E+2	2,962408E-1
8,828125E+2	2,965817E-1
8,843750E+2	2,969022E-1
8,859375E+2	2,973159E-1
8,875000E+2	2,977068E-1
8,890625E+2	2,980549E-1
8,906250E+2	2,983781E-1
8,921875E+2	2,987739E-1
8,937500E+2	2,991421E-1
8,953125E+2	2,994443E-1
8,968750E+2	2,997146E-1
8,984375E+2	3,000608E-1
9,000000E+2	3,003696E-1
9,015625E+2	3,006732E-1
9,031250E+2	3,009388E-1
9,046875E+2	3,012226E-1
9,062500E+2	3,014801E-1
9,078125E+2	3,018779E-1
9,093750E+2	3,022574E-1
9,109375E+2	3,025313E-1
9,125000E+2	3,027896E-1
9,140625E+2	3,027951E-1
9,156250E+2	3,027859E-1
9,171875E+2	3,141156E-1
9,187500E+2	3,170653E-1
9,203125E+2	3,174891E-1
9,218750E+2	3,178893E-1
9,234375E+2	3,185180E-1
9,250000E+2	3,191243E-1
9,265625E+2	3,198059E-1
9,281250E+2	3,204662E-1
9,296875E+2	3,211127E-1
9,312500E+2	3,217393E-1
9,328125E+2	3,223454E-1
9,343750E+2	3,229329E-1
9,359375E+2	3,235702E-1
9,375000E+2	3,241897E-1
9,390625E+2	3,245443E-1
9,406250E+2	3,248840E-1
9,421875E+2	3,253934E-1
9,437500E+2	3,258885E-1
9,453125E+2	3,263144E-1
9,468750E+2	3,267277E-1
9,484375E+2	3,270692E-1
9,500000E+2	3,273995E-1
9,515625E+2	3,279319E-1
9,531250E+2	3,284526E-1
9,546875E+2	3,288049E-1
9,562500E+2	3,291477E-1
9,578125E+2	3,293831E-1
9,593750E+2	3,296107E-1
9,609375E+2	3,298555E-1
9,625000E+2	3,300936E-1
9,640625E+2	3,454310E-1
9,656250E+2	3,477554E-1
9,671875E+2	3,487733E-1
9,687500E+2	3,497711E-1
9,703125E+2	3,508469E-1
9,718750E+2	3,518951E-1
9,734375E+2	3,529947E-1
9,750000E+2	3,540590E-1
9,765625E+2	3,551084E-1
9,781250E+2	3,561163E-1
9,796875E+2	3,577905E-1
9,812500E+2	3,594084E-1
9,828125E+2	3,600520E-1
9,843750E+2	3,606519E-1
9,859375E+2	3,616874E-1
9,875000E+2	3,626700E-1
9,890625E+2	3,641181E-1
9,906250E+2	3,655027E-1
9,921875E+2	3,662802E-1
9,937500E+2	3,670045E-1
9,953125E+2	3,682682E-1
9,968750E+2	3,694608E-1
9,984375E+2	3,715282E-1
1,000000E+3	3,734894E-1
1,001562E+3	3,750568E-1
1,003125E+3	3,765112E-1
1,004687E+3	3,784589E-1
1,006250E+3	3,802476E-1
1,007812E+3	4,002799E-1
1,009375E+3	3,983417E-1
1,010937E+3	4,009477E-1
1,012500E+3	4,032071E-1
1,014062E+3	4,054148E-1
1,015625E+3	4,073462E-1
1,017187E+3	4,438501E-1
1,018750E+3	4,387961E-1
1,020312E+3	4,413329E-1
1,021875E+3	4,432842E-1
1,023437E+3	4,459947E-1
1,025000E+3	4,482507E-1
1,026562E+3	4,504208E-1
1,028125E+3	4,523044E-1
1,029687E+3	4,546709E-1
1,031250E+3	4,568281E-1
1,032812E+3	4,588323E-1
1,034375E+3	4,607043E-1
1,035937E+3	4,627933E-1
1,037500E+3	4,647798E-1
1,039062E+3	4,669317E-1
1,040625E+3	4,689949E-1
1,042187E+3	4,708081E-1
1,043750E+3	4,725368E-1
1,045312E+3	4,746503E-1
1,046875E+3	4,766641E-1
1,048437E+3	4,790648E-1
1,050000E+3	4,813427E-1
1,051562E+3	4,836620E-1
1,053125E+3	4,858203E-1
1,054687E+3	4,884514E-1
1,056250E+3	4,908654E-1
1,057812E+3	4,938478E-1
1,059375E+3	4,965360E-1
1,060937E+3	4,999140E-1
1,062500E+3	5,028949E-1
1,064062E+3	5,062461E-1
1,065625E+3	5,090424E-1
1,067187E+3	5,131396E-1
1,068750E+3	5,165331E-1
1,070312E+3	5,202876E-1
1,071875E+3	5,231076E-1
1,073437E+3	5,283181E-1
1,075000E+3	5,324706E-1
1,076562E+3	5,380688E-1
1,078125E+3	5,423849E-1
1,079687E+3	5,482444E-1
1,081250E+3	5,525347E-1
1,082812E+3	5,853464E-1
1,084375E+3	5,624451E-1
1,085937E+3	5,661954E-1
1,087500E+3	5,694046E-1
1,089062E+3	5,724783E-1
1,090625E+3	5,751922E-1
1,092187E+3	6,075908E-1
1,093750E+3	6,225885E-1
1,095312E+3	6,251059E-1
1,096875E+3	6,276067E-1
1,098437E+3	6,296129E-1
1,100000E+3	6,316195E-1
1,101562E+3	6,706752E-1
1,103125E+3	6,986991E-1
1,104687E+3	7,021184E-1
1,106250E+3	7,053726E-1
1,107812E+3	7,387943E-1
1,109375E+3	7,715274E-1
1,110937E+3	7,736280E-1
1,112500E+3	7,754708E-1
1,114062E+3	7,768067E-1
1,115625E+3	7,779708E-1
1,117187E+3	7,783584E-1
1,118750E+3	7,786583E-1
1,120312E+3	7,785732E-1
1,121875E+3	7,784542E-1
1,123437E+3	7,782024E-1
1,125000E+3	7,779368E-1
1,126562E+3	7,779276E-1
1,128125E+3	7,779109E-1
1,129687E+3	7,780583E-1
1,131250E+3	7,782000E-1
1,132812E+3	7,784575E-1
1,134375E+3	7,787089E-1
1,135937E+3	7,790643E-1
1,137500E+3	7,794114E-1
1,139062E+3	7,800846E-1
1,140625E+3	7,807496E-1
1,142187E+3	7,815184E-1
1,143750E+3	7,822748E-1
1,145312E+3	7,833647E-1
1,146875E+3	7,844417E-1
1,148437E+3	7,858611E-1
1,150000E+3	7,872676E-1
1,151562E+3	7,888138E-1
1,153125E+3	7,903405E-1
1,154687E+3	7,924228E-1
1,156250E+3	7,944904E-1
1,157812E+3	7,966595E-1
1,159375E+3	7,988066E-1
1,160937E+3	8,012284E-1
1,162500E+3	8,036259E-1
1,164062E+3	8,065082E-1
1,165625E+3	8,093697E-1
1,167187E+3	8,123411E-1
1,168750E+3	8,152851E-1
1,170312E+3	8,184302E-1
1,171875E+3	8,215432E-1
1,173437E+3	8,251583E-1
1,175000E+3	8,287412E-1
1,176562E+3	8,325506E-1
1,178125E+3	8,363215E-1
1,179687E+3	8,401448E-1
1,181250E+3	8,439198E-1
1,182812E+3	8,482912E-1
1,184375E+3	8,526070E-1
1,185937E+3	8,571986E-1
1,187500E+3	8,617231E-1
1,189062E+3	8,661511E-1
1,190625E+3	8,704984E-1
1,192187E+3	8,755104E-1
1,193750E+3	8,804257E-1
1,195312E+3	8,851852E-1
1,196875E+3	8,898369E-1
1,198437E+3	8,946490E-1
1,200000E+3	8,993417E-1
1,201562E+3	9,040514E-1
1,203125E+3	9,086348E-1
1,204687E+3	9,128681E-1
1,206250E+3	9,169828E-1
1,207812E+3	9,205335E-1
1,209375E+3	9,239850E-1
1,210937E+3	9,273428E-1
1,212500E+3	9,306039E-1
1,214062E+3	9,522964E-1
1,215625E+3	9,687137E-1
1,217187E+3	9,685946E-1
1,218750E+3	9,684718E-1
1,220312E+3	9,685297E-1
1,221875E+3	9,685807E-1
1,223437E+3	9,687065E-1
1,225000E+3	9,688256E-1
1,226562E+3	9,690149E-1
1,228125E+3	9,691967E-1
1,229687E+3	9,694357E-1
1,231250E+3	9,696656E-1
1,232812E+3	9,853455E-1
1,234375E+3	9,949235E-1
1,235937E+3	9,950293E-1
1,237500E+3	9,951310E-1
1,239062E+3	9,952535E-1
1,240625E+3	9,953717E-1
1,242187E+3	9,954701E-1
1,243750E+3	9,955652E-1
1,245312E+3	9,956149E-1
1,246875E+3	9,956625E-1
1,248437E+3	9,956796E-1
1,250000E+3	9,956950E-1
1,251562E+3	9,957064E-1
1,253125E+3	9,957163E-1
1,254687E+3	9,957343E-1
1,256250E+3	9,957507E-1
1,257812E+3	9,957786E-1
1,259375E+3	9,958047E-1
1,260937E+3	9,958295E-1
1,262500E+3	9,958526E-1
1,264062E+3	9,958709E-1
1,265625E+3	9,958877E-1
1,267187E+3	9,959166E-1
1,268750E+3	9,959438E-1
1,270312E+3	9,959678E-1
1,271875E+3	9,959901E-1
1,273437E+3	9,960803E-1
1,275000E+3	9,961670E-1
1,276562E+3	9,983688E-1
1,278125E+3	9,995044E-1
1,279687E+3	9,995337E-1
1,281250E+3	9,995523E-1
1,282812E+3	9,995594E-1
1,284375E+3	9,995613E-1
1,285937E+3	9,995622E-1
1,287500E+3	9,995590E-1
1,289062E+3	9,995446E-1
1,290625E+3	9,995141E-1
1,292187E+3	9,988463E-1
1,293750E+3	9,976279E-1
1,295312E+3	9,976469E-1
1,296875E+3	9,976640E-1
1,298437E+3	9,977232E-1
1,300000E+3	9,977797E-1
1,301562E+3	9,978342E-1
1,303125E+3	9,978862E-1
1,304687E+3	9,979283E-1
1,306250E+3	9,979682E-1
1,307812E+3	9,980010E-1
1,309375E+3	9,980319E-1
1,310937E+3	9,980549E-1
1,312500E+3	9,980763E-1
1,314062E+3	9,980917E-1
1,315625E+3	9,981057E-1
1,317187E+3	9,981211E-1
1,318750E+3	9,981343E-1
1,320312E+3	9,981483E-1
1,321875E+3	9,981598E-1
1,323437E+3	9,981720E-1
1,325000E+3	9,981814E-1
1,326562E+3	9,966036E-1
1,328125E+3	9,945161E-1
1,329687E+3	9,945358E-1
1,331250E+3	9,945533E-1
1,332812E+3	9,945938E-1
1,334375E+3	9,946312E-1
1,335937E+3	9,946680E-1
1,337500E+3	9,947017E-1
1,339062E+3	9,947334E-1
1,340625E+3	9,947617E-1
1,342187E+3	9,947848E-1
1,343750E+3	9,948046E-1
1,345312E+3	9,948287E-1
1,346875E+3	9,948496E-1
1,348437E+3	9,948779E-1
1,350000E+3	9,949028E-1
1,351562E+3	9,949272E-1
1,353125E+3	9,949484E-1
1,354687E+3	9,949744E-1
1,356250E+3	9,949984E-1
1,357812E+3	9,950355E-1
1,359375E+3	9,950710E-1
1,360937E+3	9,949912E-1
1,362500E+3	9,949106E-1
1,364062E+3	9,947405E-1
1,365625E+3	9,945683E-1
1,367187E+3	9,944823E-1
1,368750E+3	9,943936E-1
1,370312E+3	9,944095E-1
1,371875E+3	9,944283E-1
1,373437E+3	9,945104E-1
1,375000E+3	9,945935E-1
1,376562E+3	9,949175E-1
1,378125E+3	9,952320E-1
1,379687E+3	9,952878E-1
1,381250E+3	9,953416E-1
1,382812E+3	9,954419E-1
1,384375E+3	9,955422E-1
1,385937E+3	9,956707E-1
1,387500E+3	9,957995E-1
1,389062E+3	9,959444E-1
1,390625E+3	9,960887E-1
1,392187E+3	9,963089E-1
1,393750E+3	9,965238E-1
1,395312E+3	9,963562E-1
1,396875E+3	9,955711E-1
1,398437E+3	9,957425E-1
1,400000E+3	9,959108E-1
1,401562E+3	9,960703E-1
1,403125E+3	9,962270E-1
1,404687E+3	9,963717E-1
1,406250E+3	9,965144E-1
1,407812E+3	9,966465E-1
1,409375E+3	9,967772E-1
1,410937E+3	9,969027E-1
1,412500E+3	9,970270E-1
1,414062E+3	9,971479E-1
1,415625E+3	9,972677E-1
1,417187E+3	9,973834E-1
1,418750E+3	9,974979E-1
1,420312E+3	9,976072E-1
1,421875E+3	9,977152E-1
1,423437E+3	9,978021E-1
1,425000E+3	9,978885E-1
1,426562E+3	9,979178E-1
1,428125E+3	9,979482E-1
1,429687E+3	9,979243E-1
1,431250E+3	9,979015E-1
1,432812E+3	9,978525E-1
1,434375E+3	9,978035E-1
1,435937E+3	9,977482E-1
1,437500E+3	9,976921E-1
1,439062E+3	9,976735E-1
1,440625E+3	9,976550E-1
1,442187E+3	9,976788E-1
1,443750E+3	9,977031E-1
1,445312E+3	9,977385E-1
1,446875E+3	9,977742E-1
1,448437E+3	9,978128E-1
1,450000E+3	9,978517E-1
1,451562E+3	9,979024E-1
1,453125E+3	9,979530E-1
1,454687E+3	9,980041E-1
1,456250E+3	9,980548E-1
1,457812E+3	9,981128E-1
1,459375E+3	9,981701E-1
1,460937E+3	9,982360E-1
1,462500E+3	9,983005E-1
1,464062E+3	9,983820E-1
1,465625E+3	9,984608E-1
1,467187E+3	9,985559E-1
1,468750E+3	9,986465E-1
1,470312E+3	9,987670E-1
1,471875E+3	9,988802E-1
1,473437E+3	9,989728E-1
1,475000E+3	9,990604E-1
1,476562E+3	9,872806E-1
1,478125E+3	9,594860E-1
1,479687E+3	9,589270E-1
1,481250E+3	9,583311E-1
1,482812E+3	9,577898E-1
1,484375E+3	9,572133E-1
1,485937E+3	9,567329E-1
1,487500E+3	9,562164E-1
1,489062E+3	9,558126E-1
1,490625E+3	9,553726E-1
1,492187E+3	9,549568E-1
1,493750E+3	9,545082E-1
1,495312E+3	9,541724E-1
1,496875E+3	9,538038E-1
1,498437E+3	9,535001E-1
1,500000E+3	9,531654E-1
1,501562E+3	9,528880E-1
1,503125E+3	9,525811E-1
1,504687E+3	9,523286E-1
1,506250E+3	9,520477E-1
1,507812E+3	9,518160E-1
1,509375E+3	9,515570E-1
1,510937E+3	9,513452E-1
1,512500E+3	9,511070E-1
1,514062E+3	9,510432E-1
1,515625E+3	9,509525E-1
1,517187E+3	9,503743E-1
1,518750E+3	9,497728E-1
1,520312E+3	9,497289E-1
1,521875E+3	9,496597E-1
1,523437E+3	9,495498E-1
1,525000E+3	9,494161E-1
1,526562E+3	9,493691E-1
1,528125E+3	9,492983E-1
1,529687E+3	9,493025E-1
1,531250E+3	9,492831E-1
1,532812E+3	9,492051E-1
1,534375E+3	9,491044E-1
1,535937E+3	9,491178E-1
1,537500E+3	9,491074E-1
1,539062E+3	9,490903E-1
1,540625E+3	9,490493E-1
1,542187E+3	9,489957E-1
1,543750E+3	9,489179E-1
1,545312E+3	9,489274E-1
1,546875E+3	9,489106E-1
1,548437E+3	9,488687E-1
1,550000E+3	9,487997E-1
1,551562E+3	9,487074E-1
1,553125E+3	9,485871E-1
1,554687E+3	9,484952E-1
1,556250E+3	9,483736E-1
1,557812E+3	9,482234E-1
1,559375E+3	9,480423E-1
1,560937E+3	9,478955E-1
1,562500E+3	9,477158E-1
1,564062E+3	9,475206E-1
1,565625E+3	9,472918E-1
1,567187E+3	9,471004E-1
1,568750E+3	9,468742E-1
1,570312E+3	9,447409E-1
1,571875E+3	9,358504E-1
1,573437E+3	9,371057E-1
1,575000E+3	9,383241E-1
1,576562E+3	9,387592E-1
1,578125E+3	9,391853E-1
1,579687E+3	9,396276E-1
1,581250E+3	9,400600E-1
1,582812E+3	9,405187E-1
1,584375E+3	9,409670E-1
1,585937E+3	9,414256E-1
1,587500E+3	9,418734E-1
1,589062E+3	9,423328E-1
1,590625E+3	9,427809E-1
1,592187E+3	9,432355E-1
1,593750E+3	9,436772E-1
1,595312E+3	9,441351E-1
1,596875E+3	9,445801E-1
1,598437E+3	9,450347E-1
1,600000E+3	9,454756E-1
1,601562E+3	9,459252E-1
1,603125E+3	9,463611E-1
1,604687E+3	9,467974E-1
1,606250E+3	9,472192E-1
1,607812E+3	9,476323E-1
1,609375E+3	9,480316E-1
1,610937E+3	9,484357E-1
1,612500E+3	9,488254E-1
1,614062E+3	9,492178E-1
1,615625E+3	9,495946E-1
1,617187E+3	9,500210E-1
1,618750E+3	9,504296E-1
1,620312E+3	9,510182E-1
1,621875E+3	9,515776E-1
1,623437E+3	9,532870E-1
1,625000E+3	9,548356E-1
1,626562E+3	9,561391E-1
1,628125E+3	9,573454E-1
1,629687E+3	9,720741E-1
1,631250E+3	9,818843E-1
1,632812E+3	9,821076E-1
1,634375E+3	9,823238E-1
1,635937E+3	9,825753E-1
1,637500E+3	9,828176E-1
1,639062E+3	9,830913E-1
1,640625E+3	9,833532E-1
1,642187E+3	9,836125E-1
1,643750E+3	9,838598E-1
1,645312E+3	9,840908E-1
1,646875E+3	9,843100E-1
1,648437E+3	9,845404E-1
1,650000E+3	9,847558E-1
1,651562E+3	9,849527E-1
1,653125E+3	9,851360E-1
1,654687E+3	9,853475E-1
1,656250E+3	9,855441E-1
1,657812E+3	9,858689E-1
1,659375E+3	9,861725E-1
