Sample 1 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 1 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	
3,625000E+2	2,281263E+0	3,625000E+2	3,637596E-1
3,640625E+2	2,279679E+0	3,640625E+2	3,815740E-1
3,656250E+2	2,278004E+0	3,656250E+2	3,996084E-1
3,671875E+2	2,276836E+0	3,671875E+2	4,178888E-1
3,687500E+2	2,275545E+0	3,687500E+2	4,364504E-1
3,703125E+2	2,486161E+0	3,703125E+2	2,776679E-1
3,718750E+2	2,738390E+0	3,718750E+2	6,151126E-2
3,734375E+2	2,742776E+0	3,734375E+2	9,101287E-2
3,750000E+2	2,746727E+0	3,750000E+2	1,208681E-1
3,765625E+2	2,753147E+0	3,765625E+2	1,482712E-1
3,781250E+2	2,759311E+0	3,781250E+2	1,761886E-1
3,796875E+2	2,766074E+0	3,796875E+2	2,026893E-1
3,812500E+2	2,772657E+0	3,812500E+2	2,297590E-1
3,828125E+2	2,777409E+0	3,828125E+2	2,579847E-1
3,843750E+2	2,781850E+0	3,843750E+2	2,867239E-1
3,859375E+2	2,784955E+0	3,859375E+2	3,161611E-1
3,875000E+2	2,787659E+0	3,875000E+2	3,460724E-1
3,890625E+2	2,787905E+0	3,890625E+2	3,780053E-1
3,906250E+2	2,787556E+0	3,906250E+2	4,103056E-1
3,921875E+2	2,787329E+0	3,921875E+2	4,427800E-1
3,937500E+2	2,786466E+0	3,937500E+2	4,756565E-1
3,953125E+2	2,786614E+0	3,953125E+2	5,087326E-1
3,968750E+2	2,786084E+0	3,968750E+2	5,423039E-1
3,984375E+2	2,785499E+0	3,984375E+2	5,741481E-1
4,000000E+2	2,784311E+0	4,000000E+2	6,064833E-1
4,015625E+2	3,055056E+0	4,015625E+2	2,461752E-1
4,031250E+2	3,274457E+0	4,031250E+2	-2,644737E-1
4,046875E+2	3,291995E+0	4,046875E+2	-2,205906E-1
4,062500E+2	3,308618E+0	4,062500E+2	-1,756156E-1
4,078125E+2	3,326024E+0	4,078125E+2	-1,304191E-1
4,093750E+2	3,342463E+0	4,093750E+2	-8,403537E-2
4,109375E+2	3,356613E+0	4,109375E+2	-3,389436E-2
4,125000E+2	3,369417E+0	4,125000E+2	1,735574E-2
4,140625E+2	3,382978E+0	4,140625E+2	6,863250E-2
4,156250E+2	3,395132E+0	4,156250E+2	1,210969E-1
4,171875E+2	3,404174E+0	4,171875E+2	1,754987E-1
4,187500E+2	3,411538E+0	4,187500E+2	2,308812E-1
4,203125E+2	3,419540E+0	4,203125E+2	2,844078E-1
4,218750E+2	3,425940E+0	4,218750E+2	3,389420E-1
4,234375E+2	3,430910E+0	4,234375E+2	3,921720E-1
4,250000E+2	3,434281E+0	4,250000E+2	4,462826E-1
4,265625E+2	3,436368E+0	4,265625E+2	4,999463E-1
4,281250E+2	3,436796E+0	4,281250E+2	5,543833E-1
4,296875E+2	3,436130E+0	4,296875E+2	6,085374E-1
4,312500E+2	3,433733E+0	4,312500E+2	6,633680E-1
4,328125E+2	3,736897E+0	4,328125E+2	7,445042E-3
4,343750E+2	3,783818E+0	4,343750E+2	-8,253703E-1
4,359375E+2	3,835390E+0	4,359375E+2	-7,613206E-1
4,375000E+2	3,885486E+0	4,375000E+2	-6,935966E-1
4,390625E+2	3,933457E+0	4,390625E+2	-6,290895E-1
4,406250E+2	3,979977E+0	4,406250E+2	-5,610952E-1
4,421875E+2	4,024634E+0	4,421875E+2	-4,949492E-1
4,437500E+2	4,067754E+0	4,437500E+2	-4,254323E-1
4,453125E+2	4,104832E+0	4,453125E+2	-3,515448E-1
4,468750E+2	4,139639E+0	4,468750E+2	-2,746176E-1
4,484375E+2	4,174750E+0	4,484375E+2	-1,989485E-1
4,500000E+2	4,207495E+0	4,500000E+2	-1,201965E-1
4,515625E+2	4,235512E+0	4,515625E+2	-3,807299E-2
4,531250E+2	4,260533E+0	4,531250E+2	4,680832E-2
4,546875E+2	4,278249E+0	4,546875E+2	1,351294E-1
4,562500E+2	4,292311E+0	4,562500E+2	2,255533E-1
4,578125E+2	4,299845E+0	4,578125E+2	3,177995E-1
4,593750E+2	4,303280E+0	4,593750E+2	4,114533E-1
4,609375E+2	4,301229E+0	4,609375E+2	5,063498E-1
4,625000E+2	4,294758E+0	4,625000E+2	6,019904E-1
4,640625E+2	4,287267E+0	4,640625E+2	6,974638E-1
4,656250E+2	4,275209E+0	4,656250E+2	7,934127E-1
4,671875E+2	4,255000E+0	4,671875E+2	8,860952E-1
4,687500E+2	4,230448E+0	4,687500E+2	9,782805E-1
4,703125E+2	4,686175E+0	4,703125E+2	1,116619E-1
4,718750E+2	4,759762E+0	4,718750E+2	-9,850748E-1
4,734375E+2	4,835047E+0	4,734375E+2	-8,722394E-1
4,750000E+2	4,905840E+0	4,750000E+2	-7,523052E-1
4,765625E+2	4,973280E+0	4,765625E+2	-6,297758E-1
4,781250E+2	5,035216E+0	4,781250E+2	-5,003936E-1
4,796875E+2	5,093556E+0	4,796875E+2	-3,650100E-1
4,812500E+2	5,144918E+0	4,812500E+2	-2,230808E-1
4,828125E+2	5,188322E+0	4,828125E+2	-7,054842E-2
4,843750E+2	5,222543E+0	4,843750E+2	8,753867E-2
4,859375E+2	5,249606E+0	4,859375E+2	2,559125E-1
4,875000E+2	5,265308E+0	4,875000E+2	4,285725E-1
4,890625E+2	5,276259E+0	4,890625E+2	6,116066E-1
4,906250E+2	5,273662E+0	4,906250E+2	7,976228E-1
4,921875E+2	5,248976E+0	4,921875E+2	9,934559E-1
4,937500E+2	5,208758E+0	4,937500E+2	1,187911E+0
4,953125E+2	4,349433E+0	4,953125E+2	-2,065739E+0
4,968750E+2	2,304174E+0	4,968750E+2	-2,600030E+0
4,984375E+2	2,387626E+0	4,984375E+2	-2,617472E+0
5,000000E+2	2,475175E+0	5,000000E+2	-2,632955E+0
5,015625E+2	2,565415E+0	5,015625E+2	-2,650378E+0
5,031250E+2	2,660288E+0	5,031250E+2	-2,665531E+0
5,046875E+2	2,760717E+0	5,046875E+2	-2,676235E+0
5,062500E+2	2,866063E+0	5,062500E+2	-2,683671E+0
5,078125E+2	2,975811E+0	5,078125E+2	-2,687359E+0
5,093750E+2	3,090700E+0	5,093750E+2	-2,686788E+0
5,109375E+2	3,207453E+0	5,109375E+2	-2,684193E+0
5,125000E+2	3,329493E+0	5,125000E+2	-2,676567E+0
5,140625E+2	3,457553E+0	5,140625E+2	-2,659796E+0
5,156250E+2	3,590589E+0	5,156250E+2	-2,636276E+0
5,171875E+2	3,726203E+0	5,171875E+2	-2,605790E+0
5,187500E+2	3,866261E+0	5,187500E+2	-2,567182E+0
5,203125E+2	4,009659E+0	5,203125E+2	-2,523374E+0
5,218750E+2	4,157017E+0	5,218750E+2	-2,470013E+0
5,234375E+2	4,311384E+0	5,234375E+2	-2,407992E+0
5,250000E+2	4,468844E+0	5,250000E+2	-2,334203E+0
5,265625E+2	4,632464E+0	5,265625E+2	-2,236094E+0
5,281250E+2	4,795741E+0	5,281250E+2	-2,122963E+0
5,296875E+2	4,960409E+0	5,296875E+2	-1,991704E+0
5,312500E+2	5,120961E+0	5,312500E+2	-1,843330E+0
5,328125E+2	5,273787E+0	5,328125E+2	-1,681239E+0
5,343750E+2	5,418316E+0	5,343750E+2	-1,501980E+0
5,359375E+2	4,442876E+0	5,359375E+2	-2,586418E+0
5,375000E+2	3,423905E+0	5,375000E+2	-3,015809E+0
5,390625E+2	3,331355E+0	5,390625E+2	-3,016232E+0
5,406250E+2	3,248390E+0	5,406250E+2	-3,016178E+0
5,421875E+2	2,755131E+0	5,421875E+2	-3,028043E+0
5,437500E+2	2,361334E+0	5,437500E+2	-2,983065E+0
5,453125E+2	2,184033E+0	5,453125E+2	-3,014353E+0
5,468750E+2	2,023315E+0	5,468750E+2	-3,032773E+0
5,484375E+2	2,025916E+0	5,484375E+2	-3,053742E+0
5,500000E+2	2,031273E+0	5,500000E+2	-3,076335E+0
5,515625E+2	2,025144E+0	5,515625E+2	-3,076060E+0
5,531250E+2	2,022117E+0	5,531250E+2	-3,078184E+0
5,546875E+2	1,995372E+0	5,546875E+2	-3,036006E+0
5,562500E+2	1,972746E+0	5,562500E+2	-2,999509E+0
5,578125E+2	1,920416E+0	5,578125E+2	-2,948029E+0
5,593750E+2	1,874944E+0	5,593750E+2	-2,903705E+0
5,609375E+2	1,565282E+0	5,609375E+2	-2,786125E+0
5,625000E+2	1,332517E+0	5,625000E+2	-2,672354E+0
5,640625E+2	1,339857E+0	5,640625E+2	-2,630117E+0
5,656250E+2	1,346970E+0	5,656250E+2	-2,593347E+0
5,671875E+2	1,379325E+0	5,671875E+2	-2,602699E+0
5,687500E+2	1,412825E+0	5,687500E+2	-2,613319E+0
5,703125E+2	1,452919E+0	5,703125E+2	-2,634997E+0
5,718750E+2	1,494888E+0	5,718750E+2	-2,657639E+0
5,734375E+2	1,535754E+0	5,734375E+2	-2,679790E+0
5,750000E+2	1,578661E+0	5,750000E+2	-2,702975E+0
5,765625E+2	1,619148E+0	5,765625E+2	-2,730463E+0
5,781250E+2	1,662057E+0	5,781250E+2	-2,759164E+0
5,796875E+2	1,707905E+0	5,796875E+2	-2,795518E+0
5,812500E+2	1,756804E+0	5,812500E+2	-2,833159E+0
5,828125E+2	1,810800E+0	5,828125E+2	-2,881205E+0
5,843750E+2	1,868734E+0	5,843750E+2	-2,930768E+0
5,859375E+2	1,934311E+0	5,859375E+2	-2,986609E+0
5,875000E+2	2,004874E+0	5,875000E+2	-3,044041E+0
5,890625E+2	2,074229E+0	5,890625E+2	-3,102030E+0
5,906250E+2	2,149063E+0	5,906250E+2	-3,161672E+0
5,921875E+2	2,231399E+0	5,921875E+2	-3,222547E+0
5,937500E+2	2,320366E+0	5,937500E+2	-3,284805E+0
5,953125E+2	1,008679E+0	5,953125E+2	-2,308543E+0
5,968750E+2	6,373568E-1	5,968750E+2	-1,930748E+0
5,984375E+2	6,607811E-1	5,984375E+2	-1,963374E+0
6,000000E+2	6,852816E-1	6,000000E+2	-1,997030E+0
6,015625E+2	7,097407E-1	6,015625E+2	-2,030530E+0
6,031250E+2	7,353684E-1	6,031250E+2	-2,065160E+0
6,046875E+2	7,613391E-1	6,046875E+2	-2,098462E+0
6,062500E+2	7,885386E-1	6,062500E+2	-2,132960E+0
6,078125E+2	8,155182E-1	6,078125E+2	-2,165628E+0
6,093750E+2	8,437618E-1	6,093750E+2	-2,199597E+0
6,109375E+2	8,686245E-1	6,109375E+2	-2,231590E+0
6,125000E+2	8,947733E-1	6,125000E+2	-2,265177E+0
6,140625E+2	9,240495E-1	6,140625E+2	-2,294994E+0
6,156250E+2	9,545827E-1	6,156250E+2	-2,326373E+0
6,171875E+2	9,801271E-1	6,171875E+2	-2,354615E+0
6,187500E+2	1,006975E+0	6,187500E+2	-2,384897E+0
6,203125E+2	1,033550E+0	6,203125E+2	-2,409883E+0
6,218750E+2	1,061326E+0	6,218750E+2	-2,437183E+0
6,234375E+2	1,080884E+0	6,234375E+2	-2,459346E+0
6,250000E+2	1,101849E+0	6,250000E+2	-2,484669E+0
6,265625E+2	1,127385E+0	6,265625E+2	-2,501504E+0
6,281250E+2	1,153766E+0	6,281250E+2	-2,521671E+0
6,296875E+2	1,168797E+0	6,296875E+2	-2,536150E+0
6,312500E+2	1,185255E+0	6,312500E+2	-2,555294E+0
6,328125E+2	1,201129E+0	6,328125E+2	-2,565662E+0
6,343750E+2	1,218071E+0	6,343750E+2	-2,581410E+0
6,359375E+2	1,229879E+0	6,359375E+2	-2,588859E+0
6,375000E+2	1,242833E+0	6,375000E+2	-2,602832E+0
6,390625E+2	1,250115E+0	6,390625E+2	-2,607535E+0
6,406250E+2	1,258630E+0	6,406250E+2	-2,620094E+0
6,421875E+2	1,261524E+0	6,421875E+2	-2,622752E+0
6,437500E+2	1,265683E+0	6,437500E+2	-2,634714E+0
6,453125E+2	1,264846E+0	6,453125E+2	-2,635315E+0
6,468750E+2	1,265053E+0	6,468750E+2	-2,646805E+0
6,484375E+2	1,261528E+0	6,484375E+2	-2,645406E+0
6,500000E+2	1,258388E+0	6,500000E+2	-2,656546E+0
6,515625E+2	1,253911E+0	6,515625E+2	-1,482530E+0
6,531250E+2	3,642665E-1	6,531250E+2	-1,413521E+0
6,546875E+2	3,744685E-1	6,546875E+2	-1,434066E+0
6,562500E+2	3,848600E-1	6,562500E+2	-1,454681E+0
6,578125E+2	3,965236E-1	6,578125E+2	-1,476747E+0
6,593750E+2	4,085095E-1	6,593750E+2	-1,498951E+0
6,609375E+2	3,978129E-1	6,609375E+2	-1,518640E+0
6,625000E+2	3,852433E-1	6,625000E+2	-1,539814E+0
6,640625E+2	3,640917E-1	6,640625E+2	-1,557116E+0
6,656250E+2	3,398428E-1	6,656250E+2	-1,576524E+0
6,671875E+2	3,377081E-1	6,671875E+2	-1,592633E+0
6,687500E+2	3,341675E-1	6,687500E+2	-1,608658E+0
6,703125E+2	3,349538E-1	6,703125E+2	-1,624630E+0
6,718750E+2	3,346690E-1	6,718750E+2	-1,640247E+0
6,734375E+2	3,502808E-1	6,734375E+2	-1,514405E+0
6,750000E+2	3,580974E-1	6,750000E+2	-1,354381E+0
6,765625E+2	3,535982E-1	6,765625E+2	-1,376224E+0
6,781250E+2	3,484693E-1	6,781250E+2	-1,398838E+0
6,796875E+2	3,447331E-1	6,796875E+2	-1,420983E+0
6,812500E+2	3,403791E-1	6,812500E+2	-1,443826E+0
6,828125E+2	3,391509E-1	6,828125E+2	-1,464534E+0
6,843750E+2	3,374020E-1	6,843750E+2	-1,485693E+0
6,859375E+2	3,377489E-1	6,859375E+2	-1,505645E+0
6,875000E+2	3,376462E-1	6,875000E+2	-1,525896E+0
6,890625E+2	3,386718E-1	6,890625E+2	-1,545289E+0
6,906250E+2	3,392645E-1	6,906250E+2	-1,564875E+0
6,921875E+2	3,426168E-1	6,921875E+2	-1,584277E+0
6,937500E+2	3,456996E-1	6,937500E+2	-1,603779E+0
6,953125E+2	3,500780E-1	6,953125E+2	-1,623430E+0
6,968750E+2	3,542492E-1	6,968750E+2	-1,643146E+0
6,984375E+2	3,601660E-1	6,984375E+2	-1,663432E+0
7,000000E+2	3,659841E-1	7,000000E+2	-1,683766E+0
7,015625E+2	3,703223E-1	7,015625E+2	-1,702032E+0
7,031250E+2	3,743656E-1	7,031250E+2	-1,720189E+0
7,046875E+2	3,664524E-1	7,046875E+2	-1,712969E+0
7,062500E+2	3,567569E-1	7,062500E+2	-1,703888E+0
7,078125E+2	3,586136E-1	7,078125E+2	-1,690481E+0
7,093750E+2	3,594560E-1	7,093750E+2	-1,674698E+0
7,109375E+2	3,680582E-1	7,109375E+2	-1,691950E+0
7,125000E+2	3,767439E-1	7,125000E+2	-1,709016E+0
7,140625E+2	3,854524E-1	7,140625E+2	-1,731216E+0
7,156250E+2	3,943088E-1	7,156250E+2	-1,753569E+0
7,171875E+2	4,035373E-1	7,171875E+2	-1,777632E+0
7,187500E+2	4,129472E-1	7,187500E+2	-1,801947E+0
7,203125E+2	4,236436E-1	7,203125E+2	-1,827449E+0
7,218750E+2	4,346150E-1	7,218750E+2	-1,853250E+0
7,234375E+2	4,460172E-1	7,234375E+2	-1,879506E+0
7,250000E+2	4,577151E-1	7,250000E+2	-1,906071E+0
7,265625E+2	4,723701E-1	7,265625E+2	-1,934667E+0
7,281250E+2	4,875642E-1	7,281250E+2	-1,963650E+0
7,296875E+2	5,033294E-1	7,296875E+2	-1,993495E+0
7,312500E+2	5,196833E-1	7,312500E+2	-2,023763E+0
7,328125E+2	5,384007E-1	7,328125E+2	-2,055748E+0
7,343750E+2	5,579209E-1	7,343750E+2	-2,088219E+0
7,359375E+2	5,796788E-1	7,359375E+2	-2,122182E+0
7,375000E+2	6,024537E-1	7,375000E+2	-2,156674E+0
7,390625E+2	6,281306E-1	7,390625E+2	-2,192083E+0
7,406250E+2	6,550939E-1	7,406250E+2	-2,227991E+0
7,421875E+2	4,833365E-1	7,421875E+2	-1,887133E+0
7,437500E+2	3,320318E-1	7,437500E+2	-1,564419E+0
7,453125E+2	3,142966E-1	7,453125E+2	-1,541438E+0
7,468750E+2	2,956410E-1	7,468750E+2	-1,517224E+0
7,484375E+2	2,897761E-1	7,484375E+2	-1,501947E+0
7,500000E+2	2,833471E-1	7,500000E+2	-1,485704E+0
7,515625E+2	2,831444E-1	7,515625E+2	-1,492571E+0
7,531250E+2	2,826999E-1	7,531250E+2	-1,499173E+0
7,546875E+2	2,825985E-1	7,546875E+2	-1,502274E+0
7,562500E+2	2,822460E-1	7,562500E+2	-1,504975E+0
7,578125E+2	2,845874E-1	7,578125E+2	-1,510641E+0
7,593750E+2	2,867931E-1	7,593750E+2	-1,515994E+0
7,609375E+2	2,581629E-1	7,609375E+2	-1,406387E+0
7,625000E+2	2,304642E-1	7,625000E+2	-1,299410E+0
7,640625E+2	2,358038E-1	7,640625E+2	-1,305331E+0
7,656250E+2	2,411861E-1	7,656250E+2	-1,311061E+0
7,671875E+2	2,445110E-1	7,671875E+2	-1,319553E+0
7,687500E+2	2,478349E-1	7,687500E+2	-1,327964E+0
7,703125E+2	2,511443E-1	7,703125E+2	-1,337079E+0
7,718750E+2	2,544559E-1	7,718750E+2	-1,346136E+0
7,734375E+2	2,566541E-1	7,734375E+2	-1,353785E+0
7,750000E+2	2,588051E-1	7,750000E+2	-1,361338E+0
7,765625E+2	2,596483E-1	7,765625E+2	-1,368077E+0
7,781250E+2	2,603979E-1	7,781250E+2	-1,374702E+0
7,796875E+2	2,617747E-1	7,796875E+2	-1,387136E+0
7,812500E+2	2,631110E-1	7,812500E+2	-1,399645E+0
7,828125E+2	2,653650E-1	7,828125E+2	-1,414605E+0
7,843750E+2	2,676271E-1	7,843750E+2	-1,429728E+0
7,859375E+2	2,705990E-1	7,859375E+2	-1,444903E+0
7,875000E+2	2,736063E-1	7,875000E+2	-1,460243E+0
7,890625E+2	2,577431E-1	7,890625E+2	-1,391087E+0
7,906250E+2	2,422741E-1	7,906250E+2	-1,323740E+0
7,921875E+2	2,431334E-1	7,921875E+2	-1,330278E+0
7,937500E+2	2,439388E-1	7,937500E+2	-1,336757E+0
7,953125E+2	2,452204E-1	7,953125E+2	-1,349270E+0
7,968750E+2	2,464921E-1	7,968750E+2	-1,361899E+0
7,984375E+2	2,490889E-1	7,984375E+2	-1,379614E+0
8,000000E+2	2,517516E-1	8,000000E+2	-1,397631E+0
8,015625E+2	1,869150E-1	8,015625E+2	-1,125523E+0
8,031250E+2	1,387874E-1	8,031250E+2	-9,013708E-1
8,046875E+2	1,435144E-1	8,046875E+2	-9,082343E-1
8,062500E+2	1,483187E-1	8,062500E+2	-9,151191E-1
8,078125E+2	1,492027E-1	8,078125E+2	-9,213472E-1
8,093750E+2	1,500970E-1	8,093750E+2	-9,276220E-1
8,109375E+2	1,507830E-1	8,109375E+2	-9,341934E-1
8,125000E+2	1,514782E-1	8,125000E+2	-9,408205E-1
8,140625E+2	1,521925E-1	8,140625E+2	-9,470157E-1
8,156250E+2	1,529141E-1	8,156250E+2	-9,532650E-1
8,171875E+2	1,545203E-1	8,171875E+2	-9,575029E-1
8,187500E+2	1,561344E-1	8,187500E+2	-9,617715E-1
8,203125E+2	1,569794E-1	8,203125E+2	-9,641980E-1
8,218750E+2	1,578162E-1	8,218750E+2	-9,666516E-1
8,234375E+2	1,580515E-1	8,234375E+2	-9,666426E-1
8,250000E+2	1,582648E-1	8,250000E+2	-9,666651E-1
8,265625E+2	1,585408E-1	8,265625E+2	-9,645615E-1
8,281250E+2	1,587846E-1	8,281250E+2	-9,625057E-1
8,296875E+2	1,590673E-1	8,296875E+2	-9,595237E-1
8,312500E+2	1,593128E-1	8,312500E+2	-9,566082E-1
8,328125E+2	1,590729E-1	8,328125E+2	-9,536778E-1
8,343750E+2	1,588030E-1	8,343750E+2	-9,508281E-1
8,359375E+2	1,592014E-1	8,359375E+2	-9,484594E-1
8,375000E+2	1,595648E-1	8,375000E+2	-9,461751E-1
8,390625E+2	1,589515E-1	8,390625E+2	-9,446603E-1
8,406250E+2	1,583154E-1	8,406250E+2	-9,432369E-1
8,421875E+2	1,583548E-1	8,421875E+2	-9,424754E-1
8,437500E+2	1,583711E-1	8,437500E+2	-9,418048E-1
8,453125E+2	1,590614E-1	8,453125E+2	-9,419624E-1
8,468750E+2	1,597278E-1	8,468750E+2	-9,422091E-1
8,484375E+2	1,580187E-1	8,484375E+2	-9,422176E-1
8,500000E+2	1,563027E-1	8,500000E+2	-9,423297E-1
8,515625E+2	1,559591E-1	8,515625E+2	-9,430511E-1
8,531250E+2	1,556000E-1	8,531250E+2	-9,438756E-1
8,546875E+2	1,560404E-1	8,546875E+2	-9,452851E-1
8,562500E+2	1,564632E-1	8,562500E+2	-9,467970E-1
8,578125E+2	1,572936E-1	8,578125E+2	-9,486969E-1
8,593750E+2	1,581067E-1	8,593750E+2	-9,507004E-1
8,609375E+2	1,584115E-1	8,609375E+2	-9,520740E-1
8,625000E+2	1,586982E-1	8,625000E+2	-9,535626E-1
8,640625E+2	1,589937E-1	8,640625E+2	-9,532996E-1
8,656250E+2	1,592641E-1	8,656250E+2	-9,531743E-1
8,671875E+2	1,582293E-1	8,671875E+2	-9,243532E-1
8,687500E+2	1,570151E-1	8,687500E+2	-8,971447E-1
8,703125E+2	1,592415E-1	8,703125E+2	-9,093854E-1
8,718750E+2	1,615246E-1	8,718750E+2	-9,218075E-1
8,734375E+2	1,637102E-1	8,734375E+2	-9,335123E-1
8,750000E+2	1,659471E-1	8,750000E+2	-9,453899E-1
8,765625E+2	1,681957E-1	8,765625E+2	-9,567328E-1
8,781250E+2	1,704934E-1	8,781250E+2	-9,682441E-1
8,796875E+2	1,726575E-1	8,796875E+2	-9,792210E-1
8,812500E+2	1,748657E-1	8,812500E+2	-9,903633E-1
8,828125E+2	1,770376E-1	8,828125E+2	-1,001144E+0
8,843750E+2	1,792518E-1	8,843750E+2	-1,012090E+0
8,859375E+2	1,815116E-1	8,859375E+2	-1,022758E+0
8,875000E+2	1,838135E-1	8,875000E+2	-1,033591E+0
8,890625E+2	1,859658E-1	8,890625E+2	-1,043653E+0
8,906250E+2	1,881545E-1	8,906250E+2	-1,053875E+0
8,921875E+2	1,902939E-1	8,921875E+2	-1,063421E+0
8,937500E+2	1,924659E-1	8,937500E+2	-1,073125E+0
8,953125E+2	1,943386E-1	8,953125E+2	-1,081455E+0
8,968750E+2	1,962334E-1	8,968750E+2	-1,089937E+0
8,984375E+2	1,979873E-1	8,984375E+2	-1,097325E+0
9,000000E+2	1,997567E-1	9,000000E+2	-1,104866E+0
9,015625E+2	2,014864E-1	9,015625E+2	-1,112161E+0
9,031250E+2	2,032313E-1	9,031250E+2	-1,119612E+0
9,046875E+2	2,055576E-1	9,046875E+2	-1,129724E+0
9,062500E+2	2,079238E-1	9,062500E+2	-1,140012E+0
9,078125E+2	2,110089E-1	9,078125E+2	-1,152999E+0
9,093750E+2	2,141675E-1	9,093750E+2	-1,166206E+0
9,109375E+2	2,174179E-1	9,109375E+2	-1,180061E+0
9,125000E+2	2,207518E-1	9,125000E+2	-1,194155E+0
9,140625E+2	2,238288E-1	9,140625E+2	-1,207923E+0
9,156250E+2	2,269847E-1	9,156250E+2	-1,221935E+0
9,171875E+2	1,968385E-1	9,171875E+2	-1,036413E+0
9,187500E+2	1,730762E-1	9,187500E+2	-8,985372E-1
9,203125E+2	1,750486E-1	9,203125E+2	-9,081154E-1
9,218750E+2	1,770562E-1	9,218750E+2	-9,178433E-1
9,234375E+2	1,793651E-1	9,234375E+2	-9,282205E-1
9,250000E+2	1,817191E-1	9,250000E+2	-9,387558E-1
9,265625E+2	1,842138E-1	9,265625E+2	-9,495830E-1
9,281250E+2	1,867601E-1	9,281250E+2	-9,605757E-1
9,296875E+2	1,893744E-1	9,296875E+2	-9,717848E-1
9,312500E+2	1,920454E-1	9,312500E+2	-9,831674E-1
9,328125E+2	1,947829E-1	9,328125E+2	-9,947684E-1
9,343750E+2	1,975825E-1	9,343750E+2	-1,006552E+0
9,359375E+2	2,005261E-1	9,359375E+2	-1,018654E+0
9,375000E+2	2,035395E-1	9,375000E+2	-1,030949E+0
9,390625E+2	2,063722E-1	9,390625E+2	-1,043168E+0
9,406250E+2	2,092749E-1	9,406250E+2	-1,055587E+0
9,421875E+2	2,124804E-1	9,421875E+2	-1,068585E+0
9,437500E+2	2,157691E-1	9,437500E+2	-1,081797E+0
9,453125E+2	2,191131E-1	9,453125E+2	-1,095298E+0
9,468750E+2	2,225475E-1	9,468750E+2	-1,109027E+0
9,484375E+2	2,260097E-1	9,484375E+2	-1,122925E+0
9,500000E+2	2,295685E-1	9,500000E+2	-1,137063E+0
9,515625E+2	2,334787E-1	9,515625E+2	-1,151704E+0
9,531250E+2	2,375017E-1	9,531250E+2	-1,166602E+0
9,546875E+2	2,414888E-1	9,546875E+2	-1,181728E+0
9,562500E+2	2,455952E-1	9,562500E+2	-1,197127E+0
9,578125E+2	2,497498E-1	9,578125E+2	-1,212875E+0
