Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 5_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 6_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 7_Frequency [Hz]	Absorption Coefficient on Cavity	
3,343750E+2	9,426999E-1	3,343750E+2	9,374017E-1	3,343750E+2	8,845049E-1	3,343750E+2	7,152844E-1	3,343750E+2	5,411816E-1	3,343750E+2	4,662475E-1	3,343750E+2	4,386812E-1
3,359375E+2	9,349675E-1	3,359375E+2	9,392970E-1	3,359375E+2	8,896483E-1	3,359375E+2	7,341715E-1	3,359375E+2	5,493088E-1	3,359375E+2	4,890985E-1	3,359375E+2	4,561154E-1
3,375000E+2	9,406305E-1	3,375000E+2	9,389233E-1	3,375000E+2	8,911814E-1	3,375000E+2	7,484419E-1	3,375000E+2	5,714284E-1	3,375000E+2	5,014200E-1	3,375000E+2	4,638288E-1
3,390625E+2	9,452751E-1	3,390625E+2	9,409733E-1	3,390625E+2	8,933901E-1	3,390625E+2	7,462340E-1	3,390625E+2	5,615109E-1	3,390625E+2	5,021862E-1	3,390625E+2	4,601867E-1
3,406250E+2	9,414486E-1	3,406250E+2	9,383534E-1	3,406250E+2	8,962081E-1	3,406250E+2	7,379965E-1	3,406250E+2	5,508517E-1	3,406250E+2	5,070725E-1	3,406250E+2	4,472628E-1
3,421875E+2	9,329014E-1	3,421875E+2	9,341726E-1	3,421875E+2	8,953882E-1	3,421875E+2	7,356662E-1	3,421875E+2	5,405527E-1	3,421875E+2	4,942396E-1	3,421875E+2	4,501203E-1
3,437500E+2	9,342747E-1	3,437500E+2	9,319646E-1	3,437500E+2	8,941481E-1	3,437500E+2	7,403694E-1	3,437500E+2	5,623171E-1	3,437500E+2	4,983931E-1	3,437500E+2	4,624981E-1
3,453125E+2	9,397007E-1	3,453125E+2	9,287251E-1	3,453125E+2	8,930213E-1	3,453125E+2	7,560019E-1	3,453125E+2	5,745309E-1	3,453125E+2	5,088485E-1	3,453125E+2	4,635907E-1
3,468750E+2	9,354455E-1	3,468750E+2	9,225958E-1	3,468750E+2	8,921362E-1	3,468750E+2	7,526919E-1	3,468750E+2	5,721834E-1	3,468750E+2	5,040330E-1	3,468750E+2	4,556564E-1
3,484375E+2	9,266006E-1	3,484375E+2	9,205515E-1	3,484375E+2	8,915151E-1	3,484375E+2	7,573717E-1	3,484375E+2	5,655313E-1	3,484375E+2	4,997280E-1	3,484375E+2	4,569046E-1
3,500000E+2	9,265836E-1	3,500000E+2	9,219886E-1	3,500000E+2	8,947486E-1	3,500000E+2	7,575621E-1	3,500000E+2	5,683113E-1	3,500000E+2	4,945514E-1	3,500000E+2	4,548623E-1
3,515625E+2	9,161723E-1	3,515625E+2	9,161835E-1	3,515625E+2	8,919350E-1	3,515625E+2	7,624359E-1	3,515625E+2	5,833495E-1	3,515625E+2	5,078865E-1	3,515625E+2	4,816174E-1
3,531250E+2	9,082461E-1	3,531250E+2	9,115829E-1	3,531250E+2	8,865560E-1	3,531250E+2	7,583446E-1	3,531250E+2	5,894847E-1	3,531250E+2	5,179425E-1	3,531250E+2	4,862308E-1
3,546875E+2	9,106595E-1	3,546875E+2	9,067283E-1	3,546875E+2	8,874843E-1	3,546875E+2	7,609184E-1	3,546875E+2	5,887172E-1	3,546875E+2	5,250011E-1	3,546875E+2	4,847690E-1
3,562500E+2	9,001204E-1	3,562500E+2	8,975574E-1	3,562500E+2	8,813731E-1	3,562500E+2	7,568962E-1	3,562500E+2	5,807835E-1	3,562500E+2	5,168938E-1	3,562500E+2	4,767494E-1
3,578125E+2	8,851865E-1	3,578125E+2	8,940093E-1	3,578125E+2	8,827219E-1	3,578125E+2	7,627251E-1	3,578125E+2	5,858695E-1	3,578125E+2	5,143626E-1	3,578125E+2	4,754004E-1
3,593750E+2	8,803033E-1	3,593750E+2	8,877126E-1	3,593750E+2	8,752431E-1	3,593750E+2	7,588027E-1	3,593750E+2	5,808279E-1	3,593750E+2	5,111359E-1	3,593750E+2	4,645593E-1
3,609375E+2	8,782340E-1	3,609375E+2	8,830945E-1	3,609375E+2	8,751030E-1	3,609375E+2	7,677287E-1	3,609375E+2	5,789552E-1	3,609375E+2	5,331021E-1	3,609375E+2	4,749257E-1
3,625000E+2	8,810782E-1	3,625000E+2	8,776731E-1	3,625000E+2	8,778920E-1	3,625000E+2	7,733965E-1	3,625000E+2	5,961652E-1	3,625000E+2	5,363533E-1	3,625000E+2	4,958733E-1
3,640625E+2	8,730132E-1	3,640625E+2	8,693378E-1	3,640625E+2	8,709868E-1	3,640625E+2	7,693355E-1	3,640625E+2	5,974324E-1	3,640625E+2	5,256020E-1	3,640625E+2	4,914984E-1
3,656250E+2	8,668714E-1	3,656250E+2	8,590344E-1	3,656250E+2	8,640307E-1	3,656250E+2	7,658725E-1	3,656250E+2	5,958289E-1	3,656250E+2	5,213623E-1	3,656250E+2	4,966722E-1
3,671875E+2	8,563634E-1	3,671875E+2	8,514116E-1	3,671875E+2	8,589150E-1	3,671875E+2	7,658348E-1	3,671875E+2	5,879214E-1	3,671875E+2	5,273153E-1	3,671875E+2	5,001988E-1
3,687500E+2	8,349761E-1	3,687500E+2	8,447017E-1	3,687500E+2	8,541602E-1	3,687500E+2	7,582870E-1	3,687500E+2	5,707765E-1	3,687500E+2	5,194908E-1	3,687500E+2	4,668632E-1
3,703125E+2	8,374704E-1	3,703125E+2	8,374208E-1	3,703125E+2	8,501985E-1	3,703125E+2	7,639284E-1	3,703125E+2	5,701808E-1	3,703125E+2	5,328019E-1	3,703125E+2	4,728747E-1
3,718750E+2	8,381575E-1	3,718750E+2	8,304423E-1	3,718750E+2	8,464038E-1	3,718750E+2	7,709561E-1	3,718750E+2	5,801864E-1	3,718750E+2	5,324914E-1	3,718750E+2	4,832222E-1
3,734375E+2	8,267793E-1	3,734375E+2	8,225363E-1	3,734375E+2	8,399272E-1	3,734375E+2	7,660188E-1	3,734375E+2	5,826947E-1	3,734375E+2	5,179872E-1	3,734375E+2	4,769999E-1
3,750000E+2	8,199008E-1	3,750000E+2	8,170093E-1	3,750000E+2	8,394227E-1	3,750000E+2	7,697271E-1	3,750000E+2	5,908706E-1	3,750000E+2	5,275864E-1	3,750000E+2	4,965958E-1
3,765625E+2	8,075380E-1	3,765625E+2	8,138897E-1	3,765625E+2	8,362997E-1	3,765625E+2	7,718106E-1	3,765625E+2	5,978928E-1	3,765625E+2	5,338105E-1	3,765625E+2	4,937711E-1
3,781250E+2	7,985265E-1	3,781250E+2	8,027391E-1	3,781250E+2	8,237026E-1	3,781250E+2	7,705784E-1	3,781250E+2	5,879208E-1	3,781250E+2	5,270740E-1	3,781250E+2	4,896056E-1
3,796875E+2	8,007408E-1	3,796875E+2	7,913778E-1	3,796875E+2	8,202960E-1	3,796875E+2	7,602094E-1	3,796875E+2	5,812855E-1	3,796875E+2	5,298917E-1	3,796875E+2	4,937133E-1
3,812500E+2	7,926186E-1	3,812500E+2	7,849903E-1	3,812500E+2	8,213994E-1	3,812500E+2	7,635815E-1	3,812500E+2	5,793583E-1	3,812500E+2	5,362327E-1	3,812500E+2	5,049841E-1
3,828125E+2	7,749455E-1	3,828125E+2	7,809521E-1	3,828125E+2	8,097288E-1	3,828125E+2	7,622276E-1	3,828125E+2	5,973200E-1	3,828125E+2	5,353712E-1	3,828125E+2	5,148166E-1
3,843750E+2	7,754539E-1	3,843750E+2	7,760459E-1	3,843750E+2	8,008278E-1	3,843750E+2	7,640174E-1	3,843750E+2	5,958274E-1	3,843750E+2	5,324663E-1	3,843750E+2	5,007191E-1
3,859375E+2	7,619459E-1	3,859375E+2	7,616238E-1	3,859375E+2	7,997190E-1	3,859375E+2	7,575600E-1	3,859375E+2	5,955893E-1	3,859375E+2	5,304614E-1	3,859375E+2	4,893825E-1
3,875000E+2	7,451561E-1	3,875000E+2	7,593213E-1	3,875000E+2	7,929557E-1	3,875000E+2	7,614182E-1	3,875000E+2	6,009572E-1	3,875000E+2	5,407475E-1	3,875000E+2	5,093323E-1
3,890625E+2	7,267434E-1	3,890625E+2	7,453101E-1	3,890625E+2	7,820164E-1	3,890625E+2	7,575264E-1	3,890625E+2	6,068350E-1	3,890625E+2	5,388024E-1	3,890625E+2	5,039394E-1
3,906250E+2	7,318094E-1	3,906250E+2	7,393508E-1	3,906250E+2	7,810888E-1	3,906250E+2	7,530374E-1	3,906250E+2	6,109757E-1	3,906250E+2	5,397479E-1	3,906250E+2	4,979759E-1
3,921875E+2	7,285788E-1	3,921875E+2	7,289909E-1	3,921875E+2	7,766418E-1	3,921875E+2	7,487852E-1	3,921875E+2	5,982516E-1	3,921875E+2	5,219408E-1	3,921875E+2	4,768443E-1
3,937500E+2	7,078121E-1	3,937500E+2	7,250870E-1	3,937500E+2	7,710377E-1	3,937500E+2	7,470526E-1	3,937500E+2	5,945346E-1	3,937500E+2	5,163727E-1	3,937500E+2	4,824009E-1
3,953125E+2	7,010287E-1	3,953125E+2	7,175325E-1	3,953125E+2	7,636502E-1	3,953125E+2	7,473895E-1	3,953125E+2	5,934170E-1	3,953125E+2	5,133985E-1	3,953125E+2	4,842825E-1
3,968750E+2	6,992639E-1	3,968750E+2	7,083352E-1	3,968750E+2	7,574936E-1	3,968750E+2	7,436338E-1	3,968750E+2	5,941304E-1	3,968750E+2	5,371323E-1	3,968750E+2	4,952230E-1
3,984375E+2	6,806584E-1	3,984375E+2	7,051566E-1	3,984375E+2	7,522671E-1	3,984375E+2	7,447239E-1	3,984375E+2	5,947785E-1	3,984375E+2	5,435111E-1	3,984375E+2	5,027583E-1
4,000000E+2	6,984043E-1	4,000000E+2	7,000005E-1	4,000000E+2	7,465195E-1	4,000000E+2	7,434978E-1	4,000000E+2	6,065533E-1	4,000000E+2	5,444877E-1	4,000000E+2	4,951213E-1
4,015625E+2	6,843033E-1	4,015625E+2	6,905456E-1	4,015625E+2	7,452367E-1	4,015625E+2	7,453035E-1	4,015625E+2	6,117577E-1	4,015625E+2	5,360349E-1	4,015625E+2	4,890974E-1
4,031250E+2	6,581816E-1	4,031250E+2	6,778829E-1	4,031250E+2	7,340397E-1	4,031250E+2	7,426980E-1	4,031250E+2	6,021284E-1	4,031250E+2	5,266212E-1	4,031250E+2	4,840607E-1
4,046875E+2	6,474763E-1	4,046875E+2	6,652093E-1	4,046875E+2	7,213044E-1	4,046875E+2	7,509949E-1	4,046875E+2	6,095203E-1	4,046875E+2	5,298318E-1	4,046875E+2	4,839647E-1
4,062500E+2	6,554142E-1	4,062500E+2	6,682451E-1	4,062500E+2	7,300840E-1	4,062500E+2	7,504781E-1	4,062500E+2	6,188158E-1	4,062500E+2	5,308657E-1	4,062500E+2	5,129418E-1
4,078125E+2	6,371070E-1	4,078125E+2	6,531135E-1	4,078125E+2	7,122570E-1	4,078125E+2	7,367931E-1	4,078125E+2	5,918995E-1	4,078125E+2	5,258003E-1	4,078125E+2	4,985032E-1
4,093750E+2	6,359902E-1	4,093750E+2	6,508962E-1	4,093750E+2	7,127038E-1	4,093750E+2	7,309862E-1	4,093750E+2	5,985076E-1	4,093750E+2	5,447334E-1	4,093750E+2	4,916446E-1
4,109375E+2	6,256020E-1	4,109375E+2	6,533827E-1	4,109375E+2	7,152983E-1	4,109375E+2	7,295346E-1	4,109375E+2	6,075681E-1	4,109375E+2	5,438645E-1	4,109375E+2	5,006365E-1
4,125000E+2	6,304907E-1	4,125000E+2	6,485673E-1	4,125000E+2	7,167850E-1	4,125000E+2	7,374374E-1	4,125000E+2	6,236135E-1	4,125000E+2	5,537948E-1	4,125000E+2	5,157266E-1
4,140625E+2	6,279106E-1	4,140625E+2	6,427069E-1	4,140625E+2	7,085827E-1	4,140625E+2	7,373898E-1	4,140625E+2	6,245525E-1	4,140625E+2	5,536839E-1	4,140625E+2	5,217679E-1
4,156250E+2	6,260060E-1	4,156250E+2	6,412893E-1	4,156250E+2	6,950751E-1	4,156250E+2	7,460869E-1	4,156250E+2	6,314362E-1	4,156250E+2	5,550937E-1	4,156250E+2	5,185628E-1
4,171875E+2	6,132888E-1	4,171875E+2	6,233285E-1	4,171875E+2	6,857673E-1	4,171875E+2	7,383646E-1	4,171875E+2	6,228889E-1	4,171875E+2	5,565095E-1	4,171875E+2	5,080469E-1
4,187500E+2	5,924050E-1	4,187500E+2	6,164924E-1	4,187500E+2	6,884297E-1	4,187500E+2	7,386651E-1	4,187500E+2	6,208429E-1	4,187500E+2	5,646339E-1	4,187500E+2	5,145126E-1
4,203125E+2	6,021012E-1	4,203125E+2	6,232971E-1	4,203125E+2	6,877724E-1	4,203125E+2	7,364437E-1	4,203125E+2	6,266993E-1	4,203125E+2	5,702036E-1	4,203125E+2	5,252085E-1
4,218750E+2	6,059127E-1	4,218750E+2	6,178351E-1	4,218750E+2	6,853626E-1	4,218750E+2	7,325170E-1	4,218750E+2	6,301864E-1	4,218750E+2	5,751749E-1	4,218750E+2	5,279641E-1
4,234375E+2	5,827950E-1	4,234375E+2	6,077329E-1	4,234375E+2	6,797360E-1	4,234375E+2	7,246930E-1	4,234375E+2	6,207488E-1	4,234375E+2	5,708158E-1	4,234375E+2	5,289010E-1
4,250000E+2	6,115580E-1	4,250000E+2	6,084433E-1	4,250000E+2	6,770345E-1	4,250000E+2	7,269535E-1	4,250000E+2	6,252136E-1	4,250000E+2	5,753162E-1	4,250000E+2	5,321262E-1
4,265625E+2	5,937477E-1	4,265625E+2	5,973101E-1	4,265625E+2	6,652891E-1	4,265625E+2	7,247532E-1	4,265625E+2	6,190897E-1	4,265625E+2	5,684907E-1	4,265625E+2	5,249442E-1
4,281250E+2	5,750445E-1	4,281250E+2	5,946043E-1	4,281250E+2	6,599684E-1	4,281250E+2	7,320544E-1	4,281250E+2	6,295816E-1	4,281250E+2	5,824232E-1	4,281250E+2	5,294990E-1
4,296875E+2	5,605214E-1	4,296875E+2	5,871770E-1	4,296875E+2	6,533487E-1	4,296875E+2	7,245781E-1	4,296875E+2	6,287887E-1	4,296875E+2	5,796887E-1	4,296875E+2	5,230239E-1
4,312500E+2	5,625664E-1	4,312500E+2	5,829469E-1	4,312500E+2	6,519608E-1	4,312500E+2	7,180522E-1	4,312500E+2	6,268938E-1	4,312500E+2	5,729123E-1	4,312500E+2	5,262543E-1
4,328125E+2	5,654244E-1	4,328125E+2	5,757957E-1	4,328125E+2	6,466255E-1	4,328125E+2	7,219736E-1	4,328125E+2	6,263246E-1	4,328125E+2	5,754327E-1	4,328125E+2	5,356925E-1
4,343750E+2	5,680066E-1	4,343750E+2	5,793883E-1	4,343750E+2	6,502546E-1	4,343750E+2	7,205031E-1	4,343750E+2	6,339225E-1	4,343750E+2	5,890813E-1	4,343750E+2	5,427325E-1
4,359375E+2	5,371417E-1	4,359375E+2	5,557425E-1	4,359375E+2	6,272424E-1	4,359375E+2	7,031357E-1	4,359375E+2	6,134922E-1	4,359375E+2	5,611197E-1	4,359375E+2	5,174840E-1
4,375000E+2	5,284919E-1	4,375000E+2	5,557421E-1	4,375000E+2	6,205931E-1	4,375000E+2	7,048082E-1	4,375000E+2	6,191164E-1	4,375000E+2	5,586826E-1	4,375000E+2	5,152899E-1
4,390625E+2	5,403200E-1	4,390625E+2	5,516623E-1	4,390625E+2	6,300995E-1	4,390625E+2	7,141319E-1	4,390625E+2	6,263572E-1	4,390625E+2	5,692318E-1	4,390625E+2	5,251081E-1
4,406250E+2	5,537261E-1	4,406250E+2	5,602807E-1	4,406250E+2	6,414457E-1	4,406250E+2	7,190551E-1	4,406250E+2	6,401556E-1	4,406250E+2	5,904934E-1	4,406250E+2	5,405574E-1
4,421875E+2	5,486602E-1	4,421875E+2	5,643313E-1	4,421875E+2	6,379861E-1	4,421875E+2	7,216352E-1	4,421875E+2	6,515329E-1	4,421875E+2	5,927658E-1	4,421875E+2	5,532638E-1
4,437500E+2	5,463092E-1	4,437500E+2	5,500819E-1	4,437500E+2	6,261563E-1	4,437500E+2	7,141322E-1	4,437500E+2	6,489014E-1	4,437500E+2	5,910789E-1	4,437500E+2	5,497176E-1
4,453125E+2	5,347464E-1	4,453125E+2	5,396336E-1	4,453125E+2	6,143299E-1	4,453125E+2	7,024794E-1	4,453125E+2	6,375252E-1	4,453125E+2	5,864168E-1	4,453125E+2	5,350395E-1
4,468750E+2	5,152608E-1	4,468750E+2	5,307338E-1	4,468750E+2	6,051704E-1	4,468750E+2	6,927005E-1	4,468750E+2	6,311112E-1	4,468750E+2	5,790894E-1	4,468750E+2	5,289696E-1
4,484375E+2	5,225332E-1	4,484375E+2	5,391459E-1	4,484375E+2	6,124234E-1	4,484375E+2	7,107737E-1	4,484375E+2	6,483513E-1	4,484375E+2	5,924150E-1	4,484375E+2	5,445447E-1
4,500000E+2	5,287048E-1	4,500000E+2	5,377984E-1	4,500000E+2	6,116406E-1	4,500000E+2	7,111211E-1	4,500000E+2	6,507819E-1	4,500000E+2	5,926945E-1	4,500000E+2	5,478625E-1
4,515625E+2	5,158621E-1	4,515625E+2	5,291811E-1	4,515625E+2	5,992608E-1	4,515625E+2	7,010906E-1	4,515625E+2	6,419251E-1	4,515625E+2	5,802217E-1	4,515625E+2	5,371500E-1
4,531250E+2	5,182879E-1	4,531250E+2	5,267354E-1	4,531250E+2	6,002972E-1	4,531250E+2	6,997463E-1	4,531250E+2	6,461316E-1	4,531250E+2	5,917622E-1	4,531250E+2	5,495247E-1
4,546875E+2	5,140484E-1	4,546875E+2	5,250948E-1	4,546875E+2	5,987888E-1	4,546875E+2	7,070410E-1	4,546875E+2	6,517833E-1	4,546875E+2	6,008171E-1	4,546875E+2	5,542789E-1
4,562500E+2	5,209978E-1	4,562500E+2	5,092143E-1	4,562500E+2	5,889518E-1	4,562500E+2	7,047102E-1	4,562500E+2	6,424798E-1	4,562500E+2	5,904699E-1	4,562500E+2	5,494915E-1
4,578125E+2	5,144805E-1	4,578125E+2	5,141130E-1	4,578125E+2	5,917673E-1	4,578125E+2	7,009404E-1	4,578125E+2	6,468784E-1	4,578125E+2	5,991725E-1	4,578125E+2	5,564556E-1
4,593750E+2	4,940517E-1	4,593750E+2	5,093713E-1	4,593750E+2	5,853980E-1	4,593750E+2	6,908446E-1	4,593750E+2	6,446168E-1	4,593750E+2	5,912834E-1	4,593750E+2	5,470013E-1
4,609375E+2	5,005039E-1	4,609375E+2	5,239905E-1	4,609375E+2	5,986521E-1	4,609375E+2	7,025584E-1	4,609375E+2	6,655567E-1	4,609375E+2	6,094033E-1	4,609375E+2	5,701430E-1
4,625000E+2	5,004163E-1	4,625000E+2	5,226398E-1	4,625000E+2	5,973644E-1	4,625000E+2	7,047853E-1	4,625000E+2	6,671588E-1	4,625000E+2	6,065339E-1	4,625000E+2	5,701865E-1
4,640625E+2	5,088794E-1	4,640625E+2	5,198015E-1	4,640625E+2	5,933711E-1	4,640625E+2	7,017035E-1	4,640625E+2	6,648298E-1	4,640625E+2	6,042866E-1	4,640625E+2	5,705349E-1
4,656250E+2	4,984347E-1	4,656250E+2	5,126500E-1	4,656250E+2	5,891364E-1	4,656250E+2	6,992309E-1	4,656250E+2	6,620456E-1	4,656250E+2	6,045942E-1	4,656250E+2	5,731658E-1
4,671875E+2	4,888069E-1	4,671875E+2	5,016614E-1	4,671875E+2	5,751387E-1	4,671875E+2	6,923569E-1	4,671875E+2	6,546760E-1	4,671875E+2	5,951073E-1	4,671875E+2	5,554927E-1
4,687500E+2	4,879034E-1	4,687500E+2	4,995308E-1	4,687500E+2	5,735016E-1	4,687500E+2	6,880261E-1	4,687500E+2	6,582400E-1	4,687500E+2	6,012580E-1	4,687500E+2	5,552486E-1
4,703125E+2	4,900884E-1	4,703125E+2	4,943901E-1	4,703125E+2	5,734249E-1	4,703125E+2	6,893308E-1	4,703125E+2	6,556166E-1	4,703125E+2	6,155536E-1	4,703125E+2	5,569589E-1
4,718750E+2	4,958198E-1	4,718750E+2	4,958636E-1	4,718750E+2	5,765432E-1	4,718750E+2	6,913040E-1	4,718750E+2	6,624582E-1	4,718750E+2	6,140718E-1	4,718750E+2	5,593728E-1
4,734375E+2	4,850347E-1	4,734375E+2	4,953484E-1	4,734375E+2	5,748667E-1	4,734375E+2	6,872365E-1	4,734375E+2	6,616062E-1	4,734375E+2	6,116855E-1	4,734375E+2	5,616820E-1
4,750000E+2	5,072727E-1	4,750000E+2	5,149360E-1	4,750000E+2	5,865029E-1	4,750000E+2	7,011263E-1	4,750000E+2	6,723098E-1	4,750000E+2	6,265254E-1	4,750000E+2	5,916689E-1
4,765625E+2	4,900463E-1	4,765625E+2	5,078501E-1	4,765625E+2	5,822450E-1	4,765625E+2	6,988744E-1	4,765625E+2	6,765159E-1	4,765625E+2	6,303976E-1	4,765625E+2	5,836729E-1
4,781250E+2	5,014851E-1	4,781250E+2	5,163135E-1	4,781250E+2	5,825351E-1	4,781250E+2	7,029613E-1	4,781250E+2	6,882493E-1	4,781250E+2	6,328915E-1	4,781250E+2	5,948378E-1
4,796875E+2	5,005537E-1	4,796875E+2	5,157999E-1	4,796875E+2	5,839994E-1	4,796875E+2	6,984037E-1	4,796875E+2	6,865852E-1	4,796875E+2	6,358112E-1	4,796875E+2	5,948906E-1
4,812500E+2	4,802783E-1	4,812500E+2	5,102350E-1	4,812500E+2	5,836481E-1	4,812500E+2	6,906292E-1	4,812500E+2	6,771181E-1	4,812500E+2	6,313763E-1	4,812500E+2	5,938997E-1
4,828125E+2	4,659665E-1	4,828125E+2	4,849903E-1	4,828125E+2	5,588639E-1	4,828125E+2	6,784462E-1	4,828125E+2	6,653477E-1	4,828125E+2	6,147735E-1	4,828125E+2	5,804170E-1
4,843750E+2	4,675125E-1	4,843750E+2	4,893152E-1	4,843750E+2	5,598314E-1	4,843750E+2	6,780089E-1	4,843750E+2	6,730199E-1	4,843750E+2	6,190806E-1	4,843750E+2	5,810269E-1
4,859375E+2	4,672906E-1	4,859375E+2	4,887443E-1	4,859375E+2	5,601060E-1	4,859375E+2	6,896291E-1	4,859375E+2	6,722214E-1	4,859375E+2	6,248237E-1	4,859375E+2	5,823168E-1
4,875000E+2	4,481344E-1	4,875000E+2	4,776630E-1	4,875000E+2	5,514507E-1	4,875000E+2	6,853243E-1	4,875000E+2	6,693191E-1	4,875000E+2	6,227751E-1	4,875000E+2	5,693534E-1
