Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
1,906250E+2	7,474692E-1	1,906250E+2	-4,931280E-1
1,921875E+2	7,493442E-1	1,921875E+2	-4,890320E-1
1,937500E+2	7,531283E-1	1,937500E+2	-4,828338E-1
1,953125E+2	7,566214E-1	1,953125E+2	-4,769757E-1
1,968750E+2	7,520095E-1	1,968750E+2	-4,823791E-1
1,984375E+2	7,477287E-1	1,984375E+2	-4,875907E-1
2,000000E+2	7,323917E-1	2,000000E+2	-5,086894E-1
2,015625E+2	7,200933E-1	2,015625E+2	-5,256906E-1
2,031250E+2	7,176479E-1	2,031250E+2	-5,277722E-1
2,046875E+2	7,161005E-1	2,046875E+2	-5,289555E-1
2,062500E+2	7,185278E-1	2,062500E+2	-5,238009E-1
2,078125E+2	7,209481E-1	2,078125E+2	-5,187510E-1
2,093750E+2	7,190140E-1	2,093750E+2	-5,195257E-1
2,109375E+2	7,175227E-1	2,109375E+2	-5,200541E-1
2,125000E+2	7,108211E-1	2,125000E+2	-5,266827E-1
2,140625E+2	7,052071E-1	2,140625E+2	-5,324737E-1
2,156250E+2	6,916046E-1	2,156250E+2	-5,454718E-1
2,171875E+2	6,817484E-1	2,171875E+2	-5,555578E-1
2,187500E+2	6,853199E-1	2,187500E+2	-5,497606E-1
2,203125E+2	6,883493E-1	2,203125E+2	-5,444989E-1
2,218750E+2	6,766699E-1	2,218750E+2	-5,540221E-1
2,234375E+2	6,684507E-1	2,234375E+2	-5,614726E-1
2,250000E+2	6,695998E-1	2,250000E+2	-5,580311E-1
2,265625E+2	6,708342E-1	2,265625E+2	-5,547304E-1
2,281250E+2	6,640131E-1	2,281250E+2	-5,588127E-1
2,296875E+2	6,587412E-1	2,296875E+2	-5,624948E-1
2,312500E+2	6,430571E-1	2,312500E+2	-5,740904E-1
2,328125E+2	6,332827E-1	2,328125E+2	-5,834745E-1
2,343750E+2	6,343707E-1	2,343750E+2	-5,799375E-1
2,359375E+2	6,352649E-1	2,359375E+2	-5,768161E-1
2,375000E+2	6,201989E-1	2,375000E+2	-5,853741E-1
2,390625E+2	6,114383E-1	2,390625E+2	-5,932567E-1
2,406250E+2	6,102524E-1	2,406250E+2	-5,909846E-1
2,421875E+2	6,098140E-1	2,421875E+2	-5,891176E-1
2,437500E+2	6,005470E-1	2,437500E+2	-5,920660E-1
2,453125E+2	5,954597E-1	2,453125E+2	-5,958351E-1
2,468750E+2	5,962052E-1	2,468750E+2	-5,915831E-1
2,484375E+2	5,977541E-1	2,484375E+2	-5,876785E-1
2,500000E+2	6,021396E-1	2,500000E+2	-5,808071E-1
2,515625E+2	6,066132E-1	2,515625E+2	-5,740390E-1
2,531250E+2	6,113412E-1	2,531250E+2	-5,669034E-1
2,546875E+2	6,161106E-1	2,546875E+2	-5,598374E-1
2,562500E+2	6,209800E-1	2,562500E+2	-5,525943E-1
2,578125E+2	6,231984E-1	2,578125E+2	-5,447919E-1
2,593750E+2	5,481953E-1	2,593750E+2	-5,530877E-1
2,609375E+2	5,033503E-1	2,609375E+2	-6,271997E-1
2,625000E+2	4,503790E-1	2,625000E+2	-6,351864E-1
2,640625E+2	3,772313E-1	2,640625E+2	-6,779602E-1
2,656250E+2	3,840732E-1	2,656250E+2	-6,731273E-1
2,671875E+2	3,908437E-1	2,671875E+2	-6,682334E-1
2,687500E+2	3,974685E-1	2,687500E+2	-6,629824E-1
2,703125E+2	4,040120E-1	2,703125E+2	-6,576850E-1
2,718750E+2	4,104445E-1	2,718750E+2	-6,524136E-1
2,734375E+2	4,167981E-1	2,734375E+2	-6,470923E-1
2,750000E+2	4,230555E-1	2,750000E+2	-6,415876E-1
2,765625E+2	4,292285E-1	2,765625E+2	-6,360419E-1
2,781250E+2	4,352879E-1	2,781250E+2	-6,305209E-1
2,796875E+2	4,391813E-1	2,796875E+2	-6,254228E-1
2,812500E+2	3,842489E-1	2,812500E+2	-6,349978E-1
2,828125E+2	3,102154E-1	2,828125E+2	-6,536185E-1
2,843750E+2	3,150900E-1	2,843750E+2	-6,495127E-1
2,859375E+2	3,198681E-1	2,859375E+2	-6,453938E-1
2,875000E+2	3,240842E-1	2,875000E+2	-6,413253E-1
2,890625E+2	3,281913E-1	2,890625E+2	-6,372468E-1
2,906250E+2	3,316480E-1	2,906250E+2	-6,329114E-1
2,921875E+2	3,344966E-1	2,921875E+2	-6,286178E-1
2,937500E+2	3,247256E-1	2,937500E+2	-6,251821E-1
2,953125E+2	3,142862E-1	2,953125E+2	-6,219266E-1
2,968750E+2	3,123775E-1	2,968750E+2	-6,181724E-1
2,984375E+2	3,102504E-1	2,984375E+2	-6,145152E-1
3,000000E+2	3,098887E-1	3,000000E+2	-6,106753E-1
3,015625E+2	3,094228E-1	3,015625E+2	-6,069020E-1
3,031250E+2	3,112915E-1	3,031250E+2	-6,029304E-1
3,046875E+2	3,127706E-1	3,046875E+2	-5,990260E-1
3,062500E+2	3,074328E-1	3,062500E+2	-5,960049E-1
3,078125E+2	3,019540E-1	3,078125E+2	-5,931163E-1
3,093750E+2	3,038201E-1	3,093750E+2	-5,895699E-1
3,109375E+2	3,054154E-1	3,109375E+2	-5,861090E-1
3,125000E+2	3,026861E-1	3,125000E+2	-5,838658E-1
3,140625E+2	2,998336E-1	3,140625E+2	-5,817701E-1
3,156250E+2	2,998563E-1	3,156250E+2	-5,794286E-1
3,171875E+2	2,997594E-1	3,171875E+2	-5,771983E-1
3,187500E+2	2,995966E-1	3,187500E+2	-5,752647E-1
3,203125E+2	2,992073E-1	3,203125E+2	-5,735193E-1
3,218750E+2	2,959749E-1	3,218750E+2	-5,736909E-1
3,234375E+2	2,927196E-1	3,234375E+2	-5,740419E-1
3,250000E+2	2,936570E-1	3,250000E+2	-5,724473E-1
3,265625E+2	2,943854E-1	3,265625E+2	-5,710232E-1
3,281250E+2	2,915259E-1	3,281250E+2	-5,716803E-1
3,296875E+2	2,885950E-1	3,296875E+2	-5,725396E-1
3,312500E+2	2,876914E-1	3,312500E+2	-5,722503E-1
3,328125E+2	2,866380E-1	3,328125E+2	-5,721489E-1
3,343750E+2	2,840750E-1	3,343750E+2	-5,728632E-1
3,359375E+2	2,813262E-1	3,359375E+2	-5,738063E-1
3,375000E+2	2,772465E-1	3,375000E+2	-5,749779E-1
3,390625E+2	2,730054E-1	3,390625E+2	-5,763761E-1
3,406250E+2	2,694441E-1	3,406250E+2	-5,771087E-1
3,421875E+2	2,657026E-1	3,421875E+2	-5,780385E-1
3,437500E+2	2,615767E-1	3,437500E+2	-5,786470E-1
3,453125E+2	2,572864E-1	3,453125E+2	-5,794255E-1
3,468750E+2	2,534774E-1	3,468750E+2	-5,794681E-1
3,484375E+2	2,494795E-1	3,484375E+2	-5,796574E-1
3,500000E+2	2,450010E-1	3,500000E+2	-5,794889E-1
3,515625E+2	2,401844E-1	3,515625E+2	-5,794711E-1
3,531250E+2	2,316906E-1	3,531250E+2	-5,795020E-1
3,546875E+2	2,231051E-1	3,546875E+2	-5,796084E-1
3,562500E+2	2,209505E-1	3,562500E+2	-5,779392E-1
3,578125E+2	2,184787E-1	3,578125E+2	-5,763422E-1
3,593750E+2	2,108565E-1	3,593750E+2	-5,747424E-1
3,609375E+2	2,030535E-1	3,609375E+2	-5,731679E-1
3,625000E+2	1,974609E-1	3,625000E+2	-5,706388E-1
3,640625E+2	1,917229E-1	3,640625E+2	-5,681263E-1
3,656250E+2	1,868627E-1	3,656250E+2	-5,649747E-1
3,671875E+2	1,817956E-1	3,671875E+2	-5,618178E-1
3,687500E+2	1,752813E-1	3,687500E+2	-5,578254E-1
3,703125E+2	1,686496E-1	3,703125E+2	-5,538046E-1
3,718750E+2	1,632968E-1	3,718750E+2	-5,492328E-1
3,734375E+2	1,578465E-1	3,734375E+2	-5,446409E-1
3,750000E+2	1,531070E-1	3,750000E+2	-5,396561E-1
3,765625E+2	1,482598E-1	3,765625E+2	-5,346384E-1
3,781250E+2	1,433326E-1	3,781250E+2	-5,288774E-1
3,796875E+2	1,383448E-1	3,796875E+2	-5,230846E-1
3,812500E+2	1,340981E-1	3,812500E+2	-5,167815E-1
3,828125E+2	1,298201E-1	3,828125E+2	-5,104647E-1
3,843750E+2	1,265082E-1	3,843750E+2	-5,039388E-1
3,859375E+2	1,231671E-1	3,859375E+2	-4,974080E-1
3,875000E+2	1,205290E-1	3,875000E+2	-4,905929E-1
3,890625E+2	1,178520E-1	3,890625E+2	-4,837662E-1
3,906250E+2	1,154392E-1	3,906250E+2	-4,762778E-1
3,921875E+2	1,130182E-1	3,921875E+2	-4,688110E-1
3,937500E+2	1,114137E-1	3,937500E+2	-4,613277E-1
3,953125E+2	1,097985E-1	3,953125E+2	-4,538759E-1
3,968750E+2	1,089612E-1	3,968750E+2	-4,463955E-1
3,984375E+2	1,080982E-1	3,984375E+2	-4,389420E-1
4,000000E+2	1,077216E-1	4,000000E+2	-4,311777E-1
4,015625E+2	1,073309E-1	4,015625E+2	-4,234765E-1
4,031250E+2	1,077901E-1	4,031250E+2	-4,161456E-1
4,046875E+2	1,082145E-1	4,046875E+2	-4,088673E-1
4,062500E+2	1,092035E-1	4,062500E+2	-4,017151E-1
4,078125E+2	1,101479E-1	4,078125E+2	-3,946072E-1
4,093750E+2	1,115849E-1	4,093750E+2	-3,874355E-1
4,109375E+2	1,129685E-1	4,109375E+2	-3,803274E-1
4,125000E+2	1,148283E-1	4,125000E+2	-3,736112E-1
4,140625E+2	1,166276E-1	4,140625E+2	-3,669441E-1
4,156250E+2	1,188514E-1	4,156250E+2	-3,604989E-1
4,171875E+2	1,210025E-1	4,171875E+2	-3,541014E-1
4,187500E+2	1,234017E-1	4,187500E+2	-3,480370E-1
4,203125E+2	1,257287E-1	4,203125E+2	-3,420072E-1
4,218750E+2	1,283409E-1	4,218750E+2	-3,361671E-1
4,234375E+2	1,308753E-1	4,234375E+2	-3,303560E-1
4,250000E+2	1,336176E-1	4,250000E+2	-3,247415E-1
4,265625E+2	1,362765E-1	4,265625E+2	-3,191555E-1
4,281250E+2	1,390218E-1	4,281250E+2	-3,138858E-1
4,296875E+2	1,416885E-1	4,296875E+2	-3,086215E-1
4,312500E+2	1,444863E-1	4,312500E+2	-3,032634E-1
4,328125E+2	1,472001E-1	4,328125E+2	-2,979244E-1
4,343750E+2	1,500067E-1	4,343750E+2	-2,928344E-1
4,359375E+2	1,527404E-1	4,359375E+2	-2,877287E-1
4,375000E+2	1,557582E-1	4,375000E+2	-2,821691E-1
4,390625E+2	1,586865E-1	4,390625E+2	-2,766266E-1
4,406250E+2	1,618330E-1	4,406250E+2	-2,713791E-1
4,421875E+2	1,649072E-1	4,421875E+2	-2,661123E-1
4,437500E+2	1,685415E-1	4,437500E+2	-2,604934E-1
4,453125E+2	1,720874E-1	4,453125E+2	-2,548607E-1
4,468750E+2	1,762144E-1	4,468750E+2	-2,491592E-1
4,484375E+2	1,802416E-1	4,484375E+2	-2,434397E-1
4,500000E+2	1,848609E-1	4,500000E+2	-2,378525E-1
4,515625E+2	1,893855E-1	4,515625E+2	-2,322225E-1
4,531250E+2	1,948002E-1	4,531250E+2	-2,265617E-1
4,546875E+2	2,001098E-1	4,546875E+2	-2,208410E-1
4,562500E+2	2,064916E-1	4,562500E+2	-2,152667E-1
4,578125E+2	2,127316E-1	4,578125E+2	-2,096136E-1
4,593750E+2	2,195778E-1	4,593750E+2	-2,045798E-1
4,609375E+2	2,263371E-1	4,609375E+2	-1,994237E-1
4,625000E+2	2,347444E-1	4,625000E+2	-1,946213E-1
4,640625E+2	2,429955E-1	4,640625E+2	-1,896526E-1
4,656250E+2	2,516060E-1	4,656250E+2	-1,858278E-1
4,671875E+2	2,601704E-1	4,671875E+2	-1,818036E-1
4,687500E+2	2,706065E-1	4,687500E+2	-1,788805E-1
4,703125E+2	2,809708E-1	4,703125E+2	-1,756704E-1
4,718750E+2	2,919478E-1	4,718750E+2	-1,740562E-1
4,734375E+2	3,029760E-1	4,734375E+2	-1,721272E-1
4,750000E+2	3,154061E-1	4,750000E+2	-1,722362E-1
4,765625E+2	3,279569E-1	4,765625E+2	-1,719641E-1
4,781250E+2	3,408145E-1	4,781250E+2	-1,742493E-1
4,796875E+2	3,539502E-1	4,796875E+2	-1,761652E-1
4,812500E+2	3,669175E-1	4,812500E+2	-1,807997E-1
4,828125E+2	3,802593E-1	4,828125E+2	-1,850839E-1
4,843750E+2	3,915821E-1	4,843750E+2	-1,909855E-1
4,859375E+2	4,033157E-1	4,859375E+2	-1,966723E-1
4,875000E+2	4,130587E-1	4,875000E+2	-2,031972E-1
4,890625E+2	4,232137E-1	4,890625E+2	-2,096548E-1
4,906250E+2	4,321020E-1	4,906250E+2	-2,173180E-1
4,921875E+2	4,413902E-1	4,921875E+2	-2,249730E-1
4,937500E+2	4,489989E-1	4,937500E+2	-2,328739E-1
4,953125E+2	4,569506E-1	4,953125E+2	-2,408221E-1
4,968750E+2	4,633266E-1	4,968750E+2	-2,486653E-1
4,984375E+2	4,699968E-1	4,984375E+2	-2,566277E-1
5,000000E+2	4,755436E-1	5,000000E+2	-2,651298E-1
5,015625E+2	4,813512E-1	5,015625E+2	-2,737640E-1
5,031250E+2	4,860530E-1	5,031250E+2	-2,820945E-1
5,046875E+2	4,909592E-1	5,046875E+2	-2,905625E-1
5,062500E+2	4,945890E-1	5,062500E+2	-2,986645E-1
5,078125E+2	4,983945E-1	5,078125E+2	-3,069531E-1
5,093750E+2	5,016809E-1	5,093750E+2	-3,159075E-1
5,109375E+2	5,051035E-1	5,109375E+2	-3,250043E-1
5,125000E+2	5,072641E-1	5,125000E+2	-3,330984E-1
5,140625E+2	5,095175E-1	5,140625E+2	-3,413425E-1
5,156250E+2	5,109091E-1	5,156250E+2	-3,492873E-1
5,171875E+2	5,123876E-1	5,171875E+2	-3,573898E-1
5,187500E+2	5,137159E-1	5,187500E+2	-3,656871E-1
5,203125E+2	5,151081E-1	5,203125E+2	-3,741143E-1
5,218750E+2	5,156539E-1	5,218750E+2	-3,820692E-1
5,234375E+2	5,162547E-1	5,234375E+2	-3,901440E-1
5,250000E+2	5,164520E-1	5,250000E+2	-3,979660E-1
5,265625E+2	5,167041E-1	5,265625E+2	-4,058742E-1
5,281250E+2	5,167297E-1	5,281250E+2	-4,130262E-1
5,296875E+2	5,167928E-1	5,296875E+2	-4,202786E-1
5,312500E+2	5,161853E-1	5,312500E+2	-4,276684E-1
5,328125E+2	5,156358E-1	5,328125E+2	-4,350991E-1
5,343750E+2	5,152453E-1	5,343750E+2	-4,412805E-1
5,359375E+2	5,149511E-1	5,359375E+2	-4,474168E-1
5,375000E+2	5,154456E-1	5,375000E+2	-4,508519E-1
5,390625E+2	5,155370E-1	5,390625E+2	-4,551301E-1
5,406250E+2	5,037088E-1	5,406250E+2	-4,792346E-1
5,421875E+2	4,917329E-1	5,421875E+2	-5,027014E-1
5,437500E+2	4,933351E-1	5,437500E+2	-5,033324E-1
5,453125E+2	4,950455E-1	5,453125E+2	-5,039176E-1
5,468750E+2	4,975664E-1	5,468750E+2	-5,033961E-1
5,484375E+2	5,000402E-1	5,484375E+2	-5,030372E-1
5,500000E+2	4,997418E-1	5,500000E+2	-5,067283E-1
5,515625E+2	4,991535E-1	5,515625E+2	-5,108282E-1
5,531250E+2	4,899297E-1	5,531250E+2	-5,237787E-1
5,546875E+2	4,808105E-1	5,546875E+2	-5,364102E-1
5,562500E+2	4,786254E-1	5,562500E+2	-5,411036E-1
5,578125E+2	4,765255E-1	5,578125E+2	-5,457723E-1
5,593750E+2	4,754349E-1	5,593750E+2	-5,488249E-1
5,609375E+2	4,744542E-1	5,609375E+2	-5,518500E-1
5,625000E+2	4,749685E-1	5,625000E+2	-5,533279E-1
5,640625E+2	4,755428E-1	5,640625E+2	-5,548139E-1
5,656250E+2	4,765033E-1	5,656250E+2	-5,558479E-1
5,671875E+2	4,774569E-1	5,671875E+2	-5,569442E-1
5,687500E+2	4,774049E-1	5,687500E+2	-5,590657E-1
5,703125E+2	4,772732E-1	5,703125E+2	-5,612941E-1
5,718750E+2	4,744306E-1	5,718750E+2	-5,657181E-1
5,734375E+2	4,707292E-1	5,734375E+2	-5,709039E-1
5,750000E+2	4,455111E-1	5,750000E+2	-5,938457E-1
5,765625E+2	4,207097E-1	5,765625E+2	-6,150082E-1
5,781250E+2	4,251343E-1	5,781250E+2	-6,126696E-1
5,796875E+2	4,281757E-1	5,796875E+2	-6,112455E-1
5,812500E+2	3,976714E-1	5,812500E+2	-6,322234E-1
5,828125E+2	3,680143E-1	5,828125E+2	-6,510803E-1
5,843750E+2	3,726016E-1	5,843750E+2	-6,489034E-1
5,859375E+2	3,771358E-1	5,859375E+2	-6,467175E-1
5,875000E+2	3,801069E-1	5,875000E+2	-6,453876E-1
5,890625E+2	3,830594E-1	5,890625E+2	-6,440644E-1
5,906250E+2	3,847605E-1	5,906250E+2	-6,434925E-1
5,921875E+2	3,864666E-1	5,921875E+2	-6,429295E-1
5,937500E+2	3,871644E-1	5,937500E+2	-6,429011E-1
5,953125E+2	3,873989E-1	5,953125E+2	-6,431468E-1
5,968750E+2	3,752079E-1	5,968750E+2	-6,500307E-1
5,984375E+2	3,634083E-1	5,984375E+2	-6,565419E-1
6,000000E+2	3,587649E-1	6,000000E+2	-6,589978E-1
6,015625E+2	3,542431E-1	6,015625E+2	-6,613990E-1
6,031250E+2	3,503998E-1	6,031250E+2	-6,632531E-1
6,046875E+2	3,464855E-1	6,046875E+2	-6,651412E-1
6,062500E+2	3,387035E-1	6,062500E+2	-6,684065E-1
6,078125E+2	3,308399E-1	6,078125E+2	-6,716690E-1
6,093750E+2	3,179383E-1	6,093750E+2	-6,767858E-1
6,109375E+2	3,056258E-1	6,109375E+2	-6,815124E-1
6,125000E+2	3,029302E-1	6,125000E+2	-6,821736E-1
6,140625E+2	3,001795E-1	6,140625E+2	-6,828556E-1
6,156250E+2	2,939072E-1	6,156250E+2	-6,844755E-1
6,171875E+2	2,877878E-1	6,171875E+2	-6,860212E-1
6,187500E+2	2,817729E-1	6,187500E+2	-6,870934E-1
6,203125E+2	2,759742E-1	6,203125E+2	-6,880993E-1
6,218750E+2	2,716282E-1	6,218750E+2	-6,886421E-1
6,234375E+2	2,673230E-1	6,234375E+2	-6,891608E-1
6,250000E+2	2,607167E-1	6,250000E+2	-6,897800E-1
6,265625E+2	2,543374E-1	6,265625E+2	-6,903304E-1
6,281250E+2	2,488667E-1	6,281250E+2	-6,902535E-1
6,296875E+2	2,435654E-1	6,296875E+2	-6,901499E-1
6,312500E+2	2,381865E-1	6,312500E+2	-6,899971E-1
6,328125E+2	2,329898E-1	6,328125E+2	-6,898233E-1
6,343750E+2	2,277368E-1	6,343750E+2	-6,895539E-1
6,359375E+2	2,226761E-1	6,359375E+2	-6,892548E-1
6,375000E+2	2,176548E-1	6,375000E+2	-6,885466E-1
6,390625E+2	2,128111E-1	6,390625E+2	-6,878342E-1
6,406250E+2	2,075925E-1	6,406250E+2	-6,870071E-1
6,421875E+2	2,025863E-1	6,421875E+2	-6,861724E-1
6,437500E+2	1,977349E-1	6,437500E+2	-6,849704E-1
6,453125E+2	1,930794E-1	6,453125E+2	-6,837803E-1
6,468750E+2	1,882602E-1	6,468750E+2	-6,823781E-1
6,484375E+2	1,836631E-1	6,484375E+2	-6,809966E-1
6,500000E+2	1,794100E-1	6,500000E+2	-6,793631E-1
6,515625E+2	1,753360E-1	6,515625E+2	-6,777642E-1
6,531250E+2	1,708368E-1	6,531250E+2	-6,760119E-1
6,546875E+2	1,665691E-1	6,546875E+2	-6,742954E-1
6,562500E+2	1,628534E-1	6,562500E+2	-6,722384E-1
6,578125E+2	1,593129E-1	6,578125E+2	-6,702313E-1
6,593750E+2	1,554392E-1	6,593750E+2	-6,679923E-1
6,609375E+2	1,517754E-1	6,609375E+2	-6,658159E-1
6,625000E+2	1,484565E-1	6,625000E+2	-6,634532E-1
6,640625E+2	1,453114E-1	6,640625E+2	-6,611549E-1
6,656250E+2	1,419797E-1	6,656250E+2	-6,586042E-1
6,671875E+2	1,388378E-1	6,671875E+2	-6,561322E-1
6,687500E+2	1,358448E-1	6,687500E+2	-6,535350E-1
6,703125E+2	1,330395E-1	6,703125E+2	-6,510191E-1
6,718750E+2	1,305414E-1	6,718750E+2	-6,483466E-1
6,734375E+2	1,281937E-1	6,734375E+2	-6,457564E-1
6,750000E+2	1,256001E-1	6,750000E+2	-6,430116E-1
6,765625E+2	1,232023E-1	6,765625E+2	-6,403592E-1
6,781250E+2	1,215252E-1	6,781250E+2	-6,376497E-1
6,796875E+2	1,199815E-1	6,796875E+2	-6,350235E-1
6,812500E+2	1,182907E-1	6,812500E+2	-6,323288E-1
6,828125E+2	1,167421E-1	6,828125E+2	-6,297176E-1
6,843750E+2	1,152329E-1	6,843750E+2	-6,270220E-1
6,859375E+2	1,138674E-1	6,859375E+2	-6,244165E-1
6,875000E+2	1,126244E-1	6,875000E+2	-6,218894E-1
6,890625E+2	1,115285E-1	6,890625E+2	-6,194501E-1
6,906250E+2	1,107221E-1	6,906250E+2	-6,171632E-1
6,921875E+2	1,100550E-1	6,921875E+2	-6,149463E-1
6,937500E+2	1,096155E-1	6,937500E+2	-6,127484E-1
6,953125E+2	1,092860E-1	6,953125E+2	-6,106153E-1
6,968750E+2	1,086485E-1	6,968750E+2	-6,085411E-1
6,984375E+2	1,081540E-1	6,984375E+2	-6,065389E-1
7,000000E+2	1,078836E-1	7,000000E+2	-6,047083E-1
7,015625E+2	1,077394E-1	7,015625E+2	-6,029436E-1
7,031250E+2	1,074653E-1	7,031250E+2	-6,014744E-1
7,046875E+2	1,073367E-1	7,046875E+2	-6,000569E-1
7,062500E+2	1,073110E-1	7,062500E+2	-5,987260E-1
7,078125E+2	1,074188E-1	7,078125E+2	-5,974507E-1
7,093750E+2	1,073873E-1	7,093750E+2	-5,965023E-1
7,109375E+2	1,074988E-1	7,109375E+2	-5,955989E-1
7,125000E+2	1,074425E-1	7,125000E+2	-5,948938E-1
7,140625E+2	1,075428E-1	7,140625E+2	-5,942315E-1
7,156250E+2	1,075966E-1	7,156250E+2	-5,938121E-1
7,171875E+2	1,077955E-1	7,171875E+2	-5,934273E-1
7,187500E+2	1,075503E-1	7,187500E+2	-5,931830E-1
7,203125E+2	1,074843E-1	7,203125E+2	-5,929797E-1
7,218750E+2	1,074485E-1	7,218750E+2	-5,930156E-1
