Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	
1,268750E+3	7,239819E-1
1,270312E+3	7,247257E-1
1,271875E+3	7,251549E-1
1,273437E+3	7,255323E-1
1,275000E+3	7,256730E-1
1,276562E+3	7,257623E-1
1,278125E+3	7,255319E-1
1,279687E+3	7,252551E-1
1,281250E+3	7,247079E-1
1,282812E+3	7,241174E-1
1,284375E+3	7,232334E-1
1,285937E+3	7,223144E-1
1,287500E+3	7,212405E-1
1,289062E+3	7,201362E-1
1,290625E+3	7,190226E-1
1,292187E+3	7,178745E-1
1,293750E+3	7,166735E-1
1,295312E+3	7,154501E-1
1,296875E+3	7,144774E-1
1,298437E+3	7,134755E-1
1,300000E+3	7,126907E-1
1,301562E+3	7,118710E-1
1,303125E+3	7,112392E-1
1,304687E+3	7,105640E-1
1,306250E+3	7,098305E-1
1,307812E+3	7,090406E-1
1,309375E+3	7,079075E-1
1,310937E+3	7,067148E-1
1,312500E+3	7,049816E-1
1,314062E+3	7,031995E-1
1,315625E+3	7,010220E-1
1,317187E+3	6,988126E-1
1,318750E+3	6,964197E-1
1,320312E+3	6,939975E-1
1,321875E+3	6,914978E-1
1,323437E+3	6,889719E-1
1,325000E+3	6,865209E-1
1,326562E+3	6,840435E-1
1,328125E+3	6,815899E-1
1,329687E+3	6,790970E-1
1,331250E+3	6,766414E-1
1,332812E+3	6,741498E-1
1,334375E+3	6,720914E-1
1,335937E+3	6,699859E-1
1,337500E+3	6,678209E-1
1,339062E+3	6,656045E-1
1,340625E+3	6,636429E-1
1,342187E+3	6,616243E-1
1,343750E+3	6,597897E-1
1,345312E+3	6,578874E-1
1,346875E+3	6,561304E-1
1,348437E+3	6,542929E-1
1,350000E+3	6,526553E-1
1,351562E+3	6,509250E-1
1,353125E+3	6,494582E-1
1,354687E+3	6,478809E-1
1,356250E+3	6,465612E-1
1,357812E+3	6,451300E-1
1,359375E+3	6,439934E-1
1,360937E+3	6,427310E-1
1,362500E+3	6,416604E-1
1,364062E+3	6,404557E-1
1,365625E+3	6,396924E-1
1,367187E+3	6,387437E-1
1,368750E+3	6,375677E-1
1,370312E+3	6,361819E-1
1,371875E+3	6,355680E-1
1,373437E+3	6,346243E-1
1,375000E+3	6,340633E-1
1,376562E+3	6,326751E-1
1,378125E+3	6,322288E-1
1,379687E+3	6,316752E-1
1,381250E+3	6,313232E-1
1,382812E+3	6,308981E-1
1,384375E+3	6,305566E-1
1,385937E+3	6,300897E-1
1,387500E+3	6,297826E-1
1,389062E+3	6,291865E-1
1,390625E+3	6,289385E-1
1,392187E+3	6,283182E-1
1,393750E+3	6,280759E-1
1,395312E+3	6,275060E-1
1,396875E+3	6,272727E-1
1,398437E+3	6,266409E-1
1,400000E+3	6,264123E-1
1,401562E+3	6,257434E-1
1,403125E+3	6,255101E-1
1,404687E+3	6,247916E-1
1,406250E+3	6,245380E-1
1,407812E+3	6,238098E-1
1,409375E+3	6,235149E-1
1,410937E+3	6,227013E-1
1,412500E+3	6,224056E-1
1,414062E+3	6,215810E-1
1,415625E+3	6,212436E-1
1,417187E+3	6,203336E-1
1,418750E+3	6,199548E-1
1,420312E+3	6,189655E-1
1,421875E+3	6,185828E-1
1,423437E+3	6,175175E-1
1,425000E+3	6,170926E-1
1,426562E+3	6,159179E-1
1,428125E+3	6,154742E-1
