Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
4,359375E+2	7,929578E-1	4,359375E+2	-1,778686E-1
4,375000E+2	7,909157E-1	4,375000E+2	-1,864668E-1
4,390625E+2	7,909115E-1	4,390625E+2	-1,900506E-1
4,406250E+2	7,909722E-1	4,406250E+2	-1,935704E-1
4,421875E+2	7,916713E-1	4,421875E+2	-1,945091E-1
4,437500E+2	7,924354E-1	4,437500E+2	-1,953725E-1
4,453125E+2	7,930626E-1	4,453125E+2	-1,954006E-1
4,468750E+2	7,937514E-1	4,468750E+2	-1,953476E-1
4,484375E+2	7,932717E-1	4,484375E+2	-1,957736E-1
4,500000E+2	7,928607E-1	4,500000E+2	-1,961149E-1
4,515625E+2	7,914179E-1	4,515625E+2	-2,004499E-1
4,531250E+2	7,900484E-1	4,531250E+2	-2,046703E-1
4,546875E+2	7,852491E-1	4,546875E+2	-2,174533E-1
4,562500E+2	7,804277E-1	4,562500E+2	-2,300003E-1
4,578125E+2	7,776256E-1	4,578125E+2	-2,357501E-1
4,593750E+2	7,749133E-1	4,593750E+2	-2,413353E-1
4,609375E+2	7,729002E-1	4,609375E+2	-2,414491E-1
4,625000E+2	7,709902E-1	4,625000E+2	-2,414537E-1
4,640625E+2	7,697269E-1	4,640625E+2	-2,399924E-1
4,656250E+2	7,685526E-1	4,656250E+2	-2,384335E-1
4,671875E+2	7,678824E-1	4,671875E+2	-2,396101E-1
4,687500E+2	7,673099E-1	4,687500E+2	-2,406485E-1
4,703125E+2	7,664714E-1	4,703125E+2	-2,484302E-1
4,718750E+2	7,657063E-1	4,718750E+2	-2,559938E-1
4,734375E+2	7,669988E-1	4,734375E+2	-2,618691E-1
4,750000E+2	7,683687E-1	4,750000E+2	-2,675435E-1
4,765625E+2	7,693783E-1	4,765625E+2	-2,707019E-1
4,781250E+2	7,704807E-1	4,781250E+2	-2,736673E-1
4,796875E+2	7,686978E-1	4,796875E+2	-2,764186E-1
4,812500E+2	7,670505E-1	4,812500E+2	-2,789663E-1
4,828125E+2	7,639695E-1	4,828125E+2	-2,825061E-1
4,843750E+2	7,610543E-1	4,843750E+2	-2,858134E-1
4,859375E+2	7,563539E-1	4,859375E+2	-2,903227E-1
4,875000E+2	7,518652E-1	4,875000E+2	-2,945594E-1
4,890625E+2	7,483233E-1	4,890625E+2	-2,980668E-1
4,906250E+2	7,449827E-1	4,906250E+2	-3,013215E-1
4,921875E+2	7,439341E-1	4,921875E+2	-3,038020E-1
4,937500E+2	7,430419E-1	4,937500E+2	-3,060456E-1
4,953125E+2	7,432787E-1	4,953125E+2	-3,091983E-1
4,968750E+2	7,436524E-1	4,968750E+2	-3,120899E-1
4,984375E+2	7,431707E-1	4,984375E+2	-3,160236E-1
5,000000E+2	7,428446E-1	5,000000E+2	-3,196660E-1
5,015625E+2	7,385347E-1	5,015625E+2	-3,241461E-1
5,031250E+2	7,344929E-1	5,031250E+2	-3,282937E-1
5,046875E+2	7,311959E-1	5,046875E+2	-3,285663E-1
5,062500E+2	7,281512E-1	5,062500E+2	-3,286303E-1
5,078125E+2	7,262848E-1	5,078125E+2	-3,274617E-1
5,093750E+2	7,246289E-1	5,093750E+2	-3,261140E-1
5,109375E+2	7,226508E-1	5,109375E+2	-3,250330E-1
5,125000E+2	7,208949E-1	5,125000E+2	-3,237691E-1
5,140625E+2	7,196346E-1	5,140625E+2	-3,246783E-1
5,156250E+2	7,185975E-1	5,156250E+2	-3,253389E-1
5,171875E+2	7,175275E-1	5,171875E+2	-3,288174E-1
5,187500E+2	7,166888E-1	5,187500E+2	-3,319645E-1
5,203125E+2	7,163017E-1	5,203125E+2	-3,367633E-1
5,218750E+2	7,161315E-1	5,218750E+2	-3,411839E-1
5,234375E+2	7,156964E-1	5,234375E+2	-3,457175E-1
5,250000E+2	7,154888E-1	5,250000E+2	-3,498691E-1
5,265625E+2	7,148641E-1	5,265625E+2	-3,522493E-1
5,281250E+2	7,144813E-1	5,281250E+2	-3,543084E-1
5,296875E+2	7,108000E-1	5,296875E+2	-3,564272E-1
5,312500E+2	7,074820E-1	5,312500E+2	-3,582350E-1
5,328125E+2	6,984231E-1	5,328125E+2	-3,649053E-1
5,343750E+2	6,900161E-1	5,343750E+2	-3,710285E-1
5,359375E+2	6,836665E-1	5,359375E+2	-3,758594E-1
5,375000E+2	6,778521E-1	5,375000E+2	-3,802379E-1
5,390625E+2	6,769636E-1	5,390625E+2	-3,827691E-1
5,406250E+2	6,763648E-1	5,406250E+2	-3,849330E-1
5,421875E+2	6,785033E-1	5,421875E+2	-3,845994E-1
5,437500E+2	6,808085E-1	5,437500E+2	-3,839695E-1
5,453125E+2	6,828643E-1	5,453125E+2	-3,826756E-1
5,468750E+2	6,850840E-1	5,468750E+2	-3,811034E-1
5,484375E+2	6,834692E-1	5,484375E+2	-3,804651E-1
5,500000E+2	6,821797E-1	5,500000E+2	-3,795547E-1
5,515625E+2	6,769667E-1	5,515625E+2	-3,801330E-1
5,531250E+2	6,722955E-1	5,531250E+2	-3,804184E-1
5,546875E+2	6,683922E-1	5,546875E+2	-3,813153E-1
5,562500E+2	6,649857E-1	5,562500E+2	-3,818817E-1
5,578125E+2	6,614444E-1	5,578125E+2	-3,844261E-1
5,593750E+2	6,584215E-1	5,593750E+2	-3,865362E-1
5,609375E+2	6,542269E-1	5,609375E+2	-3,922194E-1
5,625000E+2	6,506422E-1	5,625000E+2	-3,972651E-1
5,640625E+2	6,458076E-1	5,640625E+2	-4,026238E-1
5,656250E+2	6,416681E-1	5,656250E+2	-4,073537E-1
5,671875E+2	6,398745E-1	5,671875E+2	-4,065440E-1
5,687500E+2	6,385400E-1	5,687500E+2	-4,054549E-1
5,703125E+2	6,395864E-1	5,703125E+2	-4,023729E-1
5,718750E+2	6,409075E-1	5,718750E+2	-3,990688E-1
5,734375E+2	6,404010E-1	5,734375E+2	-3,982138E-1
5,750000E+2	6,403040E-1	5,750000E+2	-3,970494E-1
5,765625E+2	6,376811E-1	5,765625E+2	-3,991881E-1
5,781250E+2	6,356705E-1	5,781250E+2	-4,008596E-1
5,796875E+2	6,311846E-1	5,796875E+2	-4,050315E-1
5,812500E+2	6,275177E-1	5,812500E+2	-4,085996E-1
5,828125E+2	6,247058E-1	5,828125E+2	-4,104067E-1
5,843750E+2	6,225830E-1	5,843750E+2	-4,117578E-1
5,859375E+2	6,218676E-1	5,859375E+2	-4,122028E-1
5,875000E+2	6,216898E-1	5,875000E+2	-4,122397E-1
5,890625E+2	6,219719E-1	5,890625E+2	-4,116651E-1
5,906250E+2	6,227206E-1	5,906250E+2	-4,107179E-1
5,921875E+2	6,223904E-1	5,921875E+2	-4,095669E-1
5,937500E+2	6,225707E-1	5,937500E+2	-4,080868E-1
5,953125E+2	6,193242E-1	5,953125E+2	-4,095632E-1
5,968750E+2	6,169204E-1	5,968750E+2	-4,105836E-1
5,984375E+2	6,139201E-1	5,984375E+2	-4,114114E-1
6,000000E+2	6,117658E-1	6,000000E+2	-4,118301E-1
6,015625E+2	6,077770E-1	6,015625E+2	-4,152021E-1
6,031250E+2	6,048704E-1	6,031250E+2	-4,179535E-1
6,046875E+2	6,047100E-1	6,046875E+2	-4,173720E-1
6,062500E+2	6,051914E-1	6,062500E+2	-4,163962E-1
6,078125E+2	6,054144E-1	6,078125E+2	-4,152329E-1
6,093750E+2	6,062562E-1	6,093750E+2	-4,136993E-1
6,109375E+2	6,049815E-1	6,109375E+2	-4,134726E-1
6,125000E+2	6,045326E-1	6,125000E+2	-4,128507E-1
6,140625E+2	6,000215E-1	6,140625E+2	-4,153201E-1
6,156250E+2	5,968788E-1	6,156250E+2	-4,172791E-1
6,171875E+2	5,964594E-1	6,171875E+2	-4,162821E-1
6,187500E+2	5,968536E-1	6,187500E+2	-4,149311E-1
6,203125E+2	5,984590E-1	6,203125E+2	-4,130078E-1
6,218750E+2	6,006820E-1	6,218750E+2	-4,107038E-1
6,234375E+2	6,017983E-1	6,234375E+2	-4,097781E-1
6,250000E+2	6,036687E-1	6,250000E+2	-4,083936E-1
6,265625E+2	6,013330E-1	6,265625E+2	-4,109834E-1
6,281250E+2	6,004387E-1	6,281250E+2	-4,129279E-1
6,296875E+2	5,989601E-1	6,296875E+2	-4,133840E-1
6,312500E+2	5,987625E-1	6,312500E+2	-4,134204E-1
6,328125E+2	5,954963E-1	6,328125E+2	-4,157279E-1
6,343750E+2	5,940245E-1	6,343750E+2	-4,175739E-1
6,359375E+2	5,912112E-1	6,359375E+2	-4,190258E-1
6,375000E+2	5,901848E-1	6,375000E+2	-4,201668E-1
6,390625E+2	5,899164E-1	6,390625E+2	-4,195541E-1
6,406250E+2	5,909870E-1	6,406250E+2	-4,186889E-1
6,421875E+2	5,912769E-1	6,421875E+2	-4,191065E-1
6,437500E+2	5,930564E-1	6,437500E+2	-4,191314E-1
6,453125E+2	5,935851E-1	6,453125E+2	-4,194514E-1
6,468750E+2	5,956828E-1	6,468750E+2	-4,194234E-1
6,484375E+2	5,951968E-1	6,484375E+2	-4,194707E-1
6,500000E+2	5,964982E-1	6,500000E+2	-4,194509E-1
6,515625E+2	5,960753E-1	6,515625E+2	-4,191286E-1
6,531250E+2	5,974771E-1	6,531250E+2	-4,189199E-1
6,546875E+2	5,976762E-1	6,546875E+2	-4,185424E-1
6,562500E+2	5,997073E-1	6,562500E+2	-4,183382E-1
6,578125E+2	5,994365E-1	6,578125E+2	-4,191764E-1
6,593750E+2	6,013891E-1	6,593750E+2	-4,203591E-1
6,609375E+2	5,977645E-1	6,609375E+2	-4,230846E-1
6,625000E+2	5,972291E-1	6,625000E+2	-4,272062E-1
6,640625E+2	5,967336E-1	6,640625E+2	-4,259517E-1
6,656250E+2	5,979117E-1	6,656250E+2	-4,258586E-1
6,671875E+2	5,989682E-1	6,671875E+2	-4,230132E-1
6,687500E+2	6,011682E-1	6,687500E+2	-4,211380E-1
6,703125E+2	6,026761E-1	6,703125E+2	-4,184382E-1
6,718750E+2	6,052589E-1	6,718750E+2	-4,167059E-1
6,734375E+2	6,052777E-1	6,734375E+2	-4,170016E-1
6,750000E+2	6,069089E-1	6,750000E+2	-4,188363E-1
6,765625E+2	6,048529E-1	6,765625E+2	-4,216232E-1
6,781250E+2	6,046456E-1	6,781250E+2	-4,268657E-1
6,796875E+2	6,030355E-1	6,796875E+2	-4,287537E-1
6,812500E+2	6,026365E-1	6,812500E+2	-4,329777E-1
6,828125E+2	6,035171E-1	6,828125E+2	-4,310693E-1
6,843750E+2	6,048471E-1	6,843750E+2	-4,305016E-1
6,859375E+2	6,070146E-1	6,859375E+2	-4,266158E-1
6,875000E+2	6,093763E-1	6,875000E+2	-4,236221E-1
6,890625E+2	5,531807E-1	6,890625E+2	-4,929646E-1
6,906250E+2	5,047423E-1	6,906250E+2	-6,348645E-1
6,921875E+2	5,044479E-1	6,921875E+2	-6,343836E-1
6,937500E+2	5,035796E-1	6,937500E+2	-6,348286E-1
6,953125E+2	5,075891E-1	6,953125E+2	-6,325457E-1
6,968750E+2	5,113794E-1	6,968750E+2	-6,307618E-1
6,984375E+2	5,153282E-1	6,984375E+2	-6,292965E-1
7,000000E+2	5,190999E-1	7,000000E+2	-6,283756E-1
7,015625E+2	5,218049E-1	7,015625E+2	-6,275617E-1
7,031250E+2	5,242632E-1	7,031250E+2	-6,273755E-1
7,046875E+2	5,265028E-1	7,046875E+2	-6,257895E-1
7,062500E+2	5,284356E-1	7,062500E+2	-6,247515E-1
7,078125E+2	5,281184E-1	7,078125E+2	-6,262373E-1
7,093750E+2	5,273800E-1	7,093750E+2	-6,285923E-1
7,109375E+2	5,248831E-1	7,109375E+2	-6,320879E-1
7,125000E+2	5,218077E-1	7,125000E+2	-6,366525E-1
7,140625E+2	5,226530E-1	7,140625E+2	-6,372004E-1
7,156250E+2	5,231689E-1	7,156250E+2	-6,383843E-1
7,171875E+2	5,246837E-1	7,171875E+2	-6,389815E-1
7,187500E+2	5,259313E-1	7,187500E+2	-6,401661E-1
7,203125E+2	5,270455E-1	7,203125E+2	-6,413704E-1
7,218750E+2	5,278854E-1	7,218750E+2	-6,431869E-1
7,234375E+2	5,276780E-1	7,234375E+2	-6,451430E-1
7,250000E+2	5,271198E-1	7,250000E+2	-6,477626E-1
7,265625E+2	5,263412E-1	7,265625E+2	-6,492740E-1
7,281250E+2	5,251727E-1	7,281250E+2	-6,513861E-1
7,296875E+2	5,240472E-1	7,296875E+2	-6,530442E-1
7,312500E+2	5,225240E-1	7,312500E+2	-6,552830E-1
7,328125E+2	5,196973E-1	7,328125E+2	-6,588474E-1
7,343750E+2	5,163835E-1	7,343750E+2	-6,631092E-1
7,359375E+2	5,152481E-1	7,359375E+2	-6,656720E-1
7,375000E+2	5,137519E-1	7,375000E+2	-6,688016E-1
7,390625E+2	5,137460E-1	7,390625E+2	-6,709004E-1
7,406250E+2	5,134555E-1	7,406250E+2	-6,734913E-1
7,421875E+2	5,143609E-1	7,421875E+2	-6,743189E-1
7,437500E+2	5,150251E-1	7,437500E+2	-6,755313E-1
7,453125E+2	5,151920E-1	7,453125E+2	-6,764748E-1
7,468750E+2	5,150907E-1	7,468750E+2	-6,778005E-1
7,484375E+2	5,143313E-1	7,484375E+2	-6,796636E-1
7,500000E+2	5,132745E-1	7,500000E+2	-6,819447E-1
7,515625E+2	5,122564E-1	7,515625E+2	-6,846730E-1
7,531250E+2	5,109428E-1	7,531250E+2	-6,878448E-1
7,546875E+2	5,090148E-1	7,546875E+2	-6,910727E-1
7,562500E+2	5,067564E-1	7,562500E+2	-6,947476E-1
7,578125E+2	5,060537E-1	7,578125E+2	-6,964186E-1
7,593750E+2	5,050850E-1	7,593750E+2	-6,984308E-1
7,609375E+2	5,051092E-1	7,609375E+2	-6,990917E-1
7,625000E+2	5,049021E-1	7,625000E+2	-7,000299E-1
7,640625E+2	5,035167E-1	7,640625E+2	-7,018122E-1
7,656250E+2	5,018580E-1	7,656250E+2	-7,039101E-1
7,671875E+2	4,993205E-1	7,671875E+2	-7,064563E-1
7,687500E+2	4,964760E-1	7,687500E+2	-7,093328E-1
7,703125E+2	4,959878E-1	7,703125E+2	-7,100752E-1
7,718750E+2	4,952801E-1	7,718750E+2	-7,110570E-1
7,734375E+2	4,956070E-1	7,734375E+2	-7,117611E-1
7,750000E+2	4,957509E-1	7,750000E+2	-7,126868E-1
7,765625E+2	4,955227E-1	7,765625E+2	-7,141560E-1
7,781250E+2	4,951051E-1	7,781250E+2	-7,158639E-1
7,796875E+2	4,935860E-1	7,796875E+2	-7,187376E-1
7,812500E+2	4,918450E-1	7,812500E+2	-7,218877E-1
7,828125E+2	4,903142E-1	7,828125E+2	-7,248909E-1
7,843750E+2	4,885713E-1	7,843750E+2	-7,281572E-1
7,859375E+2	4,873667E-1	7,859375E+2	-7,300580E-1
7,875000E+2	4,859697E-1	7,875000E+2	-7,321710E-1
7,890625E+2	4,837935E-1	7,890625E+2	-7,351395E-1
7,906250E+2	4,814050E-1	7,906250E+2	-7,383387E-1
7,921875E+2	4,780759E-1	7,921875E+2	-7,420465E-1
7,937500E+2	4,745093E-1	7,937500E+2	-7,459877E-1
7,953125E+2	4,719242E-1	7,953125E+2	-7,484190E-1
7,968750E+2	4,691392E-1	7,968750E+2	-7,510334E-1
7,984375E+2	4,700627E-1	7,984375E+2	-7,505975E-1
8,000000E+2	4,708717E-1	8,000000E+2	-7,502635E-1
8,015625E+2	4,719108E-1	8,015625E+2	-7,498350E-1
8,031250E+2	4,728457E-1	8,031250E+2	-7,495016E-1
8,046875E+2	4,720730E-1	8,046875E+2	-7,500152E-1
8,062500E+2	4,711747E-1	8,062500E+2	-7,506420E-1
8,078125E+2	4,643563E-1	8,078125E+2	-7,547706E-1
8,093750E+2	4,572780E-1	8,093750E+2	-7,590407E-1
8,109375E+2	4,538198E-1	8,109375E+2	-7,610807E-1
8,125000E+2	4,502072E-1	8,125000E+2	-7,632362E-1
8,140625E+2	4,506388E-1	8,140625E+2	-7,630417E-1
8,156250E+2	4,509913E-1	8,156250E+2	-7,629206E-1
8,171875E+2	4,516179E-1	8,171875E+2	-7,629632E-1
8,187500E+2	4,521767E-1	8,187500E+2	-7,630755E-1
8,203125E+2	4,508264E-1	8,203125E+2	-7,640790E-1
8,218750E+2	4,493918E-1	8,218750E+2	-7,651634E-1
8,234375E+2	4,462410E-1	8,234375E+2	-7,676799E-1
8,250000E+2	4,429875E-1	8,250000E+2	-7,702866E-1
8,265625E+2	4,415196E-1	8,265625E+2	-7,721426E-1
8,281250E+2	4,399856E-1	8,281250E+2	-7,740769E-1
8,296875E+2	4,389325E-1	8,296875E+2	-7,753440E-1
8,312500E+2	4,378288E-1	8,312500E+2	-7,766757E-1
8,328125E+2	4,367406E-1	8,328125E+2	-7,773883E-1
8,343750E+2	4,356097E-1	8,343750E+2	-7,781531E-1
8,359375E+2	4,349156E-1	8,359375E+2	-7,792247E-1
8,375000E+2	4,341924E-1	8,375000E+2	-7,803474E-1
8,390625E+2	4,321429E-1	8,390625E+2	-7,825156E-1
8,406250E+2	4,300610E-1	8,406250E+2	-7,847381E-1
8,421875E+2	4,249692E-1	8,421875E+2	-7,873195E-1
8,437500E+2	4,198307E-1	8,437500E+2	-7,899312E-1
8,453125E+2	4,158333E-1	8,453125E+2	-7,912754E-1
8,468750E+2	4,118180E-1	8,468750E+2	-7,926466E-1
8,484375E+2	4,111360E-1	8,484375E+2	-7,929610E-1
8,500000E+2	4,104586E-1	8,500000E+2	-7,933029E-1
8,515625E+2	4,121296E-1	8,515625E+2	-7,928467E-1
8,531250E+2	4,138160E-1	8,531250E+2	-7,924044E-1
8,546875E+2	4,153208E-1	8,546875E+2	-7,916331E-1
8,562500E+2	4,168440E-1	8,562500E+2	-7,908740E-1
8,578125E+2	4,167383E-1	8,578125E+2	-7,904857E-1
8,593750E+2	4,166574E-1	8,593750E+2	-7,901150E-1
8,609375E+2	4,132883E-1	8,609375E+2	-7,917570E-1
8,625000E+2	4,099518E-1	8,625000E+2	-7,934105E-1
8,640625E+2	4,039177E-1	8,640625E+2	-7,972561E-1
8,656250E+2	3,979130E-1	8,656250E+2	-8,010816E-1
8,671875E+2	3,913132E-1	8,671875E+2	-8,054039E-1
8,687500E+2	3,847541E-1	8,687500E+2	-8,096900E-1
8,703125E+2	3,688911E-1	8,703125E+2	-8,171631E-1
8,718750E+2	3,530708E-1	8,718750E+2	-8,243555E-1
8,734375E+2	3,574582E-1	8,734375E+2	-8,219304E-1
8,750000E+2	3,618739E-1	8,750000E+2	-8,194833E-1
8,765625E+2	3,686646E-1	8,765625E+2	-8,161383E-1
8,781250E+2	3,754622E-1	8,781250E+2	-8,127352E-1
8,796875E+2	3,807700E-1	8,796875E+2	-8,100984E-1
8,812500E+2	3,861037E-1	8,812500E+2	-8,074249E-1
8,828125E+2	3,490161E-1	8,828125E+2	-8,257201E-1
8,843750E+2	3,119128E-1	8,843750E+2	-8,422576E-1
8,859375E+2	3,193350E-1	8,859375E+2	-8,391955E-1
8,875000E+2	3,267714E-1	8,875000E+2	-8,360665E-1
8,890625E+2	3,338653E-1	8,890625E+2	-8,330573E-1
8,906250E+2	3,409774E-1	8,906250E+2	-8,299848E-1
8,921875E+2	3,467383E-1	8,921875E+2	-8,275770E-1
8,937500E+2	3,525362E-1	8,937500E+2	-8,251236E-1
8,953125E+2	3,569798E-1	8,953125E+2	-8,230371E-1
8,968750E+2	3,614757E-1	8,968750E+2	-8,209194E-1
8,984375E+2	3,652549E-1	8,984375E+2	-8,188949E-1
9,000000E+2	3,690949E-1	9,000000E+2	-8,168452E-1
9,015625E+2	3,712258E-1	9,015625E+2	-8,155452E-1
9,031250E+2	3,734439E-1	9,031250E+2	-8,142277E-1
9,046875E+2	3,702595E-1	9,046875E+2	-8,155711E-1
9,062500E+2	3,672440E-1	9,062500E+2	-8,168717E-1
9,078125E+2	3,525753E-1	9,078125E+2	-8,228212E-1
9,093750E+2	3,382773E-1	9,093750E+2	-8,284397E-1
9,109375E+2	3,225729E-1	9,109375E+2	-8,337311E-1
9,125000E+2	3,073309E-1	9,125000E+2	-8,386726E-1
9,140625E+2	2,746381E-1	9,140625E+2	-8,474007E-1
9,156250E+2	2,431132E-1	9,156250E+2	-8,548684E-1
9,171875E+2	2,497717E-1	9,171875E+2	-8,527033E-1
9,187500E+2	2,564823E-1	9,187500E+2	-8,504823E-1
9,203125E+2	2,667119E-1	9,203125E+2	-8,471869E-1
9,218750E+2	2,769366E-1	9,218750E+2	-8,437643E-1
9,234375E+2	2,869199E-1	9,234375E+2	-8,403102E-1
9,250000E+2	2,968987E-1	9,250000E+2	-8,367321E-1
9,265625E+2	3,063544E-1	9,265625E+2	-8,331025E-1
9,281250E+2	3,158077E-1	9,281250E+2	-8,293590E-1
9,296875E+2	3,244274E-1	9,296875E+2	-8,258663E-1
9,312500E+2	3,330573E-1	9,312500E+2	-8,222744E-1
9,328125E+2	3,405453E-1	9,328125E+2	-8,190828E-1
9,343750E+2	3,480634E-1	9,343750E+2	-8,158091E-1
9,359375E+2	3,536977E-1	9,359375E+2	-8,131387E-1
9,375000E+2	3,593968E-1	9,375000E+2	-8,104102E-1
9,390625E+2	3,599659E-1	9,390625E+2	-8,096749E-1
9,406250E+2	3,607178E-1	9,406250E+2	-8,089014E-1
9,421875E+2	3,594142E-1	9,421875E+2	-8,087398E-1
9,437500E+2	3,583493E-1	9,437500E+2	-8,085325E-1
9,453125E+2	3,622179E-1	9,453125E+2	-8,063119E-1
9,468750E+2	3,661956E-1	9,468750E+2	-8,040473E-1
9,484375E+2	3,724161E-1	9,484375E+2	-8,008178E-1
9,500000E+2	3,786906E-1	9,500000E+2	-7,975199E-1
9,515625E+2	3,863000E-1	9,515625E+2	-7,933979E-1
9,531250E+2	3,939265E-1	9,531250E+2	-7,891873E-1
