Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
3,156250E+2	5,653699E-1	3,156250E+2	-6,542525E-1	3,156250E+2	5,474516E-1	3,156250E+2	-6,609207E-1	3,156250E+2	5,544002E-1	3,156250E+2	-6,551646E-1	3,156250E+2	5,535181E-1	3,156250E+2	-6,067965E-1	3,156250E+2	5,643358E-1	3,156250E+2	-4,811475E-1	3,156250E+2	5,768249E-1	3,156250E+2	-4,066898E-1	3,156250E+2	5,962902E-1	3,156250E+2	-3,244258E-1
3,171875E+2	5,622801E-1	3,171875E+2	-6,656910E-1	3,171875E+2	5,442342E-1	3,171875E+2	-6,550014E-1	3,171875E+2	5,480698E-1	3,171875E+2	-6,539245E-1	3,171875E+2	5,562658E-1	3,171875E+2	-6,029039E-1	3,171875E+2	5,606699E-1	3,171875E+2	-4,774914E-1	3,171875E+2	5,732327E-1	3,171875E+2	-3,986290E-1	3,171875E+2	6,007975E-1	3,171875E+2	-3,260692E-1
3,187500E+2	5,408956E-1	3,187500E+2	-6,433738E-1	3,187500E+2	5,289659E-1	3,187500E+2	-6,512471E-1	3,187500E+2	5,340437E-1	3,187500E+2	-6,512452E-1	3,187500E+2	5,432088E-1	3,187500E+2	-6,094642E-1	3,187500E+2	5,572437E-1	3,187500E+2	-4,721692E-1	3,187500E+2	5,671003E-1	3,187500E+2	-3,925695E-1	3,187500E+2	5,925846E-1	3,187500E+2	-3,180136E-1
3,203125E+2	5,274380E-1	3,203125E+2	-6,380874E-1	3,203125E+2	5,201654E-1	3,203125E+2	-6,583444E-1	3,203125E+2	5,202572E-1	3,203125E+2	-6,533667E-1	3,203125E+2	5,297622E-1	3,203125E+2	-6,065274E-1	3,203125E+2	5,526211E-1	3,203125E+2	-4,751698E-1	3,203125E+2	5,649539E-1	3,203125E+2	-3,880224E-1	3,203125E+2	5,904095E-1	3,203125E+2	-3,206436E-1
3,218750E+2	5,208017E-1	3,218750E+2	-6,482843E-1	3,218750E+2	5,275168E-1	3,218750E+2	-6,682589E-1	3,218750E+2	5,160253E-1	3,218750E+2	-6,645088E-1	3,218750E+2	5,210806E-1	3,218750E+2	-6,118829E-1	3,218750E+2	5,406791E-1	3,218750E+2	-4,869514E-1	3,218750E+2	5,554170E-1	3,218750E+2	-3,947090E-1	3,218750E+2	5,799469E-1	3,218750E+2	-3,240031E-1
3,234375E+2	5,081411E-1	3,234375E+2	-6,527698E-1	3,234375E+2	5,150315E-1	3,234375E+2	-6,725363E-1	3,234375E+2	5,050747E-1	3,234375E+2	-6,643897E-1	3,234375E+2	5,160002E-1	3,234375E+2	-6,140674E-1	3,234375E+2	5,320651E-1	3,234375E+2	-4,765424E-1	3,234375E+2	5,437636E-1	3,234375E+2	-3,806730E-1	3,234375E+2	5,781435E-1	3,234375E+2	-3,157104E-1
3,250000E+2	4,855574E-1	3,250000E+2	-6,483961E-1	3,250000E+2	5,080951E-1	3,250000E+2	-6,937764E-1	3,250000E+2	5,002788E-1	3,250000E+2	-6,723459E-1	3,250000E+2	5,129103E-1	3,250000E+2	-6,196840E-1	3,250000E+2	5,239181E-1	3,250000E+2	-4,827045E-1	3,250000E+2	5,393482E-1	3,250000E+2	-3,897545E-1	3,250000E+2	5,827840E-1	3,250000E+2	-3,247902E-1
3,265625E+2	4,797877E-1	3,265625E+2	-6,734547E-1	3,265625E+2	4,911809E-1	3,265625E+2	-6,942769E-1	3,265625E+2	4,901953E-1	3,265625E+2	-6,777333E-1	3,265625E+2	5,044061E-1	3,265625E+2	-6,293714E-1	3,265625E+2	5,213700E-1	3,265625E+2	-4,748308E-1	3,265625E+2	5,382064E-1	3,265625E+2	-3,887408E-1	3,265625E+2	5,772133E-1	3,265625E+2	-3,167539E-1
3,281250E+2	4,726692E-1	3,281250E+2	-7,074451E-1	3,281250E+2	5,023319E-1	3,281250E+2	-6,898215E-1	3,281250E+2	4,948026E-1	3,281250E+2	-6,725063E-1	3,281250E+2	5,032659E-1	3,281250E+2	-6,273071E-1	3,281250E+2	5,236824E-1	3,281250E+2	-4,771858E-1	3,281250E+2	5,442159E-1	3,281250E+2	-3,868614E-1	3,281250E+2	5,834841E-1	3,281250E+2	-3,003308E-1
3,296875E+2	4,434553E-1	3,296875E+2	-6,948047E-1	3,296875E+2	4,870472E-1	3,296875E+2	-6,879813E-1	3,296875E+2	4,880309E-1	3,296875E+2	-6,786537E-1	3,296875E+2	4,914362E-1	3,296875E+2	-6,291163E-1	3,296875E+2	5,259265E-1	3,296875E+2	-4,753804E-1	3,296875E+2	5,467502E-1	3,296875E+2	-3,793150E-1	3,296875E+2	5,843666E-1	3,296875E+2	-3,039201E-1
3,312500E+2	4,543896E-1	3,312500E+2	-6,891872E-1	3,312500E+2	4,660524E-1	3,312500E+2	-6,855357E-1	3,312500E+2	4,701511E-1	3,312500E+2	-6,773407E-1	3,312500E+2	4,738879E-1	3,312500E+2	-6,250706E-1	3,312500E+2	5,046541E-1	3,312500E+2	-4,861045E-1	3,312500E+2	5,277562E-1	3,312500E+2	-3,835931E-1	3,312500E+2	5,698334E-1	3,312500E+2	-3,137521E-1
3,328125E+2	4,788872E-1	3,328125E+2	-6,555094E-1	3,328125E+2	4,576724E-1	3,328125E+2	-6,861029E-1	3,328125E+2	4,666651E-1	3,328125E+2	-6,813894E-1	3,328125E+2	4,757466E-1	3,328125E+2	-6,245332E-1	3,328125E+2	5,046307E-1	3,328125E+2	-4,794757E-1	3,328125E+2	5,246050E-1	3,328125E+2	-3,840850E-1	3,328125E+2	5,701833E-1	3,328125E+2	-3,073729E-1
3,343750E+2	5,033221E-1	3,343750E+2	-6,631006E-1	3,343750E+2	4,578654E-1	3,343750E+2	-6,960891E-1	3,343750E+2	4,626484E-1	3,343750E+2	-6,934559E-1	3,343750E+2	4,690149E-1	3,343750E+2	-6,303328E-1	3,343750E+2	5,045298E-1	3,343750E+2	-4,817119E-1	3,343750E+2	5,257142E-1	3,343750E+2	-3,939673E-1	3,343750E+2	5,668400E-1	3,343750E+2	-3,111081E-1
3,359375E+2	4,631412E-1	3,359375E+2	-6,784147E-1	3,359375E+2	4,319003E-1	3,359375E+2	-6,893434E-1	3,359375E+2	4,396961E-1	3,359375E+2	-6,812294E-1	3,359375E+2	4,492820E-1	3,359375E+2	-6,202803E-1	3,359375E+2	4,915484E-1	3,359375E+2	-4,719554E-1	3,359375E+2	5,189866E-1	3,359375E+2	-3,874436E-1	3,359375E+2	5,615060E-1	3,359375E+2	-3,096415E-1
3,375000E+2	4,195649E-1	3,375000E+2	-6,728664E-1	3,375000E+2	4,252771E-1	3,375000E+2	-6,742842E-1	3,375000E+2	4,321529E-1	3,375000E+2	-6,742294E-1	3,375000E+2	4,422834E-1	3,375000E+2	-6,134081E-1	3,375000E+2	4,901907E-1	3,375000E+2	-4,732024E-1	3,375000E+2	5,168668E-1	3,375000E+2	-3,754229E-1	3,375000E+2	5,535006E-1	3,375000E+2	-2,988187E-1
3,390625E+2	4,181472E-1	3,390625E+2	-6,828906E-1	3,390625E+2	4,219619E-1	3,390625E+2	-6,824189E-1	3,390625E+2	4,254776E-1	3,390625E+2	-6,765051E-1	3,390625E+2	4,426758E-1	3,390625E+2	-6,200477E-1	3,390625E+2	4,774177E-1	3,390625E+2	-4,753494E-1	3,390625E+2	5,184275E-1	3,390625E+2	-3,735570E-1	3,390625E+2	5,405940E-1	3,390625E+2	-2,954766E-1
3,406250E+2	3,870832E-1	3,406250E+2	-6,936961E-1	3,406250E+2	4,131606E-1	3,406250E+2	-7,038409E-1	3,406250E+2	4,143053E-1	3,406250E+2	-6,928235E-1	3,406250E+2	4,420758E-1	3,406250E+2	-6,326507E-1	3,406250E+2	4,721491E-1	3,406250E+2	-4,796364E-1	3,406250E+2	5,136425E-1	3,406250E+2	-3,843988E-1	3,406250E+2	5,493244E-1	3,406250E+2	-2,993433E-1
3,421875E+2	3,809040E-1	3,421875E+2	-7,307235E-1	3,421875E+2	4,184766E-1	3,421875E+2	-7,124991E-1	3,421875E+2	4,170769E-1	3,421875E+2	-6,977965E-1	3,421875E+2	4,338475E-1	3,421875E+2	-6,344829E-1	3,421875E+2	4,731445E-1	3,421875E+2	-4,800156E-1	3,421875E+2	5,075817E-1	3,421875E+2	-3,844255E-1	3,421875E+2	5,542365E-1	3,421875E+2	-2,930500E-1
3,437500E+2	3,984361E-1	3,437500E+2	-7,130724E-1	3,437500E+2	3,894208E-1	3,437500E+2	-7,043455E-1	3,437500E+2	3,947870E-1	3,437500E+2	-6,844170E-1	3,437500E+2	4,229889E-1	3,437500E+2	-6,267295E-1	3,437500E+2	4,614864E-1	3,437500E+2	-4,762498E-1	3,437500E+2	4,948499E-1	3,437500E+2	-3,677781E-1	3,437500E+2	5,540465E-1	3,437500E+2	-2,832704E-1
3,453125E+2	3,974413E-1	3,453125E+2	-7,097176E-1	3,453125E+2	3,870095E-1	3,453125E+2	-6,882402E-1	3,453125E+2	3,916780E-1	3,453125E+2	-6,725933E-1	3,453125E+2	4,193752E-1	3,453125E+2	-6,179321E-1	3,453125E+2	4,604763E-1	3,453125E+2	-4,835566E-1	3,453125E+2	5,025696E-1	3,453125E+2	-3,724771E-1	3,453125E+2	5,369560E-1	3,453125E+2	-2,731253E-1
3,468750E+2	3,913894E-1	3,468750E+2	-7,105985E-1	3,468750E+2	3,929447E-1	3,468750E+2	-6,915720E-1	3,468750E+2	3,945342E-1	3,468750E+2	-6,849218E-1	3,468750E+2	4,160264E-1	3,468750E+2	-6,262863E-1	3,468750E+2	4,624307E-1	3,468750E+2	-4,864715E-1	3,468750E+2	4,942229E-1	3,468750E+2	-3,770126E-1	3,468750E+2	5,439851E-1	3,468750E+2	-2,957438E-1
3,484375E+2	3,904885E-1	3,484375E+2	-6,850510E-1	3,484375E+2	3,752253E-1	3,484375E+2	-6,921040E-1	3,484375E+2	3,837707E-1	3,484375E+2	-6,894393E-1	3,484375E+2	3,999085E-1	3,484375E+2	-6,202198E-1	3,484375E+2	4,450280E-1	3,484375E+2	-4,747425E-1	3,484375E+2	5,089489E-1	3,484375E+2	-3,697659E-1	3,484375E+2	5,506446E-1	3,484375E+2	-3,079813E-1
3,500000E+2	3,795639E-1	3,500000E+2	-6,872119E-1	3,500000E+2	3,478221E-1	3,500000E+2	-7,241197E-1	3,500000E+2	3,594280E-1	3,500000E+2	-7,074022E-1	3,500000E+2	3,784773E-1	3,500000E+2	-6,489982E-1	3,500000E+2	4,374778E-1	3,500000E+2	-4,794664E-1	3,500000E+2	5,105237E-1	3,500000E+2	-3,880238E-1	3,500000E+2	5,418608E-1	3,500000E+2	-3,204742E-1
3,515625E+2	3,662263E-1	3,515625E+2	-7,006389E-1	3,515625E+2	3,249161E-1	3,515625E+2	-7,187551E-1	3,515625E+2	3,426278E-1	3,515625E+2	-6,942822E-1	3,515625E+2	3,726953E-1	3,515625E+2	-6,378989E-1	3,515625E+2	4,338943E-1	3,515625E+2	-4,692366E-1	3,515625E+2	4,897162E-1	3,515625E+2	-3,758929E-1	3,515625E+2	5,259863E-1	3,515625E+2	-3,079476E-1
3,531250E+2	3,668484E-1	3,531250E+2	-7,095193E-1	3,531250E+2	3,390966E-1	3,531250E+2	-7,054724E-1	3,531250E+2	3,448513E-1	3,531250E+2	-6,851190E-1	3,531250E+2	3,759384E-1	3,531250E+2	-6,212454E-1	3,531250E+2	4,422900E-1	3,531250E+2	-4,620817E-1	3,531250E+2	4,760241E-1	3,531250E+2	-3,692956E-1	3,531250E+2	5,308020E-1	3,531250E+2	-2,830368E-1
3,546875E+2	3,639025E-1	3,546875E+2	-7,028185E-1	3,546875E+2	3,293987E-1	3,546875E+2	-7,000593E-1	3,546875E+2	3,280564E-1	3,546875E+2	-6,843958E-1	3,546875E+2	3,526137E-1	3,546875E+2	-6,135736E-1	3,546875E+2	4,308825E-1	3,546875E+2	-4,503773E-1	3,546875E+2	4,657171E-1	3,546875E+2	-3,522956E-1	3,546875E+2	5,276418E-1	3,546875E+2	-2,761447E-1
3,562500E+2	3,296890E-1	3,562500E+2	-6,843222E-1	3,562500E+2	3,275709E-1	3,562500E+2	-7,013099E-1	3,562500E+2	3,265232E-1	3,562500E+2	-6,949129E-1	3,562500E+2	3,515807E-1	3,562500E+2	-6,263913E-1	3,562500E+2	4,227292E-1	3,562500E+2	-4,573061E-1	3,562500E+2	4,806817E-1	3,562500E+2	-3,547360E-1	3,562500E+2	5,229840E-1	3,562500E+2	-2,848875E-1
3,578125E+2	3,166633E-1	3,578125E+2	-6,998534E-1	3,578125E+2	3,150492E-1	3,578125E+2	-7,009272E-1	3,578125E+2	3,145720E-1	3,578125E+2	-6,949340E-1	3,578125E+2	3,405283E-1	3,578125E+2	-6,325427E-1	3,578125E+2	4,095518E-1	3,578125E+2	-4,660468E-1	3,578125E+2	4,838093E-1	3,578125E+2	-3,588240E-1	3,578125E+2	5,335253E-1	3,578125E+2	-2,941313E-1
3,593750E+2	2,853961E-1	3,593750E+2	-7,113173E-1	3,593750E+2	3,103239E-1	3,593750E+2	-7,114430E-1	3,593750E+2	3,139439E-1	3,593750E+2	-6,942083E-1	3,593750E+2	3,476235E-1	3,593750E+2	-6,329670E-1	3,593750E+2	4,198176E-1	3,593750E+2	-4,682137E-1	3,593750E+2	4,738568E-1	3,593750E+2	-3,661591E-1	3,593750E+2	5,350475E-1	3,593750E+2	-2,713886E-1
3,609375E+2	2,895446E-1	3,609375E+2	-6,879663E-1	3,609375E+2	2,887796E-1	3,609375E+2	-7,083782E-1	3,609375E+2	2,918426E-1	3,609375E+2	-6,843174E-1	3,609375E+2	3,310233E-1	3,609375E+2	-6,183808E-1	3,609375E+2	4,139484E-1	3,609375E+2	-4,605737E-1	3,609375E+2	4,503179E-1	3,609375E+2	-3,545193E-1	3,609375E+2	5,280362E-1	3,609375E+2	-2,733978E-1
3,625000E+2	2,763322E-1	3,625000E+2	-7,032758E-1	3,625000E+2	2,614331E-1	3,625000E+2	-6,893945E-1	3,625000E+2	2,644545E-1	3,625000E+2	-6,820790E-1	3,625000E+2	2,981835E-1	3,625000E+2	-6,144384E-1	3,625000E+2	3,872585E-1	3,625000E+2	-4,490849E-1	3,625000E+2	4,352999E-1	3,625000E+2	-3,512659E-1	3,625000E+2	5,200064E-1	3,625000E+2	-2,783569E-1
3,640625E+2	2,352238E-1	3,640625E+2	-7,264482E-1	3,640625E+2	2,463833E-1	3,640625E+2	-7,006591E-1	3,640625E+2	2,610783E-1	3,640625E+2	-6,824561E-1	3,640625E+2	2,941750E-1	3,640625E+2	-6,119861E-1	3,640625E+2	3,797433E-1	3,640625E+2	-4,471448E-1	3,640625E+2	4,333121E-1	3,640625E+2	-3,419422E-1	3,640625E+2	5,188689E-1	3,640625E+2	-2,725007E-1
3,656250E+2	2,218628E-1	3,656250E+2	-6,890527E-1	3,656250E+2	2,443667E-1	3,656250E+2	-6,952190E-1	3,656250E+2	2,585792E-1	3,656250E+2	-6,882089E-1	3,656250E+2	2,948173E-1	3,656250E+2	-6,180881E-1	3,656250E+2	3,882412E-1	3,656250E+2	-4,551310E-1	3,656250E+2	4,493310E-1	3,656250E+2	-3,489660E-1	3,656250E+2	5,268834E-1	3,656250E+2	-2,740308E-1
3,671875E+2	2,360993E-1	3,671875E+2	-6,936724E-1	3,671875E+2	2,436118E-1	3,671875E+2	-6,916450E-1	3,671875E+2	2,476286E-1	3,671875E+2	-6,884058E-1	3,671875E+2	2,906230E-1	3,671875E+2	-6,232348E-1	3,671875E+2	3,876535E-1	3,671875E+2	-4,522203E-1	3,671875E+2	4,664965E-1	3,671875E+2	-3,451653E-1	3,671875E+2	5,164937E-1	3,671875E+2	-2,825133E-1
3,687500E+2	2,867160E-1	3,687500E+2	-7,032781E-1	3,687500E+2	2,375700E-1	3,687500E+2	-7,037451E-1	3,687500E+2	2,458977E-1	3,687500E+2	-6,947944E-1	3,687500E+2	2,888865E-1	3,687500E+2	-6,178017E-1	3,687500E+2	3,865399E-1	3,687500E+2	-4,407100E-1	3,687500E+2	4,588682E-1	3,687500E+2	-3,507333E-1	3,687500E+2	5,208101E-1	3,687500E+2	-2,832894E-1
3,703125E+2	2,501379E-1	3,703125E+2	-7,036953E-1	3,703125E+2	2,236393E-1	3,703125E+2	-6,956183E-1	3,703125E+2	2,309304E-1	3,703125E+2	-6,928387E-1	3,703125E+2	2,786783E-1	3,703125E+2	-6,215744E-1	3,703125E+2	3,679790E-1	3,703125E+2	-4,414603E-1	3,703125E+2	4,583688E-1	3,703125E+2	-3,569563E-1	3,703125E+2	5,187308E-1	3,703125E+2	-2,943418E-1
3,718750E+2	2,005978E-1	3,718750E+2	-7,091783E-1	3,718750E+2	2,108165E-1	3,718750E+2	-6,951723E-1	3,718750E+2	2,214105E-1	3,718750E+2	-6,800762E-1	3,718750E+2	2,647622E-1	3,718750E+2	-6,244822E-1	3,718750E+2	3,692530E-1	3,718750E+2	-4,364951E-1	3,718750E+2	4,547462E-1	3,718750E+2	-3,522908E-1	3,718750E+2	5,073926E-1	3,718750E+2	-2,912823E-1
3,734375E+2	2,204970E-1	3,734375E+2	-6,966102E-1	3,734375E+2	1,961549E-1	3,734375E+2	-7,068164E-1	3,734375E+2	2,088029E-1	3,734375E+2	-6,871060E-1	3,734375E+2	2,530535E-1	3,734375E+2	-6,246391E-1	3,734375E+2	3,747227E-1	3,734375E+2	-4,444588E-1	3,734375E+2	4,385045E-1	3,734375E+2	-3,595277E-1	3,734375E+2	5,098788E-1	3,734375E+2	-2,829279E-1
3,750000E+2	1,882597E-1	3,750000E+2	-6,981934E-1	3,750000E+2	1,736540E-1	3,750000E+2	-7,124986E-1	3,750000E+2	1,857377E-1	3,750000E+2	-6,810810E-1	3,750000E+2	2,340709E-1	3,750000E+2	-6,174326E-1	3,750000E+2	3,557931E-1	3,750000E+2	-4,569041E-1	3,750000E+2	4,329648E-1	3,750000E+2	-3,554529E-1	3,750000E+2	5,017813E-1	3,750000E+2	-2,809920E-1
3,765625E+2	1,737222E-1	3,765625E+2	-6,961339E-1	3,765625E+2	1,682548E-1	3,765625E+2	-7,035508E-1	3,765625E+2	1,759921E-1	3,765625E+2	-6,766012E-1	3,765625E+2	2,269379E-1	3,765625E+2	-6,099759E-1	3,765625E+2	3,542937E-1	3,765625E+2	-4,447001E-1	3,765625E+2	4,307199E-1	3,765625E+2	-3,509724E-1	3,765625E+2	4,958661E-1	3,765625E+2	-2,751928E-1
3,781250E+2	1,631705E-1	3,781250E+2	-6,923597E-1	3,781250E+2	1,603239E-1	3,781250E+2	-6,882697E-1	3,781250E+2	1,761984E-1	3,781250E+2	-6,760016E-1	3,781250E+2	2,204060E-1	3,781250E+2	-6,109417E-1	3,781250E+2	3,509926E-1	3,781250E+2	-4,280897E-1	3,781250E+2	4,317004E-1	3,781250E+2	-3,293654E-1	3,781250E+2	5,112998E-1	3,781250E+2	-2,762922E-1
3,796875E+2	1,515221E-1	3,796875E+2	-6,906302E-1	3,796875E+2	1,567711E-1	3,796875E+2	-6,949145E-1	3,796875E+2	1,668117E-1	3,796875E+2	-6,780360E-1	3,796875E+2	2,105887E-1	3,796875E+2	-6,068497E-1	3,796875E+2	3,319247E-1	3,796875E+2	-4,232742E-1	3,796875E+2	4,366383E-1	3,796875E+2	-3,247172E-1	3,796875E+2	5,188128E-1	3,796875E+2	-2,727603E-1
3,812500E+2	1,572560E-1	3,812500E+2	-6,800254E-1	3,812500E+2	1,362853E-1	3,812500E+2	-6,899026E-1	3,812500E+2	1,449159E-1	3,812500E+2	-6,736432E-1	3,812500E+2	1,988472E-1	3,812500E+2	-6,032815E-1	3,812500E+2	3,214996E-1	3,812500E+2	-4,300012E-1	3,812500E+2	4,188487E-1	3,812500E+2	-3,264774E-1	3,812500E+2	4,947513E-1	3,812500E+2	-2,636172E-1
3,828125E+2	1,577243E-1	3,828125E+2	-6,740272E-1	3,828125E+2	1,407887E-1	3,828125E+2	-6,830636E-1	3,828125E+2	1,369230E-1	3,828125E+2	-6,613652E-1	3,828125E+2	1,940684E-1	3,828125E+2	-5,919946E-1	3,828125E+2	3,279978E-1	3,828125E+2	-4,320051E-1	3,828125E+2	4,210508E-1	3,828125E+2	-3,218497E-1	3,828125E+2	4,859180E-1	3,828125E+2	-2,671301E-1
3,843750E+2	1,234408E-1	3,843750E+2	-6,881699E-1	3,843750E+2	1,125167E-1	3,843750E+2	-6,876844E-1	3,843750E+2	1,268323E-1	3,843750E+2	-6,706197E-1	3,843750E+2	1,878936E-1	3,843750E+2	-6,044527E-1	3,843750E+2	3,276151E-1	3,843750E+2	-4,268937E-1	3,843750E+2	4,121760E-1	3,843750E+2	-3,311335E-1	3,843750E+2	4,986730E-1	3,843750E+2	-2,772218E-1
3,859375E+2	1,049878E-1	3,859375E+2	-7,035377E-1	3,859375E+2	1,023282E-1	3,859375E+2	-6,828889E-1	3,859375E+2	1,156237E-1	3,859375E+2	-6,725104E-1	3,859375E+2	1,852635E-1	3,859375E+2	-6,067059E-1	3,859375E+2	3,330959E-1	3,859375E+2	-4,330281E-1	3,859375E+2	4,120361E-1	3,859375E+2	-3,217716E-1	3,859375E+2	5,024327E-1	3,859375E+2	-2,662744E-1
