Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 5_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 6_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 7_Frequency [Hz]	Absorption Coefficient on Cavity	
3,250000E+2	3,438165E-1	3,250000E+2	2,605137E-1	3,250000E+2	2,976721E-1	3,250000E+2	3,529148E-1	3,250000E+2	4,925062E-1	3,250000E+2	5,571949E-1	3,250000E+2	5,548741E-1
3,265625E+2	3,162625E-1	3,265625E+2	2,767209E-1	3,265625E+2	3,003861E-1	3,265625E+2	3,494661E-1	3,265625E+2	5,027090E-1	3,265625E+2	5,592145E-1	3,265625E+2	5,664918E-1
3,281250E+2	2,761052E-1	3,281250E+2	2,718090E-1	3,281250E+2	3,029056E-1	3,281250E+2	3,532092E-1	3,281250E+2	4,980505E-1	3,281250E+2	5,541673E-1	3,281250E+2	5,693477E-1
3,296875E+2	3,205937E-1	3,296875E+2	2,894668E-1	3,296875E+2	3,012550E-1	3,296875E+2	3,627031E-1	3,296875E+2	4,974147E-1	3,296875E+2	5,571843E-1	3,296875E+2	5,661482E-1
3,312500E+2	3,185511E-1	3,312500E+2	3,128360E-1	3,312500E+2	3,201675E-1	3,312500E+2	3,847170E-1	3,312500E+2	5,090266E-1	3,312500E+2	5,743298E-1	3,312500E+2	5,768496E-1
3,328125E+2	3,409744E-1	3,328125E+2	3,197989E-1	3,328125E+2	3,179322E-1	3,328125E+2	3,836235E-1	3,328125E+2	5,154509E-1	3,328125E+2	5,772683E-1	3,328125E+2	5,804129E-1
3,343750E+2	3,069644E-1	3,343750E+2	3,058192E-1	3,343750E+2	3,050754E-1	3,343750E+2	3,827056E-1	3,343750E+2	5,134034E-1	3,343750E+2	5,684143E-1	3,343750E+2	5,819041E-1
3,359375E+2	3,252537E-1	3,359375E+2	3,382678E-1	3,359375E+2	3,425939E-1	3,359375E+2	4,133980E-1	3,359375E+2	5,356382E-1	3,359375E+2	5,805404E-1	3,359375E+2	5,888331E-1
3,375000E+2	3,712161E-1	3,375000E+2	3,644802E-1	3,375000E+2	3,586587E-1	3,375000E+2	4,281158E-1	3,375000E+2	5,357926E-1	3,375000E+2	5,919064E-1	3,375000E+2	6,043445E-1
3,390625E+2	3,588134E-1	3,390625E+2	3,562526E-1	3,390625E+2	3,613097E-1	3,390625E+2	4,195790E-1	3,390625E+2	5,461153E-1	3,390625E+2	5,916880E-1	3,390625E+2	6,204516E-1
3,406250E+2	3,689523E-1	3,406250E+2	3,339064E-1	3,406250E+2	3,483466E-1	3,406250E+2	4,043221E-1	3,406250E+2	5,470242E-1	3,406250E+2	5,884090E-1	3,406250E+2	6,086364E-1
3,421875E+2	3,209553E-1	3,421875E+2	3,172224E-1	3,421875E+2	3,391269E-1	3,421875E+2	4,092078E-1	3,421875E+2	5,457193E-1	3,421875E+2	5,945779E-1	3,421875E+2	6,069436E-1
3,437500E+2	3,327764E-1	3,437500E+2	3,522488E-1	3,437500E+2	3,757166E-1	3,437500E+2	4,282906E-1	3,437500E+2	5,602164E-1	3,437500E+2	6,198629E-1	3,437500E+2	6,127904E-1
3,453125E+2	3,383413E-1	3,453125E+2	3,765490E-1	3,453125E+2	3,942066E-1	3,453125E+2	4,422844E-1	3,453125E+2	5,541346E-1	3,453125E+2	6,086847E-1	3,453125E+2	6,370808E-1
3,468750E+2	3,418641E-1	3,468750E+2	3,673227E-1	3,468750E+2	3,752249E-1	3,468750E+2	4,346875E-1	3,468750E+2	5,495034E-1	3,468750E+2	6,136052E-1	3,468750E+2	6,166158E-1
3,484375E+2	3,782239E-1	3,484375E+2	3,801981E-1	3,484375E+2	3,773934E-1	3,484375E+2	4,554006E-1	3,484375E+2	5,765696E-1	3,484375E+2	6,042441E-1	3,484375E+2	6,019381E-1
3,500000E+2	3,836710E-1	3,500000E+2	3,546705E-1	3,500000E+2	3,703936E-1	3,500000E+2	4,355563E-1	3,500000E+2	5,787252E-1	3,500000E+2	5,888031E-1	3,500000E+2	6,036831E-1
3,515625E+2	3,749834E-1	3,515625E+2	3,778206E-1	3,515625E+2	4,005784E-1	3,515625E+2	4,541832E-1	3,515625E+2	5,915528E-1	3,515625E+2	6,188826E-1	3,515625E+2	6,285067E-1
3,531250E+2	3,620047E-1	3,531250E+2	3,873222E-1	3,531250E+2	4,116896E-1	3,531250E+2	4,727245E-1	3,531250E+2	5,908601E-1	3,531250E+2	6,370218E-1	3,531250E+2	6,381394E-1
3,546875E+2	3,736211E-1	3,546875E+2	4,014135E-1	3,546875E+2	4,239814E-1	3,546875E+2	4,991910E-1	3,546875E+2	6,115005E-1	3,546875E+2	6,589954E-1	3,546875E+2	6,453382E-1
3,562500E+2	4,230083E-1	3,562500E+2	4,008617E-1	3,562500E+2	4,104786E-1	3,562500E+2	4,840250E-1	3,562500E+2	6,121711E-1	3,562500E+2	6,431075E-1	3,562500E+2	6,453268E-1
3,578125E+2	4,099296E-1	3,578125E+2	4,094451E-1	3,578125E+2	4,181111E-1	3,578125E+2	4,839302E-1	3,578125E+2	6,150677E-1	3,578125E+2	6,371739E-1	3,578125E+2	6,288375E-1
3,593750E+2	4,125767E-1	3,593750E+2	3,975480E-1	3,593750E+2	4,195140E-1	3,593750E+2	4,785106E-1	3,593750E+2	6,045291E-1	3,593750E+2	6,413872E-1	3,593750E+2	6,400724E-1
3,609375E+2	4,428663E-1	3,609375E+2	4,148067E-1	3,609375E+2	4,465376E-1	3,609375E+2	5,080288E-1	3,609375E+2	6,165186E-1	3,609375E+2	6,715299E-1	3,609375E+2	6,464315E-1
3,625000E+2	4,290437E-1	3,625000E+2	4,563880E-1	3,625000E+2	4,648321E-1	3,625000E+2	5,335521E-1	3,625000E+2	6,483537E-1	3,625000E+2	6,871263E-1	3,625000E+2	6,521108E-1
3,640625E+2	4,169427E-1	3,640625E+2	4,483721E-1	3,640625E+2	4,660918E-1	3,640625E+2	5,389341E-1	3,640625E+2	6,558566E-1	3,640625E+2	6,953162E-1	3,640625E+2	6,565184E-1
3,656250E+2	4,759833E-1	3,656250E+2	4,569555E-1	3,656250E+2	4,595053E-1	3,656250E+2	5,310498E-1	3,656250E+2	6,421246E-1	3,656250E+2	6,763244E-1	3,656250E+2	6,473010E-1
3,671875E+2	4,630758E-1	3,671875E+2	4,622804E-1	3,671875E+2	4,647776E-1	3,671875E+2	5,271166E-1	3,671875E+2	6,452216E-1	3,671875E+2	6,632419E-1	3,671875E+2	6,534205E-1
3,687500E+2	4,231938E-1	3,687500E+2	4,483033E-1	3,687500E+2	4,567950E-1	3,687500E+2	5,348657E-1	3,687500E+2	6,563615E-1	3,687500E+2	6,664261E-1	3,687500E+2	6,485040E-1
3,703125E+2	4,422439E-1	3,703125E+2	4,661007E-1	3,703125E+2	4,666457E-1	3,703125E+2	5,359837E-1	3,703125E+2	6,697043E-1	3,703125E+2	6,624802E-1	3,703125E+2	6,442813E-1
3,718750E+2	4,568267E-1	3,718750E+2	4,722919E-1	3,718750E+2	4,884738E-1	3,718750E+2	5,399230E-1	3,718750E+2	6,731243E-1	3,718750E+2	6,690971E-1	3,718750E+2	6,577074E-1
3,734375E+2	4,661154E-1	3,734375E+2	4,619339E-1	3,734375E+2	4,842867E-1	3,734375E+2	5,457899E-1	3,734375E+2	6,620393E-1	3,734375E+2	6,784536E-1	3,734375E+2	6,599754E-1
3,750000E+2	4,770843E-1	3,750000E+2	4,621900E-1	3,750000E+2	5,016302E-1	3,750000E+2	5,639879E-1	3,750000E+2	6,646499E-1	3,750000E+2	6,861947E-1	3,750000E+2	6,692591E-1
3,765625E+2	4,852181E-1	3,765625E+2	4,767066E-1	3,765625E+2	5,112376E-1	3,765625E+2	5,764286E-1	3,765625E+2	6,767179E-1	3,765625E+2	6,912987E-1	3,765625E+2	6,783857E-1
3,781250E+2	4,940134E-1	3,781250E+2	5,005811E-1	3,781250E+2	5,119760E-1	3,781250E+2	5,781715E-1	3,781250E+2	6,935435E-1	3,781250E+2	7,051531E-1	3,781250E+2	6,622351E-1
3,796875E+2	5,000709E-1	3,796875E+2	4,925167E-1	3,796875E+2	5,124410E-1	3,796875E+2	5,873858E-1	3,796875E+2	7,106649E-1	3,796875E+2	7,039057E-1	3,796875E+2	6,564351E-1
3,812500E+2	5,128359E-1	3,812500E+2	5,054608E-1	3,812500E+2	5,252042E-1	3,812500E+2	5,965112E-1	3,812500E+2	7,117370E-1	3,812500E+2	7,179783E-1	3,812500E+2	6,857272E-1
3,828125E+2	5,208104E-1	3,828125E+2	5,136027E-1	3,828125E+2	5,438482E-1	3,828125E+2	6,118799E-1	3,828125E+2	7,057890E-1	3,828125E+2	7,191290E-1	3,828125E+2	6,925252E-1
3,843750E+2	5,111846E-1	3,843750E+2	5,144302E-1	3,843750E+2	5,341828E-1	3,843750E+2	5,993330E-1	3,843750E+2	7,104301E-1	3,843750E+2	7,204616E-1	3,843750E+2	6,744732E-1
3,859375E+2	4,940123E-1	3,859375E+2	5,231918E-1	3,859375E+2	5,343610E-1	3,859375E+2	5,975854E-1	3,859375E+2	7,015338E-1	3,859375E+2	7,266892E-1	3,859375E+2	6,766593E-1
3,875000E+2	5,060749E-1	3,875000E+2	5,411651E-1	3,875000E+2	5,584445E-1	3,875000E+2	6,244427E-1	3,875000E+2	7,031956E-1	3,875000E+2	7,405722E-1	3,875000E+2	6,955707E-1
3,890625E+2	5,127858E-1	3,890625E+2	5,530662E-1	3,890625E+2	5,631575E-1	3,890625E+2	6,318310E-1	3,890625E+2	7,219550E-1	3,890625E+2	7,396854E-1	3,890625E+2	6,916264E-1
3,906250E+2	5,572725E-1	3,906250E+2	5,485555E-1	3,906250E+2	5,626637E-1	3,906250E+2	6,284978E-1	3,906250E+2	7,265592E-1	3,906250E+2	7,307294E-1	3,906250E+2	6,870851E-1
3,921875E+2	5,757130E-1	3,921875E+2	5,505888E-1	3,921875E+2	5,688277E-1	3,921875E+2	6,358406E-1	3,921875E+2	7,149934E-1	3,921875E+2	7,370703E-1	3,921875E+2	6,731209E-1
3,937500E+2	5,541457E-1	3,937500E+2	5,545275E-1	3,937500E+2	5,735341E-1	3,937500E+2	6,411919E-1	3,937500E+2	7,213507E-1	3,937500E+2	7,372812E-1	3,937500E+2	6,790560E-1
3,953125E+2	5,712716E-1	3,953125E+2	5,720566E-1	3,953125E+2	5,853483E-1	3,953125E+2	6,434143E-1	3,953125E+2	7,407342E-1	3,953125E+2	7,439016E-1	3,953125E+2	6,874182E-1
3,968750E+2	5,752651E-1	3,968750E+2	5,821900E-1	3,968750E+2	6,014169E-1	3,968750E+2	6,668572E-1	3,968750E+2	7,506251E-1	3,968750E+2	7,400255E-1	3,968750E+2	6,861500E-1
3,984375E+2	5,661728E-1	3,984375E+2	5,881792E-1	3,984375E+2	6,114465E-1	3,984375E+2	6,797671E-1	3,984375E+2	7,574203E-1	3,984375E+2	7,417754E-1	3,984375E+2	6,994650E-1
4,000000E+2	5,736788E-1	4,000000E+2	5,961022E-1	4,000000E+2	6,177794E-1	4,000000E+2	6,828508E-1	4,000000E+2	7,608234E-1	4,000000E+2	7,449048E-1	4,000000E+2	7,101677E-1
4,015625E+2	5,901472E-1	4,015625E+2	6,009959E-1	4,015625E+2	6,116251E-1	4,015625E+2	6,835309E-1	4,015625E+2	7,592144E-1	4,015625E+2	7,505994E-1	4,015625E+2	7,093576E-1
4,031250E+2	5,909897E-1	4,031250E+2	6,007518E-1	4,031250E+2	6,203580E-1	4,031250E+2	6,807419E-1	4,031250E+2	7,704761E-1	4,031250E+2	7,518763E-1	4,031250E+2	7,003476E-1
4,046875E+2	6,219733E-1	4,046875E+2	6,094425E-1	4,046875E+2	6,334337E-1	4,046875E+2	6,979078E-1	4,046875E+2	7,664129E-1	4,046875E+2	7,538400E-1	4,046875E+2	7,010745E-1
4,062500E+2	6,390046E-1	4,062500E+2	6,275426E-1	4,062500E+2	6,501932E-1	4,062500E+2	7,136238E-1	4,062500E+2	7,806873E-1	4,062500E+2	7,643968E-1	4,062500E+2	7,161157E-1
4,078125E+2	6,456868E-1	4,078125E+2	6,264151E-1	4,078125E+2	6,464304E-1	4,078125E+2	7,068910E-1	4,078125E+2	7,758222E-1	4,078125E+2	7,599869E-1	4,078125E+2	7,112468E-1
4,093750E+2	6,552105E-1	4,093750E+2	6,419163E-1	4,093750E+2	6,604824E-1	4,093750E+2	7,167834E-1	4,093750E+2	7,875313E-1	4,093750E+2	7,671476E-1	4,093750E+2	7,149322E-1
4,109375E+2	6,587351E-1	4,109375E+2	6,516869E-1	4,109375E+2	6,721668E-1	4,109375E+2	7,305124E-1	4,109375E+2	7,977414E-1	4,109375E+2	7,801138E-1	4,109375E+2	7,321865E-1
4,125000E+2	6,691878E-1	4,125000E+2	6,675575E-1	4,125000E+2	6,894700E-1	4,125000E+2	7,522220E-1	4,125000E+2	8,097526E-1	4,125000E+2	7,874476E-1	4,125000E+2	7,340311E-1
4,140625E+2	6,733482E-1	4,140625E+2	6,835058E-1	4,140625E+2	6,937357E-1	4,140625E+2	7,593105E-1	4,140625E+2	8,192850E-1	4,140625E+2	7,854229E-1	4,140625E+2	7,346556E-1
4,156250E+2	6,891305E-1	4,156250E+2	6,945068E-1	4,156250E+2	7,025354E-1	4,156250E+2	7,581020E-1	4,156250E+2	8,144002E-1	4,156250E+2	7,934050E-1	4,156250E+2	7,308718E-1
4,171875E+2	6,918261E-1	4,171875E+2	7,013690E-1	4,171875E+2	7,068371E-1	4,171875E+2	7,640301E-1	4,171875E+2	8,132438E-1	4,171875E+2	7,882231E-1	4,171875E+2	7,280820E-1
4,187500E+2	7,043741E-1	4,187500E+2	7,031959E-1	4,187500E+2	7,190336E-1	4,187500E+2	7,762163E-1	4,187500E+2	8,173904E-1	4,187500E+2	7,957969E-1	4,187500E+2	7,354187E-1
4,203125E+2	7,067000E-1	4,203125E+2	7,114919E-1	4,203125E+2	7,269584E-1	4,203125E+2	7,754565E-1	4,203125E+2	8,339856E-1	4,203125E+2	8,048123E-1	4,203125E+2	7,497426E-1
4,218750E+2	7,108023E-1	4,218750E+2	7,243285E-1	4,218750E+2	7,356017E-1	4,218750E+2	7,897070E-1	4,218750E+2	8,396358E-1	4,218750E+2	8,008485E-1	4,218750E+2	7,537818E-1
4,234375E+2	7,274380E-1	4,234375E+2	7,272123E-1	4,234375E+2	7,443411E-1	4,234375E+2	7,976617E-1	4,234375E+2	8,346378E-1	4,234375E+2	7,995898E-1	4,234375E+2	7,411453E-1
4,250000E+2	7,316921E-1	4,250000E+2	7,372907E-1	4,250000E+2	7,539835E-1	4,250000E+2	8,076497E-1	4,250000E+2	8,395090E-1	4,250000E+2	8,094100E-1	4,250000E+2	7,411906E-1
4,265625E+2	7,336160E-1	4,265625E+2	7,412687E-1	4,265625E+2	7,573581E-1	4,265625E+2	8,080388E-1	4,265625E+2	8,468274E-1	4,265625E+2	8,020520E-1	4,265625E+2	7,346542E-1
4,281250E+2	7,554398E-1	4,281250E+2	7,526021E-1	4,281250E+2	7,682860E-1	4,281250E+2	8,218614E-1	4,281250E+2	8,596722E-1	4,281250E+2	8,068770E-1	4,281250E+2	7,459314E-1
4,296875E+2	7,624068E-1	4,296875E+2	7,564370E-1	4,296875E+2	7,716592E-1	4,296875E+2	8,240525E-1	4,296875E+2	8,636750E-1	4,296875E+2	8,030774E-1	4,296875E+2	7,498516E-1
4,312500E+2	7,617367E-1	4,312500E+2	7,632945E-1	4,312500E+2	7,813475E-1	4,312500E+2	8,340645E-1	4,312500E+2	8,694633E-1	4,312500E+2	8,125747E-1	4,312500E+2	7,474151E-1
4,328125E+2	7,773467E-1	4,328125E+2	7,726200E-1	4,328125E+2	7,927727E-1	4,328125E+2	8,409047E-1	4,328125E+2	8,706929E-1	4,328125E+2	8,189253E-1	4,328125E+2	7,573827E-1
4,343750E+2	7,810220E-1	4,343750E+2	7,851003E-1	4,343750E+2	7,986028E-1	4,343750E+2	8,492985E-1	4,343750E+2	8,671921E-1	4,343750E+2	8,279521E-1	4,343750E+2	7,589091E-1
4,359375E+2	7,836728E-1	4,359375E+2	7,813484E-1	4,359375E+2	7,972936E-1	4,359375E+2	8,458832E-1	4,359375E+2	8,614566E-1	4,359375E+2	8,167418E-1	4,359375E+2	7,453604E-1
4,375000E+2	7,844581E-1	4,375000E+2	7,918167E-1	4,375000E+2	8,064397E-1	4,375000E+2	8,538668E-1	4,375000E+2	8,757899E-1	4,375000E+2	8,173563E-1	4,375000E+2	7,480073E-1
4,390625E+2	7,930746E-1	4,390625E+2	8,017017E-1	4,390625E+2	8,172025E-1	4,390625E+2	8,600301E-1	4,390625E+2	8,857652E-1	4,390625E+2	8,209979E-1	4,390625E+2	7,552396E-1
4,406250E+2	8,066294E-1	4,406250E+2	8,110959E-1	4,406250E+2	8,237296E-1	4,406250E+2	8,708760E-1	4,406250E+2	8,918812E-1	4,406250E+2	8,347122E-1	4,406250E+2	7,701986E-1
4,421875E+2	8,174306E-1	4,421875E+2	8,228861E-1	4,421875E+2	8,365052E-1	4,421875E+2	8,810121E-1	4,421875E+2	8,920104E-1	4,421875E+2	8,414410E-1	4,421875E+2	7,704779E-1
4,437500E+2	8,273285E-1	4,437500E+2	8,297591E-1	4,437500E+2	8,437375E-1	4,437500E+2	8,871713E-1	4,437500E+2	8,951328E-1	4,437500E+2	8,410288E-1	4,437500E+2	7,659105E-1
4,453125E+2	8,275161E-1	4,453125E+2	8,340114E-1	4,453125E+2	8,477048E-1	4,453125E+2	8,906353E-1	4,453125E+2	9,010677E-1	4,453125E+2	8,376561E-1	4,453125E+2	7,683983E-1
4,468750E+2	8,333380E-1	4,468750E+2	8,359321E-1	4,468750E+2	8,505114E-1	4,468750E+2	8,924751E-1	4,468750E+2	9,021861E-1	4,468750E+2	8,328951E-1	4,468750E+2	7,539517E-1
4,484375E+2	8,450289E-1	4,484375E+2	8,467918E-1	4,484375E+2	8,570068E-1	4,484375E+2	9,024669E-1	4,484375E+2	9,109684E-1	4,484375E+2	8,437392E-1	4,484375E+2	7,672913E-1
4,500000E+2	8,496492E-1	4,500000E+2	8,511032E-1	4,500000E+2	8,613670E-1	4,500000E+2	9,086182E-1	4,500000E+2	9,153534E-1	4,500000E+2	8,520207E-1	4,500000E+2	7,775494E-1
4,515625E+2	8,444062E-1	4,515625E+2	8,501916E-1	4,515625E+2	8,626536E-1	4,515625E+2	9,079339E-1	4,515625E+2	9,104738E-1	4,515625E+2	8,520547E-1	4,515625E+2	7,636695E-1
4,531250E+2	8,555378E-1	4,531250E+2	8,569268E-1	4,531250E+2	8,695678E-1	4,531250E+2	9,128931E-1	4,531250E+2	9,140046E-1	4,531250E+2	8,492512E-1	4,531250E+2	7,684739E-1
4,546875E+2	8,672923E-1	4,546875E+2	8,642488E-1	4,546875E+2	8,758166E-1	4,546875E+2	9,210813E-1	4,546875E+2	9,191124E-1	4,546875E+2	8,536250E-1	4,546875E+2	7,723694E-1
4,562500E+2	8,653350E-1	4,562500E+2	8,684284E-1	4,562500E+2	8,791018E-1	4,562500E+2	9,217492E-1	4,562500E+2	9,223559E-1	4,562500E+2	8,544994E-1	4,562500E+2	7,717767E-1
4,578125E+2	8,685964E-1	4,578125E+2	8,717977E-1	4,578125E+2	8,854065E-1	4,578125E+2	9,297311E-1	4,578125E+2	9,280288E-1	4,578125E+2	8,595354E-1	4,578125E+2	7,781115E-1
4,593750E+2	8,757634E-1	4,593750E+2	8,755104E-1	4,593750E+2	8,915580E-1	4,593750E+2	9,349629E-1	4,593750E+2	9,287263E-1	4,593750E+2	8,573699E-1	4,593750E+2	7,676112E-1
4,609375E+2	8,808444E-1	4,609375E+2	8,803665E-1	4,609375E+2	8,935459E-1	4,609375E+2	9,399614E-1	4,609375E+2	9,334882E-1	4,609375E+2	8,666143E-1	4,609375E+2	7,774946E-1
4,625000E+2	8,850995E-1	4,625000E+2	8,818280E-1	4,625000E+2	8,970021E-1	4,625000E+2	9,420067E-1	4,625000E+2	9,388220E-1	4,625000E+2	8,674026E-1	4,625000E+2	7,800034E-1
4,640625E+2	8,871170E-1	4,640625E+2	8,874686E-1	4,640625E+2	9,006278E-1	4,640625E+2	9,449506E-1	4,640625E+2	9,420574E-1	4,640625E+2	8,704609E-1	4,640625E+2	7,806613E-1
4,656250E+2	8,869486E-1	4,656250E+2	8,914479E-1	4,656250E+2	9,033269E-1	4,656250E+2	9,496209E-1	4,656250E+2	9,407787E-1	4,656250E+2	8,682502E-1	4,656250E+2	7,808551E-1
4,671875E+2	8,905972E-1	4,671875E+2	8,933440E-1	4,671875E+2	9,078935E-1	4,671875E+2	9,534371E-1	4,671875E+2	9,363251E-1	4,671875E+2	8,736152E-1	4,671875E+2	7,738259E-1
4,687500E+2	8,910184E-1	4,687500E+2	8,963800E-1	4,687500E+2	9,098346E-1	4,687500E+2	9,578163E-1	4,687500E+2	9,417184E-1	4,687500E+2	8,695712E-1	4,687500E+2	7,785490E-1
4,703125E+2	8,881121E-1	4,703125E+2	8,989892E-1	4,703125E+2	9,130435E-1	4,703125E+2	9,601793E-1	4,703125E+2	9,442624E-1	4,703125E+2	8,669467E-1	4,703125E+2	7,788150E-1
4,718750E+2	8,991973E-1	4,718750E+2	9,020690E-1	4,718750E+2	9,159667E-1	4,718750E+2	9,656021E-1	4,718750E+2	9,470034E-1	4,718750E+2	8,706384E-1	4,718750E+2	7,834194E-1
4,734375E+2	9,047555E-1	4,734375E+2	9,060917E-1	4,734375E+2	9,180301E-1	4,734375E+2	9,668318E-1	4,734375E+2	9,475875E-1	4,734375E+2	8,717884E-1	4,734375E+2	7,813429E-1
4,750000E+2	9,028160E-1	4,750000E+2	9,058397E-1	4,750000E+2	9,185375E-1	4,750000E+2	9,668698E-1	4,750000E+2	9,550511E-1	4,750000E+2	8,788532E-1	4,750000E+2	7,957303E-1
4,765625E+2	9,069697E-1	4,765625E+2	9,064999E-1	4,765625E+2	9,208059E-1	4,765625E+2	9,688304E-1	4,765625E+2	9,565285E-1	4,765625E+2	8,819113E-1	4,765625E+2	7,936583E-1
4,781250E+2	9,059166E-1	4,781250E+2	9,066768E-1	4,781250E+2	9,218623E-1	4,781250E+2	9,705727E-1	4,781250E+2	9,632280E-1	4,781250E+2	8,876759E-1	4,781250E+2	8,014180E-1
4,796875E+2	9,067403E-1	4,796875E+2	9,078509E-1	4,796875E+2	9,236689E-1	4,796875E+2	9,715298E-1	4,796875E+2	9,645545E-1	4,796875E+2	8,865613E-1	4,796875E+2	7,954111E-1
4,812500E+2	9,072763E-1	4,812500E+2	9,096450E-1	4,812500E+2	9,249792E-1	4,812500E+2	9,737741E-1	4,812500E+2	9,602880E-1	4,812500E+2	8,802603E-1	4,812500E+2	7,884655E-1
4,828125E+2	9,088205E-1	4,828125E+2	9,115842E-1	4,828125E+2	9,273424E-1	4,828125E+2	9,762613E-1	4,828125E+2	9,592469E-1	4,828125E+2	8,770946E-1	4,828125E+2	7,814504E-1
4,843750E+2	9,093056E-1	4,843750E+2	9,119366E-1	4,843750E+2	9,272798E-1	4,843750E+2	9,762241E-1	4,843750E+2	9,632291E-1	4,843750E+2	8,877263E-1	4,843750E+2	7,942053E-1
4,859375E+2	9,086291E-1	4,859375E+2	9,131240E-1	4,859375E+2	9,282048E-1	4,859375E+2	9,776358E-1	4,859375E+2	9,636901E-1	4,859375E+2	8,902415E-1	4,859375E+2	7,930984E-1
4,875000E+2	9,100741E-1	4,875000E+2	9,131753E-1	4,875000E+2	9,275237E-1	4,875000E+2	9,792888E-1	4,875000E+2	9,654233E-1	4,875000E+2	8,834050E-1	4,875000E+2	7,829332E-1
