Sample 1 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 1 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 5 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 5 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 6 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 6 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 7 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 7 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	
3,156250E+2	4,089645E-1	3,156250E+2	-2,120927E+0	3,156250E+2	4,106513E-1	3,156250E+2	-2,060175E+0	3,156250E+2	4,195602E-1	3,156250E+2	-2,087177E+0	3,156250E+2	5,733713E-1	3,156250E+2	-2,138309E+0	3,156250E+2	1,068159E+0	3,156250E+2	-2,284075E+0	3,156250E+2	1,456936E+0	3,156250E+2	-2,361224E+0	3,156250E+2	2,010135E+0	3,156250E+2	-2,418979E+0
3,171875E+2	3,792031E-1	3,171875E+2	-2,097513E+0	3,171875E+2	4,315391E-1	3,171875E+2	-2,057329E+0	3,171875E+2	4,304799E-1	3,171875E+2	-2,069846E+0	3,171875E+2	5,836533E-1	3,171875E+2	-2,151718E+0	3,171875E+2	1,087034E+0	3,171875E+2	-2,268319E+0	3,171875E+2	1,502774E+0	3,171875E+2	-2,337757E+0	3,171875E+2	2,005095E+0	3,171875E+2	-2,454566E+0
3,187500E+2	4,698239E-1	3,187500E+2	-2,059763E+0	3,187500E+2	4,583192E-1	3,187500E+2	-2,016258E+0	3,187500E+2	4,533076E-1	3,187500E+2	-2,031220E+0	3,187500E+2	5,748575E-1	3,187500E+2	-2,101221E+0	3,187500E+2	1,113512E+0	3,187500E+2	-2,253915E+0	3,187500E+2	1,535187E+0	3,187500E+2	-2,299002E+0	3,187500E+2	2,050430E+0	3,187500E+2	-2,381055E+0
3,203125E+2	4,990776E-1	3,203125E+2	-2,024163E+0	3,203125E+2	4,460284E-1	3,203125E+2	-1,983985E+0	3,203125E+2	4,603128E-1	3,203125E+2	-1,988815E+0	3,203125E+2	5,967354E-1	3,203125E+2	-2,059519E+0	3,203125E+2	1,100695E+0	3,203125E+2	-2,231188E+0	3,203125E+2	1,560401E+0	3,203125E+2	-2,283650E+0	3,203125E+2	2,027537E+0	3,203125E+2	-2,370076E+0
3,218750E+2	4,746751E-1	3,218750E+2	-1,995017E+0	3,218750E+2	4,107970E-1	3,218750E+2	-1,995368E+0	3,218750E+2	4,322941E-1	3,218750E+2	-1,966574E+0	3,218750E+2	5,864446E-1	3,218750E+2	-2,026893E+0	3,218750E+2	1,050094E+0	3,218750E+2	-2,173418E+0	3,218750E+2	1,515682E+0	3,218750E+2	-2,233469E+0	3,218750E+2	1,985212E+0	3,218750E+2	-2,302609E+0
3,234375E+2	4,725573E-1	3,234375E+2	-1,954302E+0	3,234375E+2	4,108184E-1	3,234375E+2	-1,956470E+0	3,234375E+2	4,421642E-1	3,234375E+2	-1,935967E+0	3,234375E+2	5,834204E-1	3,234375E+2	-2,008941E+0	3,234375E+2	1,098101E+0	3,234375E+2	-2,136694E+0	3,234375E+2	1,584443E+0	3,234375E+2	-2,156399E+0	3,234375E+2	2,038918E+0	3,234375E+2	-2,274276E+0
3,250000E+2	5,018716E-1	3,250000E+2	-1,892937E+0	3,250000E+2	3,601758E-1	3,250000E+2	-1,918375E+0	3,250000E+2	4,241732E-1	3,250000E+2	-1,916142E+0	3,250000E+2	5,680587E-1	3,250000E+2	-1,994912E+0	3,250000E+2	1,071463E+0	3,250000E+2	-2,100278E+0	3,250000E+2	1,530298E+0	3,250000E+2	-2,140869E+0	3,250000E+2	1,984827E+0	3,250000E+2	-2,323599E+0
3,265625E+2	4,367289E-1	3,265625E+2	-1,859956E+0	3,265625E+2	3,734842E-1	3,265625E+2	-1,874101E+0	3,265625E+2	4,176535E-1	3,265625E+2	-1,884626E+0	3,265625E+2	5,445757E-1	3,265625E+2	-1,961509E+0	3,265625E+2	1,105946E+0	3,265625E+2	-2,089230E+0	3,265625E+2	1,534732E+0	3,265625E+2	-2,133753E+0	3,265625E+2	2,029843E+0	3,265625E+2	-2,269973E+0
3,281250E+2	3,546375E-1	3,281250E+2	-1,817325E+0	3,281250E+2	3,756720E-1	3,281250E+2	-1,906829E+0	3,281250E+2	4,281417E-1	3,281250E+2	-1,901107E+0	3,281250E+2	5,516661E-1	3,281250E+2	-1,959542E+0	3,281250E+2	1,095616E+0	3,281250E+2	-2,099436E+0	3,281250E+2	1,550548E+0	3,281250E+2	-2,164860E+0	3,281250E+2	2,159204E+0	3,281250E+2	-2,277959E+0
3,296875E+2	4,045369E-1	3,296875E+2	-1,753460E+0	3,296875E+2	3,930629E-1	3,296875E+2	-1,868400E+0	3,296875E+2	4,168563E-1	3,296875E+2	-1,878150E+0	3,296875E+2	5,542322E-1	3,296875E+2	-1,922655E+0	3,296875E+2	1,103570E+0	3,296875E+2	-2,109370E+0	3,296875E+2	1,595076E+0	3,296875E+2	-2,171763E+0	3,296875E+2	2,135453E+0	3,296875E+2	-2,292711E+0
3,312500E+2	4,122733E-1	3,312500E+2	-1,783912E+0	3,312500E+2	4,143198E-1	3,312500E+2	-1,815846E+0	3,312500E+2	4,329336E-1	3,312500E+2	-1,831813E+0	3,312500E+2	5,763488E-1	3,312500E+2	-1,872850E+0	3,312500E+2	1,056806E+0	3,312500E+2	-2,018433E+0	3,312500E+2	1,551581E+0	3,312500E+2	-2,072592E+0	3,312500E+2	2,034860E+0	3,312500E+2	-2,213546E+0
3,328125E+2	4,862372E-1	3,328125E+2	-1,869543E+0	3,328125E+2	4,181162E-1	3,328125E+2	-1,794070E+0	3,328125E+2	4,246242E-1	3,328125E+2	-1,820102E+0	3,328125E+2	5,769786E-1	3,328125E+2	-1,878625E+0	3,328125E+2	1,084503E+0	3,328125E+2	-2,017623E+0	3,328125E+2	1,545474E+0	3,328125E+2	-2,056561E+0	3,328125E+2	2,078690E+0	3,328125E+2	-2,201650E+0
3,343750E+2	4,472149E-1	3,343750E+2	-1,932136E+0	3,343750E+2	3,928566E-1	3,343750E+2	-1,788398E+0	3,343750E+2	3,963934E-1	3,343750E+2	-1,802055E+0	3,343750E+2	5,634117E-1	3,343750E+2	-1,855927E+0	3,343750E+2	1,075107E+0	3,343750E+2	-2,017485E+0	3,343750E+2	1,495209E+0	3,343750E+2	-2,072655E+0	3,343750E+2	2,045963E+0	3,343750E+2	-2,187699E+0
3,359375E+2	4,345616E-1	3,359375E+2	-1,812819E+0	3,359375E+2	4,239309E-1	3,359375E+2	-1,727826E+0	3,359375E+2	4,403441E-1	3,359375E+2	-1,751201E+0	3,359375E+2	6,008360E-1	3,359375E+2	-1,803041E+0	3,359375E+2	1,112980E+0	3,359375E+2	-1,961312E+0	3,359375E+2	1,521785E+0	3,359375E+2	-2,031231E+0	3,359375E+2	2,043461E+0	3,359375E+2	-2,149133E+0
3,375000E+2	4,700996E-1	3,375000E+2	-1,704206E+0	3,375000E+2	4,643263E-1	3,375000E+2	-1,717997E+0	3,375000E+2	4,615730E-1	3,375000E+2	-1,735389E+0	3,375000E+2	6,228795E-1	3,375000E+2	-1,784934E+0	3,375000E+2	1,107407E+0	3,375000E+2	-1,956085E+0	3,375000E+2	1,581115E+0	3,375000E+2	-2,005678E+0	3,375000E+2	2,093662E+0	3,375000E+2	-2,070426E+0
3,390625E+2	4,457905E-1	3,390625E+2	-1,696850E+0	3,390625E+2	4,454140E-1	3,390625E+2	-1,706424E+0	3,390625E+2	4,586691E-1	3,390625E+2	-1,717595E+0	3,390625E+2	6,036505E-1	3,390625E+2	-1,784132E+0	3,390625E+2	1,094311E+0	3,390625E+2	-1,905020E+0	3,390625E+2	1,592885E+0	3,390625E+2	-2,011308E+0	3,390625E+2	2,079538E+0	3,390625E+2	-1,980670E+0
3,406250E+2	4,305757E-1	3,406250E+2	-1,619118E+0	3,406250E+2	3,976153E-1	3,406250E+2	-1,676266E+0	3,406250E+2	4,232425E-1	3,406250E+2	-1,683566E+0	3,406250E+2	5,682462E-1	3,406250E+2	-1,778292E+0	3,406250E+2	1,075385E+0	3,406250E+2	-1,885817E+0	3,406250E+2	1,531095E+0	3,406250E+2	-2,000482E+0	3,406250E+2	2,079280E+0	3,406250E+2	-2,045289E+0
3,421875E+2	3,499155E-1	3,421875E+2	-1,593315E+0	3,421875E+2	3,750453E-1	3,421875E+2	-1,684745E+0	3,421875E+2	4,102081E-1	3,421875E+2	-1,688110E+0	3,421875E+2	5,659099E-1	3,421875E+2	-1,754904E+0	3,421875E+2	1,074268E+0	3,421875E+2	-1,889856E+0	3,421875E+2	1,523548E+0	3,421875E+2	-1,970106E+0	3,421875E+2	2,132744E+0	3,421875E+2	-2,059502E+0
3,437500E+2	3,823471E-1	3,437500E+2	-1,638585E+0	3,437500E+2	4,053918E-1	3,437500E+2	-1,621217E+0	3,437500E+2	4,501167E-1	3,437500E+2	-1,639893E+0	3,437500E+2	5,901500E-1	3,437500E+2	-1,727166E+0	3,437500E+2	1,083988E+0	3,437500E+2	-1,843034E+0	3,437500E+2	1,587612E+0	3,437500E+2	-1,883929E+0	3,437500E+2	2,195464E+0	3,437500E+2	-2,029764E+0
3,453125E+2	3,903446E-1	3,453125E+2	-1,637603E+0	3,453125E+2	4,432951E-1	3,453125E+2	-1,620472E+0	3,453125E+2	4,793149E-1	3,453125E+2	-1,635610E+0	3,453125E+2	6,151679E-1	3,453125E+2	-1,718948E+0	3,453125E+2	1,055670E+0	3,453125E+2	-1,842426E+0	3,453125E+2	1,576184E+0	3,453125E+2	-1,929052E+0	3,453125E+2	2,204377E+0	3,453125E+2	-1,890094E+0
3,468750E+2	3,905424E-1	3,468750E+2	-1,623563E+0	3,468750E+2	4,337836E-1	3,468750E+2	-1,633401E+0	3,468750E+2	4,489911E-1	3,468750E+2	-1,639144E+0	3,468750E+2	5,928153E-1	3,468750E+2	-1,708225E+0	3,468750E+2	1,045408E+0	3,468750E+2	-1,850985E+0	3,468750E+2	1,541919E+0	3,468750E+2	-1,894779E+0	3,468750E+2	2,087294E+0	3,468750E+2	-2,002233E+0
3,484375E+2	4,498385E-1	3,484375E+2	-1,629524E+0	3,484375E+2	4,373354E-1	3,484375E+2	-1,592231E+0	3,484375E+2	4,413622E-1	3,484375E+2	-1,612601E+0	3,484375E+2	6,114547E-1	3,484375E+2	-1,665506E+0	3,484375E+2	1,080985E+0	3,484375E+2	-1,780147E+0	3,484375E+2	1,599130E+0	3,484375E+2	-1,957169E+0	3,484375E+2	2,028279E+0	3,484375E+2	-2,075536E+0
3,500000E+2	4,475858E-1	3,500000E+2	-1,603385E+0	3,500000E+2	3,734611E-1	3,500000E+2	-1,524968E+0	3,500000E+2	4,066906E-1	3,500000E+2	-1,553449E+0	3,500000E+2	5,393958E-1	3,500000E+2	-1,607447E+0	3,500000E+2	1,059317E+0	3,500000E+2	-1,755261E+0	3,500000E+2	1,509173E+0	3,500000E+2	-1,989103E+0	3,500000E+2	1,931197E+0	3,500000E+2	-2,050410E+0
3,515625E+2	4,201194E-1	3,515625E+2	-1,569947E+0	3,515625E+2	3,885655E-1	3,515625E+2	-1,478392E+0	3,515625E+2	4,381900E-1	3,515625E+2	-1,518941E+0	3,515625E+2	5,674267E-1	3,515625E+2	-1,593898E+0	3,515625E+2	1,094134E+0	3,515625E+2	-1,735796E+0	3,515625E+2	1,540716E+0	3,515625E+2	-1,871580E+0	3,515625E+2	1,967029E+0	3,515625E+2	-1,927560E+0
3,531250E+2	4,003154E-1	3,531250E+2	-1,569215E+0	3,531250E+2	4,144768E-1	3,531250E+2	-1,509864E+0	3,531250E+2	4,581415E-1	3,531250E+2	-1,524845E+0	3,531250E+2	6,096535E-1	3,531250E+2	-1,602390E+0	3,531250E+2	1,126392E+0	3,531250E+2	-1,761788E+0	3,531250E+2	1,550195E+0	3,531250E+2	-1,797365E+0	3,531250E+2	2,125313E+0	3,531250E+2	-1,885299E+0
3,546875E+2	4,157935E-1	3,546875E+2	-1,564298E+0	3,546875E+2	4,271315E-1	3,546875E+2	-1,489822E+0	3,546875E+2	4,608965E-1	3,546875E+2	-1,487969E+0	3,546875E+2	6,274542E-1	3,546875E+2	-1,542453E+0	3,546875E+2	1,160928E+0	3,546875E+2	-1,710074E+0	3,546875E+2	1,608992E+0	3,546875E+2	-1,720318E+0	3,546875E+2	2,155596E+0	3,546875E+2	-1,844789E+0
3,562500E+2	4,609873E-1	3,562500E+2	-1,491526E+0	3,562500E+2	4,246433E-1	3,562500E+2	-1,485832E+0	3,562500E+2	4,383231E-1	3,562500E+2	-1,484104E+0	3,562500E+2	5,954932E-1	3,562500E+2	-1,541291E+0	3,562500E+2	1,128696E+0	3,562500E+2	-1,686324E+0	3,562500E+2	1,625942E+0	3,562500E+2	-1,793729E+0	3,562500E+2	2,090431E+0	3,562500E+2	-1,845693E+0
3,578125E+2	4,284633E-1	3,578125E+2	-1,462990E+0	3,578125E+2	4,263026E-1	3,578125E+2	-1,459571E+0	3,578125E+2	4,388490E-1	3,578125E+2	-1,458804E+0	3,578125E+2	5,795480E-1	3,578125E+2	-1,515048E+0	3,578125E+2	1,087021E+0	3,578125E+2	-1,647307E+0	3,578125E+2	1,612252E+0	3,578125E+2	-1,815877E+0	3,578125E+2	2,067784E+0	3,578125E+2	-1,934363E+0
3,593750E+2	4,058274E-1	3,593750E+2	-1,399362E+0	3,593750E+2	4,049157E-1	3,593750E+2	-1,449256E+0	3,593750E+2	4,403893E-1	3,593750E+2	-1,457505E+0	3,593750E+2	5,791408E-1	3,593750E+2	-1,532158E+0	3,593750E+2	1,087604E+0	3,593750E+2	-1,684720E+0	3,593750E+2	1,560936E+0	3,593750E+2	-1,782233E+0	3,593750E+2	2,208421E+0	3,593750E+2	-1,872727E+0
3,609375E+2	4,528079E-1	3,609375E+2	-1,406820E+0	3,609375E+2	4,116640E-1	3,609375E+2	-1,406023E+0	3,609375E+2	4,604538E-1	3,609375E+2	-1,411288E+0	3,609375E+2	6,121385E-1	3,609375E+2	-1,490210E+0	3,609375E+2	1,109675E+0	3,609375E+2	-1,657979E+0	3,609375E+2	1,569602E+0	3,609375E+2	-1,657273E+0	3,609375E+2	2,172907E+0	3,609375E+2	-1,837992E+0
3,625000E+2	4,213366E-1	3,625000E+2	-1,381285E+0	3,625000E+2	4,471123E-1	3,625000E+2	-1,350766E+0	3,625000E+2	4,619408E-1	3,625000E+2	-1,355673E+0	3,625000E+2	6,132212E-1	3,625000E+2	-1,412371E+0	3,625000E+2	1,123411E+0	3,625000E+2	-1,556271E+0	3,625000E+2	1,553622E+0	3,625000E+2	-1,588454E+0	3,625000E+2	2,118093E+0	3,625000E+2	-1,808238E+0
3,640625E+2	3,747430E-1	3,640625E+2	-1,305846E+0	3,640625E+2	4,234474E-1	3,640625E+2	-1,323420E+0	3,640625E+2	4,606780E-1	3,640625E+2	-1,349059E+0	3,640625E+2	6,175368E-1	3,640625E+2	-1,402486E+0	3,640625E+2	1,121780E+0	3,640625E+2	-1,529597E+0	3,640625E+2	1,587264E+0	3,640625E+2	-1,561167E+0	3,640625E+2	2,147283E+0	3,640625E+2	-1,782543E+0
3,656250E+2	4,406064E-1	3,656250E+2	-1,275680E+0	3,656250E+2	4,334162E-1	3,656250E+2	-1,318812E+0	3,656250E+2	4,490267E-1	3,656250E+2	-1,345030E+0	3,656250E+2	6,039355E-1	3,656250E+2	-1,405839E+0	3,656250E+2	1,104459E+0	3,656250E+2	-1,565657E+0	3,656250E+2	1,591301E+0	3,656250E+2	-1,642140E+0	3,656250E+2	2,165378E+0	3,656250E+2	-1,833398E+0
3,671875E+2	4,349250E-1	3,671875E+2	-1,303007E+0	3,671875E+2	4,400592E-1	3,671875E+2	-1,316797E+0	3,671875E+2	4,469164E-1	3,671875E+2	-1,323901E+0	3,671875E+2	5,911782E-1	3,671875E+2	-1,397956E+0	3,671875E+2	1,113466E+0	3,671875E+2	-1,560803E+0	3,671875E+2	1,642643E+0	3,671875E+2	-1,709733E+0	3,671875E+2	2,083664E+0	3,671875E+2	-1,801788E+0
3,687500E+2	4,217707E-1	3,687500E+2	-1,401826E+0	3,687500E+2	4,164233E-1	3,687500E+2	-1,307400E+0	3,687500E+2	4,344596E-1	3,687500E+2	-1,321644E+0	3,687500E+2	6,027597E-1	3,687500E+2	-1,392447E+0	3,687500E+2	1,150384E+0	3,687500E+2	-1,544837E+0	3,687500E+2	1,602612E+0	3,687500E+2	-1,686877E+0	3,687500E+2	2,092786E+0	3,687500E+2	-1,828406E+0
3,703125E+2	4,182053E-1	3,703125E+2	-1,330891E+0	3,703125E+2	4,289451E-1	3,703125E+2	-1,280333E+0	3,703125E+2	4,355095E-1	3,703125E+2	-1,293220E+0	3,703125E+2	5,911631E-1	3,703125E+2	-1,371130E+0	3,703125E+2	1,126808E+0	3,703125E+2	-1,485554E+0	3,703125E+2	1,574402E+0	3,703125E+2	-1,696632E+0	3,703125E+2	2,024405E+0	3,703125E+2	-1,849711E+0
3,718750E+2	4,000311E-1	3,718750E+2	-1,242018E+0	3,718750E+2	4,269981E-1	3,718750E+2	-1,257007E+0	3,718750E+2	4,570707E-1	3,718750E+2	-1,272711E+0	3,718750E+2	5,802176E-1	3,718750E+2	-1,342175E+0	3,718750E+2	1,144050E+0	3,718750E+2	-1,483744E+0	3,718750E+2	1,587756E+0	3,718750E+2	-1,671960E+0	3,718750E+2	2,008221E+0	3,718750E+2	-1,778782E+0
3,734375E+2	4,264977E-1	3,734375E+2	-1,274803E+0	3,734375E+2	4,031694E-1	3,734375E+2	-1,233799E+0	3,734375E+2	4,410193E-1	3,734375E+2	-1,251437E+0	3,734375E+2	5,756651E-1	3,734375E+2	-1,317661E+0	3,734375E+2	1,124931E+0	3,734375E+2	-1,510441E+0	3,734375E+2	1,526202E+0	3,734375E+2	-1,617537E+0	3,734375E+2	2,060704E+0	3,734375E+2	-1,766826E+0
3,750000E+2	4,161600E-1	3,750000E+2	-1,218066E+0	3,750000E+2	3,882312E-1	3,750000E+2	-1,196972E+0	3,750000E+2	4,451439E-1	3,750000E+2	-1,208775E+0	3,750000E+2	5,827101E-1	3,750000E+2	-1,275858E+0	3,750000E+2	1,065547E+0	3,750000E+2	-1,464991E+0	3,750000E+2	1,532110E+0	3,750000E+2	-1,587284E+0	3,750000E+2	2,045548E+0	3,750000E+2	-1,717668E+0
3,765625E+2	4,156623E-1	3,765625E+2	-1,192687E+0	3,765625E+2	4,016794E-1	3,765625E+2	-1,185643E+0	3,765625E+2	4,497250E-1	3,765625E+2	-1,190384E+0	3,765625E+2	5,944428E-1	3,765625E+2	-1,258077E+0	3,765625E+2	1,100901E+0	3,765625E+2	-1,446897E+0	3,765625E+2	1,545626E+0	3,765625E+2	-1,569428E+0	3,765625E+2	2,056449E+0	3,765625E+2	-1,668431E+0
3,781250E+2	4,187812E-1	3,781250E+2	-1,173844E+0	3,781250E+2	4,246635E-1	3,781250E+2	-1,167775E+0	3,781250E+2	4,508310E-1	3,781250E+2	-1,190534E+0	3,781250E+2	5,893596E-1	3,781250E+2	-1,245528E+0	3,781250E+2	1,147355E+0	3,781250E+2	-1,416410E+0	3,781250E+2	1,634395E+0	3,781250E+2	-1,526798E+0	3,781250E+2	2,101231E+0	3,781250E+2	-1,753317E+0
3,796875E+2	4,178104E-1	3,796875E+2	-1,154046E+0	3,796875E+2	4,125134E-1	3,796875E+2	-1,164068E+0	3,796875E+2	4,440811E-1	3,796875E+2	-1,175171E+0	3,796875E+2	5,924592E-1	3,796875E+2	-1,224182E+0	3,796875E+2	1,136181E+0	3,796875E+2	-1,353426E+0	3,796875E+2	1,664797E+0	3,796875E+2	-1,535968E+0	3,796875E+2	2,145638E+0	3,796875E+2	-1,783101E+0
3,812500E+2	4,373301E-1	3,812500E+2	-1,159808E+0	3,812500E+2	4,136446E-1	3,812500E+2	-1,129166E+0	3,812500E+2	4,432237E-1	3,812500E+2	-1,136985E+0	3,812500E+2	5,930748E-1	3,812500E+2	-1,199612E+0	3,812500E+2	1,103017E+0	3,812500E+2	-1,332792E+0	3,812500E+2	1,615888E+0	3,812500E+2	-1,469545E+0	3,812500E+2	2,111422E+0	3,812500E+2	-1,623407E+0
3,828125E+2	4,475312E-1	3,828125E+2	-1,158380E+0	3,828125E+2	4,262900E-1	3,828125E+2	-1,133885E+0	3,828125E+2	4,599894E-1	3,828125E+2	-1,118772E+0	3,828125E+2	6,118900E-1	3,828125E+2	-1,184009E+0	3,828125E+2	1,105879E+0	3,828125E+2	-1,353791E+0	3,828125E+2	1,638968E+0	3,828125E+2	-1,467056E+0	3,828125E+2	2,063305E+0	3,828125E+2	-1,591771E+0
3,843750E+2	4,116038E-1	3,843750E+2	-1,108223E+0	3,843750E+2	4,081042E-1	3,843750E+2	-1,091098E+0	3,843750E+2	4,406894E-1	3,843750E+2	-1,106494E+0	3,843750E+2	5,847836E-1	3,843750E+2	-1,179558E+0	3,843750E+2	1,119952E+0	3,843750E+2	-1,345947E+0	3,843750E+2	1,582783E+0	3,843750E+2	-1,454936E+0	3,843750E+2	2,055189E+0	3,843750E+2	-1,689447E+0
3,859375E+2	3,811787E-1	3,859375E+2	-1,085696E+0	3,859375E+2	4,112652E-1	3,859375E+2	-1,073596E+0	3,859375E+2	4,328942E-1	3,859375E+2	-1,089622E+0	3,859375E+2	5,791187E-1	3,859375E+2	-1,175915E+0	3,859375E+2	1,109540E+0	3,859375E+2	-1,369747E+0	3,859375E+2	1,617602E+0	3,859375E+2	-1,432520E+0	3,859375E+2	2,124684E+0	3,859375E+2	-1,672183E+0
